stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,offset_correction_active_codes,gain_correction_active,delay_register_active,active_polarity,correlation,selected_adc_mean_codes,channel_A_mean_codes,channel_B_mean_codes,channel_A_rms_codes,channel_B_rms_codes,stage5_raw_metrics_available,raw_A_sndr_db,raw_A_sfdr_db,raw_A_enob,raw_A_thd_db,raw_A_signal_hz,raw_A_worst_spur_hz,raw_B_sndr_db,raw_B_sfdr_db,raw_B_enob,raw_B_thd_db,raw_B_signal_hz,raw_B_worst_spur_hz,raw_parallel_avg_sndr_db,raw_parallel_avg_sfdr_db,raw_parallel_avg_enob,raw_parallel_avg_thd_db,raw_parallel_avg_signal_hz,raw_parallel_avg_worst_spur_hz,raw_AB_matching_valid,raw_AB_correlation,raw_AB_rmse_codes,raw_AB_residual_dbc,raw_offset_mismatch_codes,raw_gain_ratio_B_over_A,raw_gain_mismatch,raw_skew_mismatch_samples,raw_skew_mismatch_ps
baseline,baseline,0,1,11,21,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998948,15.692500,-9.724841,15.692844,369.034387,375.878927,1,36.721794,34.421150,5.807607,-50.960182,199875000.000000,22750000.000000,37.127552,34.245705,5.875009,-52.822693,199875000.000000,19500000.000000,37.392834,34.519650,5.919075,-54.592594,199875000.000000,22750000.000000,1,0.990116,53.089039,-16.916447,-5.968003,1.018013,0.018013,-0.136385,-104.911859
baseline,baseline,0,1,12,22,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998974,12.277500,-7.249939,12.278401,369.865163,381.246251,1,37.189247,34.959175,5.885257,-49.314281,199875000.000000,24375000.000000,37.890808,34.796501,6.001796,-50.355469,199875000.000000,24375000.000000,38.138187,34.896461,6.042889,-52.149040,199875000.000000,24375000.000000,1,0.997442,29.543087,-22.082235,-5.028461,1.030434,0.030434,-0.136385,-104.911859
baseline,baseline,0,1,13,23,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.999145,19.415001,-13.218424,19.413972,377.699837,389.360453,1,37.007122,34.778194,5.855004,-50.043884,199875000.000000,24375000.000000,37.368408,35.605610,5.915018,-49.669876,199875000.000000,24375000.000000,37.845261,35.195072,5.994230,-52.962326,199875000.000000,24375000.000000,1,0.997390,30.575838,-21.961277,-6.195549,1.030222,0.030222,-0.136385,-104.911859
baseline,baseline,0,1,14,24,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998972,1.687500,4.872837,1.681412,368.730619,375.157934,1,37.004768,34.456951,5.854613,-49.216740,199875000.000000,22750000.000000,37.278553,34.807568,5.900092,-50.897152,199875000.000000,22750000.000000,37.632477,34.621029,5.958883,-53.183369,199875000.000000,22750000.000000,1,0.989941,53.546696,-16.834810,-6.554248,1.017510,0.017510,-0.136385,-104.911859
baseline,baseline,0,1,15,25,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.999355,4.321250,2.209815,4.310517,376.636553,387.321634,1,36.439625,34.157539,5.760736,-52.089386,199875000.000000,19500000.000000,37.066788,34.593807,5.864915,-52.460419,199875000.000000,19500000.000000,37.203049,34.383240,5.887550,-54.803375,199875000.000000,19500000.000000,1,0.995725,37.463715,-20.169075,-6.520332,1.028324,0.028324,-0.136385,-104.911859
baseline,baseline,0,1,16,26,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.999273,7.660000,-2.254014,7.660632,381.138639,392.481953,1,37.338757,34.816204,5.910093,-50.717152,199875000.000000,22750000.000000,37.974655,35.491680,6.015724,-51.797459,199875000.000000,24375000.000000,38.158829,35.234959,6.046318,-53.593098,199875000.000000,24375000.000000,1,0.996059,36.540405,-20.494501,-5.406618,1.029583,0.029583,-0.136385,-104.911859
baseline,baseline,0,1,17,27,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.999048,8.606250,-3.839791,8.607794,382.396265,392.777399,1,37.133907,34.298069,5.876065,-49.147331,199875000.000000,19500000.000000,37.235367,34.571499,5.892919,-50.243858,199875000.000000,19500000.000000,37.793224,34.457848,5.985586,-53.827034,199875000.000000,19500000.000000,1,0.994785,41.172020,-19.474831,-4.768003,1.026953,0.026953,-0.136385,-104.911859
baseline,baseline,0,1,18,28,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998825,8.765000,-3.983908,8.766716,363.870189,374.784044,1,37.444389,34.631432,5.927640,-51.417210,199875000.000000,24375000.000000,37.806267,34.664665,5.987752,-51.635723,199875000.000000,24375000.000000,38.236111,34.655331,6.059155,-54.413239,199875000.000000,24375000.000000,1,0.997010,30.910366,-21.545612,-4.782807,1.029774,0.029774,-0.136385,-104.911859
baseline,baseline,0,1,19,29,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998826,15.125000,-10.390719,15.105217,362.232187,372.399248,1,37.329987,34.772572,5.908636,-54.150051,199875000.000000,22750000.000000,36.943207,35.069786,5.844387,-51.865448,199875000.000000,22750000.000000,37.606361,34.925953,5.954545,-56.120739,199875000.000000,22750000.000000,1,0.994982,38.401039,-19.609350,-4.714498,1.027645,0.027645,-0.136385,-104.911859
baseline,baseline,0,1,20,30,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998959,9.016250,-3.294731,9.032837,371.405557,378.518454,1,37.648174,34.894474,5.961491,-51.318237,199875000.000000,24375000.000000,37.653934,35.208572,5.962448,-50.914452,199875000.000000,22750000.000000,38.252651,35.054493,6.061903,-54.780266,199875000.000000,24375000.000000,1,0.990401,52.727837,-17.037909,-5.738106,1.018901,0.018901,-0.136385,-104.911859
baseline,baseline,0,1,21,31,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998561,4.980000,0.826396,4.973134,365.376752,376.302094,1,37.859520,34.632496,5.996598,-50.892262,199875000.000000,24375000.000000,37.538277,34.824474,5.943235,-53.200970,199875000.000000,24375000.000000,38.301399,34.760262,6.070000,-54.772991,199875000.000000,24375000.000000,1,0.997411,29.394535,-22.018927,-5.799529,1.029814,0.029814,-0.136385,-104.911859
baseline,baseline,0,1,22,32,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.999133,14.156250,-8.255910,14.158614,382.676221,394.065176,1,35.986866,33.946896,5.685526,-51.254284,199875000.000000,19500000.000000,36.046368,33.823238,5.695410,-50.381660,199875000.000000,19500000.000000,36.396904,33.887592,5.753639,-53.757706,199875000.000000,19500000.000000,1,0.996761,33.715355,-21.225439,-5.902704,1.029336,0.029336,-0.136385,-104.911859
baseline,baseline,0,1,23,33,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998943,5.347500,-0.256176,5.359652,367.636747,373.994162,1,36.131226,33.623466,5.709506,-51.557972,199875000.000000,19500000.000000,36.269478,33.875782,5.732471,-51.888100,199875000.000000,19500000.000000,36.620419,33.744476,5.790768,-55.875633,199875000.000000,19500000.000000,1,0.989715,53.795334,-16.768129,-5.103477,1.017188,0.017188,-0.136385,-104.911859
baseline,baseline,0,1,24,34,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998902,9.040000,-2.678464,9.054697,377.738514,387.743921,1,36.135143,33.803123,5.710157,-50.307888,199875000.000000,19500000.000000,35.846767,34.006451,5.662254,-50.079712,199875000.000000,19500000.000000,36.407833,33.924313,5.755454,-53.529217,199875000.000000,19500000.000000,1,0.994486,41.875660,-19.218292,-6.376233,1.026234,0.026234,-0.136385,-104.911859
baseline,baseline,0,1,25,35,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.999037,6.277500,0.739396,6.275655,381.415932,390.154537,1,37.803452,34.868202,5.987285,-48.672688,199875000.000000,24375000.000000,38.001400,35.720345,6.020166,-51.822552,199875000.000000,24375000.000000,38.673309,35.284851,6.131779,-52.355843,199875000.000000,24375000.000000,1,0.992497,48.554577,-18.002283,-7.015051,1.022781,0.022781,-0.136385,-104.911859
baseline,baseline,0,1,26,36,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.999309,2.957500,3.016510,2.953127,370.506141,376.479554,1,36.991199,34.076214,5.852359,-51.805210,199875000.000000,19500000.000000,37.459934,34.394779,5.930222,-51.366287,199875000.000000,19500000.000000,37.629940,34.224831,5.958462,-53.778999,199875000.000000,19500000.000000,1,0.989389,55.058838,-16.629105,-5.969637,1.016125,0.016125,-0.136385,-104.911859
baseline,baseline,0,1,27,37,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.999010,6.172500,0.294282,6.177080,373.843752,379.909260,1,36.452759,34.070316,5.762917,-52.150600,199875000.000000,22750000.000000,37.622993,35.112278,5.957308,-53.018517,199875000.000000,22750000.000000,37.500881,34.578579,5.937024,-54.974598,199875000.000000,22750000.000000,1,0.989318,55.785633,-16.593231,-6.471362,1.016091,0.016091,-0.136385,-104.911859
baseline,baseline,0,1,28,38,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998657,10.108750,-4.979338,10.092891,362.989208,369.134800,1,36.378098,33.991360,5.750515,-51.555416,199875000.000000,19500000.000000,36.514709,33.841000,5.773208,-51.969677,199875000.000000,19500000.000000,36.819180,33.906696,5.823784,-55.816433,199875000.000000,19500000.000000,1,0.989786,52.901253,-16.800028,-5.113553,1.016646,0.016646,-0.136385,-104.911859
baseline,baseline,0,1,29,39,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.999041,16.842501,-11.100549,16.854454,380.917354,390.591212,1,37.711185,34.818642,5.971958,-50.638313,199875000.000000,24375000.000000,37.750622,35.125980,5.978509,-51.562328,199875000.000000,24375000.000000,38.222836,34.974022,6.056950,-53.480804,199875000.000000,24375000.000000,1,0.993809,44.300636,-18.792751,-5.753905,1.024876,0.024876,-0.136385,-104.911859
baseline,baseline,0,1,30,40,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.999331,12.781250,-7.381533,12.796880,381.184707,391.968096,1,37.571873,35.089043,5.948816,-50.772625,199875000.000000,24375000.000000,37.499908,34.788971,5.936862,-51.545246,199875000.000000,24375000.000000,38.107399,34.944702,6.037774,-54.098984,199875000.000000,24375000.000000,1,0.995505,38.533680,-20.025570,-5.415347,1.027934,0.027934,-0.136385,-104.911859
