stage,iteration,accepted_frames,rejected_frames,mean_skew_samples,mean_skew_ps,median_skew_samples,median_skew_ps,skew_std_samples,skew_std_ps,best_skew_samples,best_skew_ps,delay_register_before,delay_register_after,register_delta,actuator_resolution_samples_per_step,actuator_resolution_ps_per_step,requested_steps,applied_steps,tolerance_samples,tolerance_ps,consecutive_passes,required_passes,estimator_valid,estimator_stable,correction_applied,saturated,dither_skew_samples,dither_skew_ps,tone_dither_disagreement_ps,dither_valid_frames,dither_invalid_frames,status,tone_A_sndr_db,tone_A_enob_bits,tone_B_sndr_db,tone_B_enob_bits,dither_joint_valid,dither_joint_skew_ps,dither_joint_edge_disagreement_ps,dither_joint_tone_disagreement_ps
skew,1,10,0,-0.031383,-24.141035,-0.026195,-20.150335,0.008106,6.235044,-0.026195,-20.150335,28,30,2,0.007900,6.076856,2,2,0.010000,7.692308,0,2,1,1,1,0,nan,nan,nan,0,10,UPDATED,40.928465,6.506390,41.077252,6.531105,0,nan,nan,nan,
skew,2,10,0,-0.018699,-14.383753,-0.018330,-14.100110,0.004840,3.722719,-0.018330,-14.100110,30,31,1,0.007900,6.076856,1,1,0.010000,7.692308,0,2,1,1,1,0,nan,nan,nan,0,10,UPDATED,40.818361,6.488100,40.947675,6.509581,0,nan,nan,nan,
skew,3,10,0,-0.016568,-12.744441,-0.016166,-12.435524,0.004210,3.238784,-0.016166,-12.435524,31,32,1,0.007900,6.076856,1,1,0.010000,7.692308,0,2,1,1,1,0,nan,nan,nan,0,10,UPDATED,40.630616,6.456913,40.738079,6.474764,0,nan,nan,nan,
skew,4,10,0,-0.011773,-9.056067,-0.011542,-8.878541,0.004161,3.201032,-0.011542,-8.878541,32,33,1,0.007900,6.076856,1,1,0.010000,7.692308,0,2,1,1,1,0,nan,nan,nan,0,10,UPDATED,41.607532,6.619191,41.672677,6.630013,0,nan,nan,nan,
skew,5,10,0,-0.005281,-4.062345,-0.003950,-3.038478,0.002182,1.678197,-0.003950,-3.038478,33,33,0,0.007900,6.076856,0,0,0.010000,7.692308,1,2,1,1,0,0,nan,nan,nan,1,9,PASS,41.690293,6.632939,41.714547,6.636968,0,nan,nan,nan,
skew,6,10,0,-0.006447,-4.959219,-0.005284,-4.064823,0.002643,2.033205,-0.003950,-3.038478,33,33,0,0.007900,6.076856,0,0,0.010000,7.692308,2,2,1,1,0,0,nan,nan,nan,0,10,CONVERGED,40.935081,6.507488,41.056724,6.527695,0,nan,nan,nan,
