stage,iteration,accepted_frames,rejected_frames,mean_skew_samples,mean_skew_ps,median_skew_samples,median_skew_ps,skew_std_samples,skew_std_ps,best_skew_samples,best_skew_ps,delay_register_before,delay_register_after,register_delta,actuator_resolution_samples_per_step,actuator_resolution_ps_per_step,requested_steps,applied_steps,tolerance_samples,tolerance_ps,consecutive_passes,required_passes,estimator_valid,estimator_stable,correction_applied,saturated,dither_skew_samples,dither_skew_ps,tone_dither_disagreement_ps,dither_valid_frames,dither_invalid_frames,status,tone_A_sndr_db,tone_A_enob_bits,tone_B_sndr_db,tone_B_enob_bits,dither_joint_valid,dither_joint_skew_ps,dither_joint_edge_disagreement_ps,dither_joint_tone_disagreement_ps
skew,1,10,0,-0.050915,-39.165531,-0.054060,-41.584384,0.014046,10.804977,-0.054060,-41.584384,28,31,3,0.008948,6.883007,3,3,0.010000,7.692308,0,2,1,1,1,0,nan,nan,nan,0,10,UPDATED,40.564777,6.445976,40.681978,6.465445,0,nan,nan,nan,
skew,2,10,0,-0.024159,-18.584083,-0.020136,-15.488942,0.008609,6.622311,-0.020136,-15.488942,31,32,1,0.008948,6.883007,1,1,0.010000,7.692308,0,2,1,1,1,0,nan,nan,nan,0,10,UPDATED,40.938676,6.508086,40.789863,6.483366,0,nan,nan,nan,
skew,3,10,0,-0.017150,-13.192522,-0.014865,-11.434877,0.006022,4.632395,-0.014865,-11.434877,32,33,1,0.008948,6.883007,1,1,0.010000,7.692308,0,2,1,1,1,0,nan,nan,nan,0,10,UPDATED,39.419612,6.255750,39.472618,6.264554,0,nan,nan,nan,
skew,4,10,0,-0.015671,-12.054636,-0.016767,-12.897804,0.003771,2.901052,-0.014865,-11.434877,33,34,1,0.008948,6.883007,1,1,0.010000,7.692308,0,2,1,1,1,0,nan,nan,nan,0,10,UPDATED,40.325915,6.406298,40.172155,6.380757,0,nan,nan,nan,
skew,5,10,0,-0.005878,-4.521573,-0.005921,-4.554446,0.001260,0.969430,-0.005921,-4.554446,34,34,0,0.008948,6.883007,0,0,0.010000,7.692308,1,2,1,1,0,0,nan,nan,nan,0,10,PASS,40.769643,6.480007,40.849693,6.493304,0,nan,nan,nan,
skew,6,10,0,-0.006541,-5.031212,-0.006271,-4.823817,0.002019,1.553434,-0.005921,-4.554446,34,34,0,0.008948,6.883007,0,0,0.010000,7.692308,2,2,1,1,0,0,nan,nan,nan,0,10,CONVERGED,39.836815,6.325052,39.626742,6.290156,0,nan,nan,nan,
