stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,offset_correction_active_codes,gain_correction_active,delay_register_active,active_polarity,measured_offset_residual_codes,fit_offset_codes,correlation,rmse_codes,filtered_residual_at_iteration_start,tolerance_codes,sndr_db,enob_bits
offset,calibration,1,1,30,70,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,-1.000000,4.961875,4.959842,0.999722,9.329265,nan,1.000000,42.372993,6.746345,
offset,calibration,2,2,1,71,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,16.471876,16.465134,0.999698,9.595759,9.112042,1.000000,41.894176,6.666807,
offset,calibration,2,2,2,72,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,0.448125,0.445524,0.999633,10.693570,9.112042,1.000000,41.796253,6.650541,
offset,calibration,2,2,3,73,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,7.951875,7.950618,0.999817,7.584953,9.112042,1.000000,42.541260,6.774296,
offset,calibration,2,2,4,74,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,5.769375,5.772365,0.999917,5.166893,9.112042,1.000000,42.461544,6.761054,
offset,calibration,2,2,5,75,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,11.110625,11.117029,0.999922,5.047357,9.112042,1.000000,42.955196,6.843056,
offset,calibration,2,2,6,76,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,13.583125,13.581645,0.999743,8.976569,9.112042,1.000000,42.266781,6.728702,
offset,calibration,2,2,7,77,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,0.735625,0.726547,0.999195,15.559409,9.112042,1.000000,41.785366,6.648732,
offset,calibration,2,2,8,78,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,11.378125,11.367154,0.998837,18.616693,9.112042,1.000000,43.605137,6.951020,
offset,calibration,2,2,9,79,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,0.415625,0.415773,0.999806,7.826509,9.112042,1.000000,42.574341,6.779791,
offset,calibration,2,2,10,80,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,5.744375,5.740983,0.999811,7.658005,9.112042,1.000000,43.552319,6.942246,
offset,calibration,2,2,11,81,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,4.364375,4.367301,0.999812,7.770067,9.112042,1.000000,41.646160,6.625608,
offset,calibration,2,2,12,82,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,16.864376,16.862452,0.999687,9.888395,9.112042,1.000000,42.598991,6.783886,
offset,calibration,2,2,13,83,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,-0.269375,-0.268794,0.999903,5.538177,9.112042,1.000000,43.294571,6.899431,
offset,calibration,2,2,14,84,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,4.726875,4.719916,0.999738,8.928230,9.112042,1.000000,41.377449,6.580972,
offset,calibration,2,2,15,85,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,16.970625,16.948996,0.997971,23.863539,9.112042,1.000000,43.206543,6.884808,
offset,calibration,2,2,16,86,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,7.016875,7.005558,0.999184,15.570714,9.112042,1.000000,42.429878,6.755794,
offset,calibration,2,2,17,87,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,7.288126,7.295153,0.999822,7.647154,9.112042,1.000000,42.529316,6.772312,
offset,calibration,2,2,18,88,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,12.623125,12.608353,0.998607,20.157597,9.112042,1.000000,41.848087,6.659151,
offset,calibration,2,2,19,89,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,3.093125,3.074620,0.998270,22.227385,9.112042,1.000000,42.239677,6.724199,
offset,calibration,2,2,20,90,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,3.390625,3.379688,0.998948,17.701328,9.112042,1.000000,43.551983,6.942190,
offset,calibration,2,2,21,91,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,21.975626,21.956560,0.998116,23.160702,9.112042,1.000000,42.671524,6.795935,
offset,calibration,2,2,22,92,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,-1.029375,-1.035932,0.999715,9.329271,9.112042,1.000000,41.549080,6.609482,
offset,calibration,2,2,23,93,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,9.100625,9.074810,0.998041,23.157442,9.112042,1.000000,42.510281,6.769150,
offset,calibration,2,2,24,94,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,15.043125,15.037271,0.999594,11.154466,9.112042,1.000000,43.484482,6.930977,
offset,calibration,2,2,25,95,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,1.978125,1.973056,0.999404,13.543510,9.112042,1.000000,42.211967,6.719596,
offset,calibration,2,2,26,96,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,3.813125,3.803359,0.999605,10.873899,9.112042,1.000000,42.908222,6.835253,
offset,calibration,2,2,27,97,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,2.031875,2.033528,0.999910,5.372554,9.112042,1.000000,42.628006,6.788706,
offset,calibration,2,2,28,98,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,8.173125,8.155291,0.998867,18.012356,9.112042,1.000000,42.418575,6.753916,
offset,calibration,2,2,29,99,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,10.771875,10.767180,0.999811,7.633689,9.112042,1.000000,41.272507,6.563540,
offset,calibration,2,2,30,100,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-1.500000,1.000000,nan,-1.000000,-3.571875,-3.587275,0.999205,15.194172,9.112042,1.000000,41.970154,6.679428,
offset,calibration,3,3,1,101,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,19.388124,19.391693,0.999792,8.179749,8.373409,1.000000,42.665401,6.794918,
offset,calibration,3,3,2,102,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,-3.493125,-3.515355,0.998493,20.518423,8.373409,1.000000,42.410881,6.752638,
offset,calibration,3,3,3,103,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,7.435626,7.425198,0.999514,12.038902,8.373409,1.000000,41.558311,6.611015,
offset,calibration,3,3,4,104,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,-0.835625,-0.840216,0.999870,6.338760,8.373409,1.000000,42.405209,6.751696,
offset,calibration,3,3,5,105,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,-0.514375,-0.531406,0.999121,15.902393,8.373409,1.000000,42.340141,6.740888,
offset,calibration,3,3,6,106,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,11.889376,11.885990,0.999545,11.886687,8.373409,1.000000,43.717690,6.969716,
offset,calibration,3,3,7,107,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,-4.971875,-4.972417,0.999757,8.760942,8.373409,1.000000,41.837650,6.657417,
offset,calibration,3,3,8,108,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,1.986875,1.973024,0.999122,16.041737,8.373409,1.000000,41.684601,6.631994,
offset,calibration,3,3,9,109,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,-1.603125,-1.598688,0.999896,5.798781,8.373409,1.000000,42.742970,6.807803,
offset,calibration,3,3,10,110,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,9.928125,9.928104,0.999823,7.481429,8.373409,1.000000,42.746178,6.808335,
offset,calibration,3,3,11,111,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,7.563125,7.550358,0.998951,17.583473,8.373409,1.000000,41.982151,6.681421,
offset,calibration,3,3,12,112,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,-3.444375,-3.444443,0.999865,6.526936,8.373409,1.000000,42.394375,6.749897,
offset,calibration,3,3,13,113,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,18.375626,18.377445,0.999771,8.553140,8.373409,1.000000,41.771278,6.646392,
offset,calibration,3,3,14,114,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,19.690626,19.686428,0.999861,6.548822,8.373409,1.000000,41.820656,6.654594,
offset,calibration,3,3,15,115,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,17.770626,17.764898,0.999792,7.985221,8.373409,1.000000,42.420990,6.754318,
offset,calibration,3,3,16,116,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,10.904375,10.892468,0.999224,15.162395,8.373409,1.000000,41.495750,6.600623,
offset,calibration,3,3,17,117,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,5.135625,5.140289,0.999832,7.385055,8.373409,1.000000,43.356258,6.909678,
offset,calibration,3,3,18,118,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,9.473125,9.458990,0.998655,19.837685,8.373409,1.000000,42.061378,6.694582,
offset,calibration,3,3,19,119,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,2.890625,2.890609,0.999919,5.059443,8.373409,1.000000,42.656780,6.793485,
offset,calibration,3,3,20,120,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,-2.304375,-2.307754,0.999851,6.791232,8.373409,1.000000,42.655621,6.793293,
offset,calibration,3,3,21,121,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,10.733126,10.737149,0.999830,7.402830,8.373409,1.000000,42.641941,6.791020,
offset,calibration,3,3,22,122,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,13.554376,13.550315,0.999823,7.393414,8.373409,1.000000,42.549721,6.775702,
offset,calibration,3,3,23,123,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,5.553125,5.544332,0.999250,15.033636,8.373409,1.000000,42.791424,6.815851,
offset,calibration,3,3,24,124,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,-1.350625,-1.373755,0.998456,20.716681,8.373409,1.000000,41.855751,6.660424,
offset,calibration,3,3,25,125,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,7.886875,7.880242,0.999511,12.210597,8.373409,1.000000,42.861332,6.827464,
offset,calibration,3,3,26,126,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,3.239375,3.221793,0.998248,22.430925,8.373409,1.000000,42.319756,6.737501,
offset,calibration,3,3,27,127,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,9.890625,9.877567,0.999177,15.562323,8.373409,1.000000,43.205746,6.884676,
offset,calibration,3,3,28,128,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,11.408125,11.401374,0.999441,13.046656,8.373409,1.000000,42.527744,6.772051,
offset,calibration,3,3,29,129,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,4.636875,4.642809,0.999833,7.377964,8.373409,1.000000,42.431755,6.756106,
offset,calibration,3,3,30,130,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-3.000000,1.000000,nan,-1.000000,10.174376,10.160336,0.998767,18.997572,8.373409,1.000000,42.697983,6.800330,
offset,calibration,4,4,1,131,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,2.909375,2.910003,0.999721,9.414821,7.703929,1.000000,42.497440,6.767017,
offset,calibration,4,4,2,132,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,10.535625,10.513331,0.998296,21.817232,7.703929,1.000000,41.461567,6.594945,
offset,calibration,4,4,3,133,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,-4.564374,-4.563179,0.999755,8.838326,7.703929,1.000000,41.928158,6.672452,
offset,calibration,4,4,4,134,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,13.740625,13.740618,0.999836,7.196646,7.703929,1.000000,41.545132,6.608826,
offset,calibration,4,4,5,135,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,3.425625,3.411231,0.999044,16.711369,7.703929,1.000000,42.305744,6.735174,
offset,calibration,4,4,6,136,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,-1.173125,-1.176279,0.999803,7.827612,7.703929,1.000000,41.119576,6.538136,
offset,calibration,4,4,7,137,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,8.131875,8.132369,0.999804,7.890927,7.703929,1.000000,42.377884,6.747157,
offset,calibration,4,4,8,138,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,7.614375,7.605673,0.999069,16.752819,7.703929,1.000000,42.895893,6.833205,
offset,calibration,4,4,9,139,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,17.398125,17.383190,0.998930,17.654293,7.703929,1.000000,42.916103,6.836562,
offset,calibration,4,4,10,140,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,5.750625,5.731250,0.998652,19.564184,7.703929,1.000000,42.731567,6.805909,
offset,calibration,4,4,11,141,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,-0.088125,-0.081035,0.999918,5.203869,7.703929,1.000000,43.340244,6.907018,
offset,calibration,4,4,12,142,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,6.973125,6.973514,0.999628,10.862155,7.703929,1.000000,43.811218,6.985252,
offset,calibration,4,4,13,143,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,9.420626,9.425367,0.999764,8.746464,7.703929,1.000000,43.144089,6.874434,
offset,calibration,4,4,14,144,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,7.131876,7.132540,0.999858,6.709382,7.703929,1.000000,42.309612,6.735816,
offset,calibration,4,4,15,145,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,9.938126,9.935837,0.999851,6.824973,7.703929,1.000000,42.840969,6.824081,
offset,calibration,4,4,16,146,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,11.256875,11.249941,0.999696,9.616081,7.703929,1.000000,42.380066,6.747519,
offset,calibration,4,4,17,147,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,-0.676875,-0.694841,0.998181,22.832560,7.703929,1.000000,43.578598,6.946611,
offset,calibration,4,4,18,148,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,-6.306875,-6.305677,0.999826,7.444397,7.703929,1.000000,43.101017,6.867279,
offset,calibration,4,4,19,149,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,10.575625,10.566197,0.999529,11.893824,7.703929,1.000000,40.819798,6.488339,
offset,calibration,4,4,20,150,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,8.516875,8.510797,0.999688,9.764515,7.703929,1.000000,43.129726,6.872048,
offset,calibration,4,4,21,151,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,7.729375,7.724409,0.999830,7.224840,7.703929,1.000000,42.397446,6.750407,
offset,calibration,4,4,22,152,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,-10.071875,-10.069062,0.999811,7.790799,7.703929,1.000000,41.623657,6.621870,
offset,calibration,4,4,23,153,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,6.459375,6.448497,0.999501,12.194016,7.703929,1.000000,41.627777,6.622555,
offset,calibration,4,4,24,154,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,7.450625,7.457540,0.999901,5.712965,7.703929,1.000000,41.956070,6.677088,
offset,calibration,4,4,25,155,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,2.281875,2.280833,0.999633,10.741362,7.703929,1.000000,42.217861,6.720575,
offset,calibration,4,4,26,156,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,1.521875,1.526960,0.999890,5.972321,7.703929,1.000000,42.449722,6.759090,
offset,calibration,4,4,27,157,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,5.940625,5.947044,0.999827,7.529152,7.703929,1.000000,42.534466,6.773168,
offset,calibration,4,4,28,158,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,9.546875,9.554173,0.999921,5.092484,7.703929,1.000000,42.476772,6.763584,
offset,calibration,4,4,29,159,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,16.861876,16.866257,0.999857,6.814726,7.703929,1.000000,43.000305,6.850549,
offset,calibration,4,4,30,160,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-4.500000,1.000000,nan,-1.000000,15.563126,15.570735,0.999926,4.950078,7.703929,1.000000,42.004486,6.685131,
offset,calibration,5,5,1,161,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-6.000000,1.000000,nan,-1.000000,-2.538125,-2.543998,0.999730,9.098237,7.072941,1.000000,43.018833,6.853627,
offset,calibration,5,5,2,162,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-6.000000,1.000000,nan,-1.000000,12.690625,12.686033,0.999468,12.807875,7.072941,1.000000,43.336567,6.906407,
offset,calibration,5,5,3,163,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-6.000000,1.000000,nan,-1.000000,3.794375,3.788805,0.999468,12.771087,7.072941,1.000000,42.339710,6.740816,
offset,calibration,5,5,4,164,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-6.000000,1.000000,nan,-1.000000,14.058125,14.063076,0.999843,7.135451,7.072941,1.000000,43.249531,6.891949,
offset,calibration,5,5,5,165,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-6.000000,1.000000,nan,-1.000000,-6.655625,-6.673537,0.998464,20.976488,7.072941,1.000000,41.499466,6.601241,
offset,calibration,5,5,6,166,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-6.000000,1.000000,nan,-1.000000,-4.126874,-4.124894,0.999853,6.850245,7.072941,1.000000,42.165127,6.711815,
offset,calibration,5,5,7,167,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-6.000000,1.000000,nan,-1.000000,8.151875,8.155345,0.999823,7.541554,7.072941,1.000000,42.898739,6.833678,
offset,calibration,5,5,8,168,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-6.000000,1.000000,nan,-1.000000,2.528125,2.531575,0.999840,7.184816,7.072941,1.000000,42.604988,6.784882,
offset,calibration,5,5,9,169,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-6.000000,1.000000,nan,-1.000000,-2.129375,-2.124820,0.999883,6.147017,7.072941,1.000000,42.439571,6.757404,
offset,calibration,5,5,10,170,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-6.000000,1.000000,nan,-1.000000,9.191875,9.187778,0.999850,6.799273,7.072941,1.000000,42.551720,6.776033,
