stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,delay_register_active,offset_correction_active_codes,gain_correction_active,active_polarity,primary_valid,primary_rejection_reason,raw_phase_difference_rad,polarity_hypothesis,applied_phase_adjustment_rad,corrected_phase_difference_rad,measured_skew_samples,measured_skew_ps,tone_A_frequency_hz,tone_B_frequency_hz,tone_A_amplitude,tone_B_amplitude,tone_A_correlation,tone_B_correlation,tone_A_rmse,tone_B_rmse,dither_A_valid,dither_B_valid,dither_skew_valid,dither_skew_samples,dither_skew_ps,tone_dither_disagreement_samples,tone_dither_disagreement_ps
skew,closed_loop_initial_baseline,0,1,1,771,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.087436,-1,-3.141593,-0.054157,-0.056201,-43.231684,199375017.614500,199375017.614500,516.110797,529.239374,0.999753,0.999767,8.121794,8.085923,1,1,0,nan,nan,nan,nan
skew,closed_loop_initial_baseline,0,1,2,772,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.085953,-1,-3.141593,-0.055640,-0.057740,-44.415678,199375017.614500,199375017.614500,522.038158,527.917778,0.999747,0.999740,8.310391,8.520335,1,1,0,nan,nan,nan,nan
skew,closed_loop_initial_baseline,0,1,3,773,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.090362,-1,-3.141593,-0.051231,-0.053165,-40.896229,199375017.614500,199375017.614500,517.809990,528.958166,0.999767,0.999755,7.914776,8.281654,1,1,0,nan,nan,nan,nan
skew,closed_loop_initial_baseline,0,1,4,774,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.086366,-1,-3.141593,-0.055227,-0.057311,-44.085656,199375017.614500,199375017.614500,515.740689,529.292839,0.999753,0.999758,8.103130,8.234213,1,1,0,nan,nan,nan,nan
skew,closed_loop_initial_baseline,0,1,5,775,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.080354,-1,-3.141593,-0.061238,-0.063550,-48.884603,199375017.614500,199375017.614500,524.405424,527.286633,0.999772,0.999767,7.909909,8.047365,1,1,0,nan,nan,nan,nan
skew,closed_loop_initial_baseline,0,1,6,776,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.086045,-1,-3.141593,-0.055547,-0.057644,-44.341672,199375017.614500,199375017.614500,522.155327,527.964569,0.999761,0.999777,8.076626,7.888553,1,1,0,nan,nan,nan,nan
skew,closed_loop_initial_baseline,0,1,7,777,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.087992,-1,-3.141593,-0.053600,-0.055624,-42.787558,199375017.614500,199375017.614500,516.229756,529.316424,0.999766,0.999759,7.896001,8.216492,1,1,0,nan,nan,nan,nan
skew,closed_loop_initial_baseline,0,1,8,778,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.089452,-1,-3.141593,-0.052140,-0.054108,-41.621914,199375017.614500,199375017.614500,520.123294,528.841836,0.999672,0.999672,9.432180,9.582612,1,1,0,nan,nan,nan,nan
skew,closed_loop_initial_baseline,0,1,9,779,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.085679,-1,-3.141593,-0.055914,-0.058024,-44.634174,199375017.614500,199375017.614500,522.732345,528.149091,0.999692,0.999689,9.176002,9.325726,1,1,0,nan,nan,nan,nan
skew,closed_loop_initial_baseline,0,1,10,780,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.090198,-1,-3.141593,-0.051394,-0.053334,-41.026475,199375017.614500,199375017.614500,519.394652,528.845376,0.999744,0.999746,8.310732,8.437482,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_baseline,0,2,1,781,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.079383,-1,-3.141593,-0.062209,-0.064558,-49.659708,199375017.614500,199375017.614500,524.505182,527.218838,0.999769,0.999768,7.967396,8.029762,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_baseline,0,2,2,782,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.085486,-1,-3.141593,-0.056107,-0.058225,-44.788454,199375017.614500,199375017.614500,515.650339,529.288215,0.999761,0.999766,7.982560,8.097473,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_baseline,0,2,3,783,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.087901,-1,-3.141593,-0.053692,-0.055718,-42.860304,199375017.614500,199375017.614500,516.600235,529.098821,0.999728,0.999738,8.517617,8.563631,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_baseline,0,2,4,784,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.082396,-1,-3.141593,-0.059197,-0.061431,-47.254967,199375017.614500,199375017.614500,523.617736,527.314459,0.999758,0.999743,8.142060,8.448647,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_baseline,0,2,5,785,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.085816,-1,-3.141593,-0.055776,-0.057882,-44.524418,199375017.614500,199375017.614500,515.690539,529.344980,0.999686,0.999698,9.141307,9.202159,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_baseline,0,2,6,786,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.087827,-1,-3.141593,-0.053765,-0.055795,-42.919074,199375017.614500,199375017.614500,516.545945,529.345238,0.999763,0.999773,7.957231,7.977951,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_baseline,0,2,7,787,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.089333,-1,-3.141593,-0.052260,-0.054233,-41.717666,199375017.614500,199375017.614500,517.722645,529.191047,0.999761,0.999766,8.005221,8.110176,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_baseline,0,2,8,788,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.080093,-1,-3.141593,-0.061500,-0.063821,-49.093337,199375017.614500,199375017.614500,523.904666,527.485449,0.999734,0.999728,8.549107,8.698355,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_baseline,0,2,9,789,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.089371,-1,-3.141593,-0.052222,-0.054193,-41.686904,199375017.614500,199375017.614500,519.546650,528.844160,0.999778,0.999764,7.750011,8.133239,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_baseline,0,2,10,790,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.777929,0.987503,1.000000,1,none,3.087300,-1,-3.141593,-0.054293,-0.056342,-43.340171,199375017.614500,199375017.614500,516.449201,529.337398,0.999766,0.999765,7.912711,8.123536,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,3,1,791,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.777929,0.987503,1.000000,1,none,3.096480,-1,-3.141593,-0.045112,-0.046815,-36.011794,199375017.614500,199375017.614500,522.592763,528.649690,0.999774,0.999764,7.854688,8.128642,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,3,2,792,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.777929,0.987503,1.000000,1,none,3.098740,-1,-3.141593,-0.042853,-0.044470,-34.207857,199375017.614500,199375017.614500,517.734148,529.574732,0.999775,0.999746,7.761394,8.435520,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,3,3,793,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.777929,0.987503,1.000000,1,none,3.094148,-1,-3.141593,-0.047444,-0.049235,-37.873398,199375017.614500,199375017.614500,524.202845,528.585233,0.999784,0.999781,7.713790,7.834449,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,3,4,794,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.777929,0.987503,1.000000,1,none,3.098689,-1,-3.141593,-0.042904,-0.044523,-34.248561,199375017.614500,199375017.614500,518.252770,529.503746,0.999762,0.999792,7.989944,7.641459,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,3,5,795,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.777929,0.987503,1.000000,1,none,3.087901,-1,-3.141593,-0.053692,-0.055719,-42.860710,199375017.614500,199375017.614500,526.141002,527.645046,0.999751,0.999764,8.314151,8.116033,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,3,6,796,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.777929,0.987503,1.000000,1,none,3.088361,-1,-3.141593,-0.053231,-0.055241,-42.492853,199375017.614500,199375017.614500,525.747124,527.717367,0.999774,0.999774,7.904867,7.938535,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,3,7,797,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.777929,0.987503,1.000000,1,none,3.087341,-1,-3.141593,-0.054252,-0.056299,-43.307308,199375017.614500,199375017.614500,526.277998,528.007474,0.999771,0.999754,7.968775,8.281332,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,3,8,798,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.777929,0.987503,1.000000,1,none,3.098674,-1,-3.141593,-0.042919,-0.044539,-34.260948,199375017.614500,199375017.614500,518.923466,529.229857,0.999781,0.999781,7.677119,7.833798,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,3,9,799,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.777929,0.987503,1.000000,1,none,3.099051,-1,-3.141593,-0.042542,-0.044148,-33.959917,199375017.614500,199375017.614500,518.375794,529.209329,0.999770,0.999785,7.860772,7.767591,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,3,10,800,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.777929,0.987503,1.000000,1,none,3.086658,-1,-3.141593,-0.054935,-0.057009,-43.852695,199375017.614500,199375017.614500,526.286469,527.702787,0.999770,0.999772,7.986612,7.967128,1,1,0,nan,nan,nan,nan
