stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,offset_correction_active_codes,gain_correction_active,delay_register_active,active_polarity,correlation,selected_adc_mean_codes,channel_A_mean_codes,channel_B_mean_codes,channel_A_rms_codes,channel_B_rms_codes,stage5_raw_metrics_available,raw_A_sndr_db,raw_A_sfdr_db,raw_A_enob,raw_A_thd_db,raw_A_signal_hz,raw_A_worst_spur_hz,raw_B_sndr_db,raw_B_sfdr_db,raw_B_enob,raw_B_thd_db,raw_B_signal_hz,raw_B_worst_spur_hz,raw_parallel_avg_sndr_db,raw_parallel_avg_sfdr_db,raw_parallel_avg_enob,raw_parallel_avg_thd_db,raw_parallel_avg_signal_hz,raw_parallel_avg_worst_spur_hz,raw_AB_matching_valid,raw_AB_correlation,raw_AB_rmse_codes,raw_AB_residual_dbc,raw_offset_mismatch_codes,raw_gain_ratio_B_over_A,raw_gain_mismatch,raw_skew_mismatch_samples,raw_skew_mismatch_ps
baseline,baseline,0,1,1,11,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.999058,-7.416250,-7.425567,12.148819,384.064158,394.023384,1,36.527058,34.253151,5.775259,-50.304272,199875000.000000,19500000.000000,36.711315,33.954842,5.805867,-52.089691,199875000.000000,19500000.000000,37.059982,34.108837,5.863785,-54.666367,199875000.000000,19500000.000000,1,0.998475,24.091415,-24.160526,4.723251,1.025635,0.025635,-0.076952,-59.193759
baseline,baseline,0,1,2,12,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998942,-12.837500,-12.845940,19.182515,365.227458,376.405089,1,37.687836,34.949081,5.968079,-51.637486,199875000.000000,24375000.000000,37.433323,34.566051,5.925801,-53.320320,199875000.000000,24375000.000000,38.160393,34.772205,6.046577,-55.160183,199875000.000000,24375000.000000,1,0.997587,28.661530,-22.229752,6.336576,1.029903,0.029903,-0.076952,-59.193759
baseline,baseline,0,1,3,13,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998905,-3.968750,-3.985852,10.569587,368.589107,379.491227,1,36.871700,34.001591,5.832509,-51.752914,199875000.000000,19500000.000000,36.659351,34.269447,5.797235,-51.151104,199875000.000000,19500000.000000,37.226791,34.146358,5.891494,-53.303596,199875000.000000,19500000.000000,1,0.997685,28.404741,-22.389490,6.583736,1.029239,0.029239,-0.076952,-59.193759
baseline,baseline,0,1,4,14,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998966,1.803750,1.772876,5.126043,365.927593,376.673023,1,36.850800,34.373493,5.829037,-51.842834,199875000.000000,22750000.000000,37.832516,34.992928,5.992113,-53.471931,199875000.000000,22750000.000000,37.854935,34.701641,5.995837,-55.641121,199875000.000000,22750000.000000,1,0.997733,28.060961,-22.432901,6.898919,1.029282,0.029282,-0.076952,-59.193759
baseline,baseline,0,1,5,15,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998812,-7.910000,-7.933061,14.391718,367.391463,378.113183,1,36.623703,33.975384,5.791313,-51.254295,199875000.000000,19500000.000000,37.119576,34.689117,5.873684,-52.470169,199875000.000000,19500000.000000,37.336460,34.334347,5.909711,-53.950794,199875000.000000,19500000.000000,1,0.996003,35.526810,-20.413960,6.458657,1.028677,0.028677,-0.076952,-59.193759
baseline,baseline,0,1,6,16,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.999128,-10.080000,-10.087081,17.722423,371.408347,382.674564,1,37.609474,34.500645,5.955062,-50.437359,199875000.000000,24375000.000000,37.370041,35.089233,5.915289,-52.762829,199875000.000000,24375000.000000,38.071079,34.830723,6.031741,-54.278973,199875000.000000,24375000.000000,1,0.996981,32.189396,-21.368139,7.635342,1.029608,0.029608,-0.076952,-59.193759
baseline,baseline,0,1,7,17,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998974,-1.076250,-1.076330,6.453096,371.905872,379.714634,1,36.280972,33.990646,5.734381,-49.158825,199875000.000000,19500000.000000,36.748928,34.349205,5.812115,-52.802025,199875000.000000,19500000.000000,36.914448,34.172829,5.839610,-53.489296,199875000.000000,19500000.000000,1,0.998631,21.809481,-24.726276,5.376766,1.020853,0.020853,-0.076952,-59.193759
baseline,baseline,0,1,8,18,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998912,-6.781250,-6.788149,11.959443,366.662418,377.696062,1,38.004860,34.975822,6.020741,-52.950035,199875000.000000,24375000.000000,37.664219,34.478554,5.964156,-54.334209,199875000.000000,24375000.000000,38.335545,34.729000,6.075672,-56.836926,199875000.000000,24375000.000000,1,0.997147,30.582609,-21.703541,5.171294,1.029752,0.029752,-0.076952,-59.193759
baseline,baseline,0,1,9,19,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.999083,-11.975000,-11.976313,18.193641,383.612726,395.293081,1,36.709549,34.482677,5.805573,-50.627449,199875000.000000,19500000.000000,36.834408,34.246014,5.826314,-52.281498,199875000.000000,19500000.000000,37.293041,34.366135,5.902499,-54.470982,199875000.000000,19500000.000000,1,0.997359,31.137934,-21.937483,6.217328,1.029858,0.029858,-0.076952,-59.193759
baseline,baseline,0,1,10,20,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998984,3.361250,3.366611,0.840736,377.982303,385.778969,1,37.276375,34.574242,5.899730,-50.293583,199875000.000000,24375000.000000,37.699669,34.908211,5.970045,-51.539974,199875000.000000,24375000.000000,38.079559,34.747253,6.033150,-54.072968,199875000.000000,24375000.000000,1,0.998627,21.885777,-24.835587,4.207347,1.020665,0.020665,-0.076952,-59.193759
baseline,baseline,0,1,11,21,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.999059,5.398750,5.395542,0.630627,383.677571,394.584797,1,37.112812,35.567463,5.872561,-48.277554,199875000.000000,22750000.000000,37.235760,35.073750,5.892983,-50.157864,199875000.000000,22750000.000000,37.866940,35.317360,5.997831,-53.675137,199875000.000000,22750000.000000,1,0.996700,33.987820,-21.175884,6.026169,1.028528,0.028528,-0.076952,-59.193759
baseline,baseline,0,1,12,22,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998929,-7.863750,-7.865106,14.511046,380.638921,392.262975,1,36.831299,34.845036,5.825798,-51.099911,199875000.000000,24375000.000000,37.169437,35.171425,5.881967,-51.023388,199875000.000000,24375000.000000,37.516762,35.017124,5.939662,-54.399689,199875000.000000,24375000.000000,1,0.997505,30.319273,-22.104532,6.645940,1.030053,0.030053,-0.076952,-59.193759
baseline,baseline,0,1,13,23,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998951,-4.911250,-4.901889,11.287178,366.244230,377.219364,1,37.591072,34.664749,5.952006,-53.057762,199875000.000000,24375000.000000,38.208416,35.206635,6.054554,-51.760895,199875000.000000,24375000.000000,38.473976,34.953548,6.098668,-55.114555,199875000.000000,24375000.000000,1,0.996379,34.033859,-20.764936,6.385290,1.029598,0.029598,-0.076952,-59.193759
baseline,baseline,0,1,14,24,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998891,-6.460000,-6.472620,13.620125,363.323191,374.425869,1,37.106121,34.764484,5.871449,-53.482101,199875000.000000,24375000.000000,37.729397,34.635998,5.974983,-52.808868,199875000.000000,24375000.000000,37.810856,34.700611,5.988514,-56.144325,199875000.000000,24375000.000000,1,0.997308,30.032959,-21.782965,7.147505,1.030040,0.030040,-0.076952,-59.193759
baseline,baseline,0,1,15,25,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.999092,-8.545000,-8.542094,14.059317,387.168631,394.951831,1,37.374126,35.182507,5.915968,-50.810459,199875000.000000,24375000.000000,37.979939,35.645538,6.016602,-51.493473,199875000.000000,24375000.000000,38.311790,35.422127,6.071726,-54.618019,199875000.000000,24375000.000000,1,0.998601,22.714296,-24.715473,5.517224,1.019705,0.019705,-0.076952,-59.193759
baseline,baseline,0,1,16,26,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.999042,4.846250,4.848012,0.990696,386.534371,395.444801,1,37.514240,35.205990,5.939243,-50.774563,199875000.000000,24375000.000000,37.607964,35.092323,5.954812,-52.507187,199875000.000000,24375000.000000,38.271057,35.178085,6.064960,-55.177704,199875000.000000,24375000.000000,1,0.998576,23.439238,-24.444651,5.838709,1.023129,0.023129,-0.076952,-59.193759
baseline,baseline,0,1,17,27,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998951,-8.093750,-8.095091,14.104357,375.560613,386.605776,1,37.304600,34.761932,5.904419,-50.959087,199875000.000000,22750000.000000,37.162880,34.237034,5.880877,-51.413273,199875000.000000,19500000.000000,37.708683,34.747673,5.971542,-54.672558,199875000.000000,22750000.000000,1,0.998053,26.820833,-23.047907,6.009266,1.028964,0.028964,-0.076952,-59.193759
baseline,baseline,0,1,18,28,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998909,-5.048750,-5.051975,9.759983,367.203743,375.991899,1,37.346909,34.952679,5.911447,-53.069805,199875000.000000,24375000.000000,37.792519,34.969185,5.985468,-53.686016,199875000.000000,24375000.000000,38.107414,34.986492,6.037777,-58.370293,199875000.000000,24375000.000000,1,0.998554,22.292782,-24.436886,4.708008,1.023685,0.023685,-0.076952,-59.193759
baseline,baseline,0,1,19,29,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.999082,-3.537500,-3.526866,9.495109,379.913210,390.864185,1,37.174683,34.241779,5.882838,-51.613438,199875000.000000,19500000.000000,36.696117,34.307034,5.803342,-53.571239,199875000.000000,19500000.000000,37.377636,34.285324,5.916551,-56.172325,199875000.000000,19500000.000000,1,0.998046,27.085295,-23.062685,5.968243,1.028566,0.028566,-0.076952,-59.193759
baseline,baseline,0,1,20,30,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.999199,-1.753750,-1.749913,7.896405,379.452457,390.412822,1,37.594494,34.861397,5.952574,-50.608875,199875000.000000,24375000.000000,37.741718,35.426414,5.977030,-51.594360,199875000.000000,24375000.000000,38.335461,35.165035,6.075658,-53.591259,199875000.000000,24375000.000000,1,0.998062,27.025522,-23.072134,6.146492,1.028685,0.028685,-0.076952,-59.193759
baseline,baseline,0,1,21,31,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998657,-8.373750,-8.394160,15.889399,363.222578,374.318940,1,36.480293,33.846394,5.767491,-52.396381,199875000.000000,19500000.000000,36.838535,34.288532,5.827000,-52.601395,199875000.000000,19500000.000000,37.076309,34.067711,5.866497,-56.169682,199875000.000000,19500000.000000,1,0.997805,27.754019,-22.464436,7.495239,1.029896,0.029896,-0.076952,-59.193759
baseline,baseline,0,1,22,32,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.999234,-3.120000,-3.113894,10.585022,381.696860,393.233651,1,36.536461,34.224895,5.776821,-51.933041,199875000.000000,19500000.000000,37.295334,35.093185,5.902880,-50.361702,199875000.000000,19500000.000000,37.403992,34.654686,5.920929,-53.112526,199875000.000000,19500000.000000,1,0.996216,36.349564,-20.553873,7.471128,1.029886,0.029886,-0.076952,-59.193759
baseline,baseline,0,1,23,33,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998904,-1.393750,-1.387355,8.276861,364.909855,375.714627,1,37.171417,34.590412,5.882296,-51.777515,199875000.000000,22750000.000000,37.494656,34.897285,5.935989,-52.421146,199875000.000000,24375000.000000,37.871407,34.719151,5.998573,-56.525417,199875000.000000,22750000.000000,1,0.996546,33.305527,-20.920845,6.889506,1.029367,0.029367,-0.076952,-59.193759
baseline,baseline,0,1,24,34,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998794,-7.011250,-7.012712,13.175380,362.354443,373.132589,1,35.993507,33.582550,5.686629,-51.657864,199875000.000000,19500000.000000,36.022362,33.526627,5.691422,-51.596260,199875000.000000,19500000.000000,36.406834,33.556885,5.755288,-54.822750,199875000.000000,19500000.000000,1,0.998072,25.913090,-23.037870,6.162669,1.029295,0.029295,-0.076952,-59.193759
baseline,baseline,0,1,25,35,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.999079,-6.375000,-6.375314,13.910050,382.613890,393.664604,1,37.444500,34.949253,5.927658,-50.108532,199875000.000000,19500000.000000,37.050941,34.510677,5.862283,-50.378040,199875000.000000,19500000.000000,37.883156,34.737953,6.000525,-52.868328,199875000.000000,19500000.000000,1,0.998136,27.127342,-23.109112,7.534735,1.028382,0.028382,-0.076952,-59.193759
baseline,baseline,0,1,26,36,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.998866,-4.517500,-4.529748,10.490001,368.708020,379.657600,1,36.590870,33.923504,5.785859,-50.148476,199875000.000000,19500000.000000,37.075981,34.400928,5.866442,-51.318462,199875000.000000,19500000.000000,37.307529,34.170094,5.904905,-53.182823,199875000.000000,19500000.000000,1,0.996213,34.824482,-20.622889,5.960253,1.029382,0.029382,-0.076952,-59.193759
baseline,baseline,0,1,27,37,1,none,1300000000.000000,2600000000.000000,1.000000,0,1,0.000000,1.000000,nan,1.000000,0.999410,-5.216250,-5.198439,11.034898,378.791092,389.773782,1,36.345779,34.071671,5.745146,-52.516972,199875000.000000,19500000.000000,36.863327,34.494141,5.831118,-51.136021,199875000.000000,19500000.000000,37.023411,34.286411,5.857710,-54.926865,199875000.000000,19500000.000000,1,0.998131,26.526369,-23.218153,5.836459,1.028678,0.028678,-0.076952,-59.193759
