stage,iteration,accepted_frames,rejected_frames,mean_skew_samples,mean_skew_ps,median_skew_samples,median_skew_ps,skew_std_samples,skew_std_ps,best_skew_samples,best_skew_ps,delay_register_before,delay_register_after,register_delta,actuator_resolution_samples_per_step,actuator_resolution_ps_per_step,requested_steps,applied_steps,tolerance_samples,tolerance_ps,consecutive_passes,required_passes,estimator_valid,estimator_stable,correction_applied,saturated,dither_skew_samples,dither_skew_ps,tone_dither_disagreement_ps,dither_valid_frames,dither_invalid_frames,status,tone_A_sndr_db,tone_A_enob_bits,tone_B_sndr_db,tone_B_enob_bits,dither_joint_valid,dither_joint_skew_ps,dither_joint_edge_disagreement_ps,dither_joint_tone_disagreement_ps
skew,1,10,0,-0.027154,-20.887885,-0.030779,-23.676166,0.006130,4.715270,-0.030779,-23.676166,32,35,3,0.005365,4.127145,3,3,0.010000,7.692308,0,2,1,1,1,0,nan,nan,nan,0,10,UPDATED,39.585246,6.283263,39.580329,6.282447,0,nan,nan,nan,
skew,2,10,0,-0.000313,-0.241000,-0.000314,-0.241767,0.000203,0.155892,-0.000314,-0.241767,35,35,0,0.005365,4.127145,0,0,0.010000,7.692308,1,2,1,1,0,0,nan,nan,nan,0,10,PASS,39.704664,6.303100,39.696661,6.301771,0,nan,nan,nan,
skew,3,10,0,-0.000446,-0.343061,-0.000498,-0.383143,0.000222,0.170930,-0.000314,-0.241767,35,35,0,0.005365,4.127145,0,0,0.010000,7.692308,2,2,1,1,0,0,nan,nan,nan,0,10,CONVERGED,38.924442,6.173495,38.904656,6.170209,0,nan,nan,nan,
