stage,iteration,accepted_frames,rejected_frames,raw_batch_residual,filtered_batch_residual,correction_before,correction_after,correction_delta,residual_std,residual_min,residual_max,tolerance,pass_count,required_passes,status,sndr_db,enob_bits
offset,1,30,0,-3.947213,-3.947213,0.000000,1.381525,1.381525,8.648159,-23.023504,8.937745,1.000000,0,2,RUNNING,38.518230,6.106018,
offset,2,30,0,-0.660338,-2.632463,1.381525,2.302886,0.921362,6.204826,-14.784755,9.090245,1.000000,0,2,RUNNING,38.535172,6.108832,
offset,3,30,0,-0.872255,-1.928380,2.302886,2.977819,0.674933,6.979039,-13.837255,10.741495,1.000000,0,2,RUNNING,38.884727,6.166900,
offset,4,30,0,-0.120171,-1.205096,2.977819,3.399603,0.421784,7.514344,-17.121004,11.746495,1.000000,0,2,RUNNING,38.761452,6.146421,
offset,5,30,0,-1.191255,-1.199560,3.399603,3.819449,0.419846,7.642764,-13.978504,13.931496,1.000000,0,2,RUNNING,38.713093,6.138387,
offset,6,30,0,0.030079,-0.707704,3.819449,3.819449,0.000000,6.721210,-15.848505,10.417746,1.000000,1,2,PASS,38.738274,6.142570,
offset,7,30,0,-0.512880,-0.629774,3.819449,3.819449,0.000000,7.409535,-14.894754,14.133995,1.000000,2,2,PASS,39.078529,6.199090,
