sample_index,adc_code,ifc_vpp,sweep_index
727,-13,2.04,1
728,82,2.04,1
729,-110,2.04,1
730,23,2.04,1
731,-46,2.04,1
732,87,2.04,1
733,-174,2.04,1
734,202,2.04,1
735,-83,2.04,1
736,239,2.04,1
737,3,2.04,1
738,-15,2.04,1
739,-71,2.04,1
740,116,2.04,1
741,-158,2.04,1
742,899,2.04,1
743,-187,2.04,1
744,75,2.04,1
745,-130,2.04,1
746,166,2.04,1
747,-119,2.04,1
748,237,2.04,1
749,-13,2.04,1
750,198,2.04,1
751,-90,2.04,1
752,148,2.04,1
753,-75,2.04,1
754,191,2.04,1
755,-741,2.04,1
756,-40,2.04,1
757,-117,2.04,1
758,111,2.04,1
759,-113,2.04,1
760,165,2.04,1
761,16,2.04,1
762,182,2.04,1
763,12,2.04,1
764,114,2.04,1
765,-51,2.04,1
766,96,2.04,1
767,-91,2.04,1
768,52,2.04,1
769,-165,2.04,1
770,-15,2.04,1
771,-121,2.04,1
772,163,2.04,1
773,17,2.04,1
774,140,2.04,1
775,-117,2.04,1
776,214,2.04,1
777,-70,2.04,1
778,82,2.04,1
779,-48,2.04,1
780,64,2.04,1
781,-92,2.04,1
782,4,2.04,1
783,-71,2.04,1
784,184,2.04,1
785,-16,2.04,1
786,168,2.04,1
787,1,2.04,1
788,956,2.04,1
789,-132,2.04,1
790,246,2.04,1
791,25,2.04,1
792,131,2.04,1
793,-53,2.04,1
794,110,2.04,1
795,-47,2.04,1
796,-26,2.04,1
797,-112,2.04,1
798,192,2.04,1
799,-18,2.04,1
800,217,2.04,1
801,39,2.04,1
802,111,2.04,1
803,-19,2.04,1
804,-675,2.04,1
805,-204,2.04,1
806,27,2.04,1
807,-142,2.04,1
808,109,2.04,1
809,-100,2.04,1
810,836,2.04,1
811,-152,2.04,1
812,140,2.04,1
813,-33,2.04,1
814,170,2.04,1
815,-67,2.04,1
816,144,2.04,1
817,-36,2.04,1
818,144,2.04,1
819,-116,2.04,1
820,54,2.04,1
821,-217,2.04,1
822,109,2.04,1
823,-11,2.04,1
824,236,2.04,1
825,-1,2.04,1
826,225,2.04,1
827,-121,2.04,1
828,208,2.04,1
829,-32,2.04,1
830,852,2.04,1
831,-28,2.04,1
832,189,2.04,1
833,-74,2.04,1
834,207,2.04,1
835,-178,2.04,1
836,90,2.04,1
837,-19,2.04,1
838,162,2.04,1
839,-157,2.04,1
840,149,2.04,1
841,-56,2.04,1
842,190,2.04,1
843,-152,2.04,1
844,20,2.04,1
845,-168,2.04,1
846,136,2.04,1
847,-147,2.04,1
848,171,2.04,1
849,-95,2.04,1
850,154,2.04,1
851,-159,2.04,1
852,229,2.04,1
853,-47,2.04,1
854,227,2.04,1
855,-34,2.04,1
856,198,2.04,1
857,-130,2.04,1
858,208,2.04,1
859,-59,2.04,1
860,133,2.04,1
861,-115,2.04,1
