index,ifc_vpp,sample_count,sample_sum,mean,absolute_offset,pos_mean,neg_mean,branch_mean_difference,needs_calibration,min,max,peak,rms,csv_file
1,2.04,2032,61973.0,30.498523622047244,30.498523622047244,156.98627450980393,-96.29313725490196,253.2794117647059,True,-939,994,966.5,186.84839663955282,C:\TIDIAC\summer2025_research_tiadc\firmware\thesis_v3_500mhz_appl\adc_data\ifc_sweep_20260917_134158\sweep_01_ifc_2p04_vpp.csv
2,1.93,2032,69209.0,34.05954724409449,34.05954724409449,166.75,-98.86666666666666,265.6166666666667,True,-666,764,715.0,164.80095217741516,C:\TIDIAC\summer2025_research_tiadc\firmware\thesis_v3_500mhz_appl\adc_data\ifc_sweep_20260917_134158\sweep_02_ifc_1p93_vpp.csv
3,1.81,2032,95625.0,47.05954724409449,47.05954724409449,201.03627450980392,-106.70490196078431,307.74117647058824,True,-430,526,478.0,182.16136606701647,C:\TIDIAC\summer2025_research_tiadc\firmware\thesis_v3_500mhz_appl\adc_data\ifc_sweep_20260917_134158\sweep_03_ifc_1p81_vpp.csv
4,1.7,2032,76020.0,37.411417322834644,37.411417322834644,181.08039215686276,-106.04901960784314,287.1294117647059,True,-507,569,538.0,175.34875260283457,C:\TIDIAC\summer2025_research_tiadc\firmware\thesis_v3_500mhz_appl\adc_data\ifc_sweep_20260917_134158\sweep_04_ifc_1p70_vpp.csv
5,1.59,2032,28047.0,13.802657480314961,13.802657480314961,147.58039215686276,-119.44705882352942,267.0274509803922,True,-338,339,338.5,149.57414450607567,C:\TIDIAC\summer2025_research_tiadc\firmware\thesis_v3_500mhz_appl\adc_data\ifc_sweep_20260917_134158\sweep_05_ifc_1p59_vpp.csv
6,1.47,2032,5644.0,2.77755905511811,2.77755905511811,132.94411764705882,-127.36470588235294,260.30882352941177,True,-303,301,302.0,146.5556584496895,C:\TIDIAC\summer2025_research_tiadc\firmware\thesis_v3_500mhz_appl\adc_data\ifc_sweep_20260917_134158\sweep_06_ifc_1p47_vpp.csv
7,1.36,2032,15287.0,7.523129921259843,7.523129921259843,148.49803921568628,-132.86470588235295,281.3627450980392,True,-414,373,393.5,162.74899306629976,C:\TIDIAC\summer2025_research_tiadc\firmware\thesis_v3_500mhz_appl\adc_data\ifc_sweep_20260917_134158\sweep_07_ifc_1p36_vpp.csv
