sample_index,adc_code,ifc_vpp,sweep_index
0,162,1.59,5
1,-75,1.59,5
2,182,1.59,5
3,-14,1.59,5
4,115,1.59,5
5,-100,1.59,5
6,136,1.59,5
7,-162,1.59,5
8,62,1.59,5
9,-193,1.59,5
10,111,1.59,5
11,-133,1.59,5
12,194,1.59,5
13,-112,1.59,5
14,235,1.59,5
15,-5,1.59,5
16,236,1.59,5
17,-70,1.59,5
18,119,1.59,5
19,-111,1.59,5
20,80,1.59,5
21,-184,1.59,5
22,60,1.59,5
23,-199,1.59,5
24,258,1.59,5
25,-167,1.59,5
26,193,1.59,5
27,-76,1.59,5
28,222,1.59,5
29,-33,1.59,5
30,187,1.59,5
31,-92,1.59,5
32,71,1.59,5
33,-134,1.59,5
34,72,1.59,5
35,-183,1.59,5
36,107,1.59,5
37,-171,1.59,5
38,146,1.59,5
39,-48,1.59,5
40,250,1.59,5
41,-63,1.59,5
42,217,1.59,5
43,0,1.59,5
44,157,1.59,5
45,-134,1.59,5
46,74,1.59,5
47,-196,1.59,5
48,86,1.59,5
49,-233,1.59,5
50,101,1.59,5
51,-164,1.59,5
52,206,1.59,5
53,-42,1.59,5
54,227,1.59,5
55,-16,1.59,5
56,148,1.59,5
57,-76,1.59,5
58,88,1.59,5
59,-135,1.59,5
60,55,1.59,5
61,-249,1.59,5
62,77,1.59,5
63,-170,1.59,5
64,128,1.59,5
65,-116,1.59,5
66,193,1.59,5
67,-16,1.59,5
68,134,1.59,5
69,-10,1.59,5
70,96,1.59,5
71,-131,1.59,5
72,-59,1.59,5
73,-163,1.59,5
74,73,1.59,5
75,-205,1.59,5
76,128,1.59,5
77,-94,1.59,5
78,210,1.59,5
79,-81,1.59,5
80,276,1.59,5
81,-40,1.59,5
82,114,1.59,5
83,-98,1.59,5
84,146,1.59,5
85,-154,1.59,5
86,20,1.59,5
87,-201,1.59,5
88,88,1.59,5
89,-153,1.59,5
90,158,1.59,5
91,-119,1.59,5
92,232,1.59,5
93,-46,1.59,5
94,185,1.59,5
95,-77,1.59,5
96,163,1.59,5
97,-160,1.59,5
98,91,1.59,5
99,-253,1.59,5
100,61,1.59,5
101,-231,1.59,5
102,144,1.59,5
103,-113,1.59,5
104,282,1.59,5
105,-61,1.59,5
106,194,1.59,5
107,-27,1.59,5
108,170,1.59,5
109,-69,1.59,5
110,44,1.59,5
111,-152,1.59,5
112,107,1.59,5
113,-186,1.59,5
114,98,1.59,5
115,-183,1.59,5
116,189,1.59,5
117,-68,1.59,5
118,191,1.59,5
119,-14,1.59,5
120,205,1.59,5
121,-54,1.59,5
122,107,1.59,5
123,-128,1.59,5
124,106,1.59,5
125,-149,1.59,5
126,88,1.59,5
127,-206,1.59,5
128,243,1.59,5
129,-118,1.59,5
130,238,1.59,5
131,-1,1.59,5
132,218,1.59,5
133,-41,1.59,5
134,92,1.59,5
135,-34,1.59,5
136,146,1.59,5
137,-170,1.59,5
138,71,1.59,5
139,-165,1.59,5
140,108,1.59,5
141,-122,1.59,5
142,163,1.59,5
143,-53,1.59,5
144,218,1.59,5
145,-70,1.59,5
146,230,1.59,5
147,-45,1.59,5
148,152,1.59,5
149,-85,1.59,5
150,74,1.59,5
151,-202,1.59,5
152,86,1.59,5
153,-189,1.59,5
154,177,1.59,5
155,-124,1.59,5
156,254,1.59,5
157,-78,1.59,5
158,241,1.59,5
159,-51,1.59,5
160,221,1.59,5
161,-101,1.59,5
162,108,1.59,5
163,-189,1.59,5
164,82,1.59,5
165,-213,1.59,5
166,64,1.59,5
167,-138,1.59,5
168,170,1.59,5
169,-139,1.59,5
170,166,1.59,5
171,-25,1.59,5
172,243,1.59,5
173,-56,1.59,5
174,133,1.59,5
175,-122,1.59,5
176,36,1.59,5
177,-159,1.59,5
178,-30,1.59,5
179,-199,1.59,5
180,146,1.59,5
181,-156,1.59,5
182,158,1.59,5
183,-42,1.59,5
184,234,1.59,5
185,11,1.59,5
186,136,1.59,5
187,-76,1.59,5
188,157,1.59,5
189,-160,1.59,5
190,51,1.59,5
191,-215,1.59,5
192,85,1.59,5
193,-180,1.59,5
194,156,1.59,5
195,-129,1.59,5
196,152,1.59,5
197,-19,1.59,5
198,226,1.59,5
199,-15,1.59,5
200,88,1.59,5
201,-118,1.59,5
202,161,1.59,5
203,-160,1.59,5
204,37,1.59,5
205,-181,1.59,5
206,177,1.59,5
207,-156,1.59,5
208,316,1.59,5
209,-52,1.59,5
210,212,1.59,5
211,-68,1.59,5
212,176,1.59,5
213,-96,1.59,5
214,89,1.59,5
215,-172,1.59,5
216,65,1.59,5
217,-252,1.59,5
218,52,1.59,5
219,-202,1.59,5
220,172,1.59,5
221,-129,1.59,5
222,147,1.59,5
223,-75,1.59,5
224,249,1.59,5
225,-33,1.59,5
226,91,1.59,5
227,-164,1.59,5
228,147,1.59,5
229,-228,1.59,5
230,21,1.59,5
231,-237,1.59,5
232,167,1.59,5
233,-142,1.59,5
234,305,1.59,5
235,-54,1.59,5
236,219,1.59,5
237,-86,1.59,5
238,205,1.59,5
239,-113,1.59,5
240,202,1.59,5
241,-133,1.59,5
242,26,1.59,5
243,-236,1.59,5
244,107,1.59,5
245,-206,1.59,5
246,153,1.59,5
247,-120,1.59,5
248,247,1.59,5
249,-62,1.59,5
250,225,1.59,5
251,-68,1.59,5
252,274,1.59,5
253,-48,1.59,5
254,81,1.59,5
255,-171,1.59,5
256,102,1.59,5
257,-177,1.59,5
258,133,1.59,5
259,-185,1.59,5
260,185,1.59,5
261,-22,1.59,5
262,216,1.59,5
263,-6,1.59,5
264,204,1.59,5
265,-77,1.59,5
266,59,1.59,5
267,-118,1.59,5
268,72,1.59,5
269,-182,1.59,5
270,80,1.59,5
271,-140,1.59,5
272,148,1.59,5
273,-147,1.59,5
274,229,1.59,5
275,-17,1.59,5
276,286,1.59,5
277,-68,1.59,5
278,140,1.59,5
279,-62,1.59,5
280,73,1.59,5
281,-134,1.59,5
282,44,1.59,5
283,-195,1.59,5
284,126,1.59,5
285,-152,1.59,5
286,267,1.59,5
287,-58,1.59,5
288,200,1.59,5
289,-25,1.59,5
290,247,1.59,5
291,-57,1.59,5
292,119,1.59,5
293,-89,1.59,5
294,66,1.59,5
295,-183,1.59,5
296,149,1.59,5
297,-147,1.59,5
298,128,1.59,5
299,-163,1.59,5
300,240,1.59,5
301,-79,1.59,5
302,232,1.59,5
303,-50,1.59,5
304,134,1.59,5
305,-69,1.59,5
306,106,1.59,5
307,-238,1.59,5
308,30,1.59,5
309,-222,1.59,5
310,112,1.59,5
311,-166,1.59,5
312,271,1.59,5
313,-92,1.59,5
314,220,1.59,5
315,-27,1.59,5
316,183,1.59,5
317,-48,1.59,5
318,165,1.59,5
319,-160,1.59,5
320,65,1.59,5
321,-213,1.59,5
322,131,1.59,5
323,-189,1.59,5
324,137,1.59,5
325,-130,1.59,5
326,199,1.59,5
327,-79,1.59,5
328,226,1.59,5
329,-38,1.59,5
330,165,1.59,5
331,-64,1.59,5
332,91,1.59,5
333,-171,1.59,5
334,8,1.59,5
335,-161,1.59,5
336,122,1.59,5
337,-148,1.59,5
338,184,1.59,5
339,-109,1.59,5
340,245,1.59,5
341,8,1.59,5
342,167,1.59,5
343,-58,1.59,5
344,64,1.59,5
345,-148,1.59,5
346,93,1.59,5
347,-169,1.59,5
348,46,1.59,5
349,-147,1.59,5
350,149,1.59,5
351,-142,1.59,5
352,148,1.59,5
353,-80,1.59,5
354,175,1.59,5
355,-46,1.59,5
356,141,1.59,5
357,-120,1.59,5
358,104,1.59,5
359,-130,1.59,5
360,61,1.59,5
361,-199,1.59,5
362,134,1.59,5
363,-190,1.59,5
364,139,1.59,5
365,-44,1.59,5
366,249,1.59,5
367,-49,1.59,5
368,184,1.59,5
369,-56,1.59,5
370,163,1.59,5
371,-114,1.59,5
372,59,1.59,5
373,-174,1.59,5
374,111,1.59,5
375,-164,1.59,5
376,105,1.59,5
377,-146,1.59,5
378,217,1.59,5
379,-90,1.59,5
380,178,1.59,5
381,-72,1.59,5
382,175,1.59,5
383,-100,1.59,5
384,47,1.59,5
385,-186,1.59,5
386,33,1.59,5
387,-190,1.59,5
388,112,1.59,5
389,-170,1.59,5
390,182,1.59,5
391,-102,1.59,5
392,154,1.59,5
393,-20,1.59,5
394,268,1.59,5
395,-94,1.59,5
396,74,1.59,5
397,-137,1.59,5
398,118,1.59,5
399,-194,1.59,5
400,81,1.59,5
401,-156,1.59,5
402,128,1.59,5
403,-94,1.59,5
404,170,1.59,5
405,-24,1.59,5
406,248,1.59,5
407,-35,1.59,5
408,119,1.59,5
409,-84,1.59,5
410,90,1.59,5
411,-109,1.59,5
412,91,1.59,5
413,-223,1.59,5
414,-3,1.59,5
415,-155,1.59,5
416,198,1.59,5
417,-84,1.59,5
418,224,1.59,5
419,-73,1.59,5
420,233,1.59,5
421,-92,1.59,5
422,90,1.59,5
423,-94,1.59,5
424,115,1.59,5
425,-182,1.59,5
426,118,1.59,5
427,-182,1.59,5
428,155,1.59,5
429,-179,1.59,5
430,265,1.59,5
431,-49,1.59,5
432,158,1.59,5
433,-57,1.59,5
434,173,1.59,5
435,-93,1.59,5
436,105,1.59,5
437,-138,1.59,5
438,-108,1.59,5
439,-192,1.59,5
440,94,1.59,5
441,-194,1.59,5
442,209,1.59,5
443,-123,1.59,5
444,191,1.59,5
445,-76,1.59,5
446,300,1.59,5
447,2,1.59,5
448,103,1.59,5
449,-151,1.59,5
450,99,1.59,5
451,-201,1.59,5
452,15,1.59,5
453,-217,1.59,5
454,161,1.59,5
455,-102,1.59,5
456,236,1.59,5
457,-102,1.59,5
458,213,1.59,5
459,11,1.59,5
460,182,1.59,5
461,-72,1.59,5
462,108,1.59,5
463,-154,1.59,5
464,214,1.59,5
465,-194,1.59,5
466,93,1.59,5
467,-180,1.59,5
468,195,1.59,5
469,-82,1.59,5
470,263,1.59,5
471,-29,1.59,5
472,224,1.59,5
473,-65,1.59,5
474,108,1.59,5
475,-72,1.59,5
476,104,1.59,5
477,-226,1.59,5
478,20,1.59,5
479,-150,1.59,5
480,152,1.59,5
481,-122,1.59,5
482,192,1.59,5
483,-74,1.59,5
484,187,1.59,5
485,-2,1.59,5
486,219,1.59,5
487,-35,1.59,5
488,100,1.59,5
489,-129,1.59,5
490,112,1.59,5
491,-203,1.59,5
492,167,1.59,5
493,-199,1.59,5
494,141,1.59,5
495,-144,1.59,5
496,225,1.59,5
497,-69,1.59,5
498,145,1.59,5
499,-70,1.59,5
500,161,1.59,5
501,-99,1.59,5
502,53,1.59,5
503,-159,1.59,5
504,91,1.59,5
505,-265,1.59,5
506,117,1.59,5
507,-170,1.59,5
508,182,1.59,5
509,-90,1.59,5
510,207,1.59,5
511,-71,1.59,5
512,182,1.59,5
513,-53,1.59,5
514,71,1.59,5
515,-151,1.59,5
516,102,1.59,5
517,-213,1.59,5
518,69,1.59,5
519,-180,1.59,5
520,193,1.59,5
521,-66,1.59,5
522,236,1.59,5
523,-63,1.59,5
524,201,1.59,5
525,-40,1.59,5
526,170,1.59,5
527,-65,1.59,5
528,130,1.59,5
529,-151,1.59,5
530,98,1.59,5
531,-243,1.59,5
532,142,1.59,5
533,-134,1.59,5
534,212,1.59,5
535,-109,1.59,5
536,257,1.59,5
537,-23,1.59,5
538,235,1.59,5
539,-34,1.59,5
540,66,1.59,5
541,-142,1.59,5
542,81,1.59,5
543,-158,1.59,5
544,113,1.59,5
545,-160,1.59,5
546,122,1.59,5
547,-111,1.59,5
548,217,1.59,5
549,-130,1.59,5
550,204,1.59,5
551,-61,1.59,5
552,191,1.59,5
553,-103,1.59,5
554,22,1.59,5
555,-155,1.59,5
556,150,1.59,5
557,-202,1.59,5
558,93,1.59,5
559,-149,1.59,5
560,230,1.59,5
561,-100,1.59,5
562,242,1.59,5
563,-49,1.59,5
564,238,1.59,5
565,1,1.59,5
566,116,1.59,5
567,-98,1.59,5
568,40,1.59,5
569,-163,1.59,5
570,114,1.59,5
571,-169,1.59,5
572,222,1.59,5
573,-119,1.59,5
574,151,1.59,5
575,-34,1.59,5
576,267,1.59,5
577,-21,1.59,5
578,130,1.59,5
579,-71,1.59,5
580,140,1.59,5
581,-212,1.59,5
582,35,1.59,5
583,-161,1.59,5
584,123,1.59,5
585,-190,1.59,5
586,205,1.59,5
587,-47,1.59,5
