sample_index,adc_code,ifc_vpp,sweep_index
0,489,1.81,3
1,-42,1.81,3
2,201,1.81,3
3,-37,1.81,3
4,181,1.81,3
5,-120,1.81,3
6,78,1.81,3
7,-122,1.81,3
8,164,1.81,3
9,-114,1.81,3
10,183,1.81,3
11,-136,1.81,3
12,169,1.81,3
13,-99,1.81,3
14,192,1.81,3
15,-77,1.81,3
16,222,1.81,3
17,-49,1.81,3
18,99,1.81,3
19,-391,1.81,3
20,71,1.81,3
21,-212,1.81,3
22,183,1.81,3
23,-108,1.81,3
24,228,1.81,3
25,-152,1.81,3
26,260,1.81,3
27,-88,1.81,3
28,227,1.81,3
29,-35,1.81,3
30,125,1.81,3
31,-112,1.81,3
32,112,1.81,3
33,-202,1.81,3
34,90,1.81,3
35,-145,1.81,3
36,156,1.81,3
37,-143,1.81,3
38,216,1.81,3
39,-39,1.81,3
40,226,1.81,3
41,-12,1.81,3
42,127,1.81,3
43,-105,1.81,3
44,146,1.81,3
45,-131,1.81,3
46,83,1.81,3
47,-177,1.81,3
48,90,1.81,3
49,-137,1.81,3
50,131,1.81,3
51,-93,1.81,3
52,211,1.81,3
53,-63,1.81,3
54,187,1.81,3
55,-98,1.81,3
56,162,1.81,3
57,-107,1.81,3
58,136,1.81,3
59,-365,1.81,3
60,101,1.81,3
61,-160,1.81,3
62,212,1.81,3
63,-61,1.81,3
64,238,1.81,3
65,-64,1.81,3
66,414,1.81,3
67,-36,1.81,3
68,217,1.81,3
69,-70,1.81,3
70,115,1.81,3
71,-157,1.81,3
72,149,1.81,3
73,-120,1.81,3
74,155,1.81,3
75,-199,1.81,3
76,133,1.81,3
77,-58,1.81,3
78,468,1.81,3
79,-92,1.81,3
80,210,1.81,3
81,-16,1.81,3
82,162,1.81,3
83,-160,1.81,3
84,86,1.81,3
85,-184,1.81,3
86,400,1.81,3
87,-74,1.81,3
88,171,1.81,3
89,-140,1.81,3
90,288,1.81,3
91,-84,1.81,3
92,262,1.81,3
93,-27,1.81,3
94,130,1.81,3
95,-101,1.81,3
96,149,1.81,3
97,-101,1.81,3
98,104,1.81,3
99,-147,1.81,3
100,100,1.81,3
101,-83,1.81,3
102,145,1.81,3
103,-109,1.81,3
104,220,1.81,3
105,-34,1.81,3
106,148,1.81,3
107,-12,1.81,3
108,187,1.81,3
109,-70,1.81,3
110,381,1.81,3
111,-146,1.81,3
112,124,1.81,3
113,-178,1.81,3
114,197,1.81,3
115,-114,1.81,3
116,225,1.81,3
117,-34,1.81,3
118,185,1.81,3
119,-82,1.81,3
120,193,1.81,3
121,-75,1.81,3
122,186,1.81,3
123,-117,1.81,3
124,61,1.81,3
125,-141,1.81,3
126,200,1.81,3
127,-120,1.81,3
128,156,1.81,3
129,-79,1.81,3
130,187,1.81,3
131,-116,1.81,3
132,191,1.81,3
133,10,1.81,3
134,145,1.81,3
135,-156,1.81,3
136,165,1.81,3
137,-132,1.81,3
138,141,1.81,3
139,-392,1.81,3
140,150,1.81,3
141,-167,1.81,3
142,190,1.81,3
143,-132,1.81,3
144,145,1.81,3
145,-53,1.81,3
146,258,1.81,3
147,-72,1.81,3
148,147,1.81,3
149,-109,1.81,3
150,79,1.81,3
151,-67,1.81,3
152,352,1.81,3
153,-176,1.81,3
154,242,1.81,3
155,-109,1.81,3
156,405,1.81,3
157,-28,1.81,3
158,265,1.81,3
159,-79,1.81,3
160,174,1.81,3
161,-130,1.81,3
162,84,1.81,3
163,-146,1.81,3
164,147,1.81,3
165,-151,1.81,3
166,336,1.81,3
167,-175,1.81,3
168,-26,1.81,3
169,-115,1.81,3
170,446,1.81,3
171,-73,1.81,3
172,259,1.81,3
173,-84,1.81,3
174,165,1.81,3
175,-110,1.81,3
176,77,1.81,3
177,-210,1.81,3
178,156,1.81,3
179,-139,1.81,3
180,101,1.81,3
181,-105,1.81,3
182,254,1.81,3
183,-52,1.81,3
184,211,1.81,3
185,-55,1.81,3
186,189,1.81,3
187,-29,1.81,3
188,117,1.81,3
189,-137,1.81,3
190,162,1.81,3
191,-93,1.81,3
192,411,1.81,3
193,-113,1.81,3
194,184,1.81,3
195,-50,1.81,3
196,297,1.81,3
197,-80,1.81,3
198,420,1.81,3
199,-23,1.81,3
200,167,1.81,3
201,-129,1.81,3
202,150,1.81,3
203,-111,1.81,3
204,70,1.81,3
205,-170,1.81,3
206,458,1.81,3
207,-73,1.81,3
208,458,1.81,3
209,-72,1.81,3
210,223,1.81,3
211,-8,1.81,3
212,214,1.81,3
213,-111,1.81,3
214,120,1.81,3
215,-197,1.81,3
216,67,1.81,3
217,-92,1.81,3
218,164,1.81,3
219,-181,1.81,3
220,198,1.81,3
221,-41,1.81,3
222,240,1.81,3
223,-45,1.81,3
224,157,1.81,3
225,-5,1.81,3
226,365,1.81,3
227,-135,1.81,3
228,99,1.81,3
229,-106,1.81,3
230,133,1.81,3
231,-130,1.81,3
232,162,1.81,3
233,-63,1.81,3
234,233,1.81,3
235,-17,1.81,3
236,162,1.81,3
237,-5,1.81,3
238,211,1.81,3
239,-114,1.81,3
240,133,1.81,3
241,-131,1.81,3
242,78,1.81,3
243,-140,1.81,3
244,98,1.81,3
245,-89,1.81,3
246,208,1.81,3
247,-126,1.81,3
248,204,1.81,3
249,5,1.81,3
250,444,1.81,3
251,-119,1.81,3
252,124,1.81,3
253,-109,1.81,3
254,115,1.81,3
255,-394,1.81,3
256,59,1.81,3
257,-146,1.81,3
258,208,1.81,3
259,-142,1.81,3
260,201,1.81,3
261,-128,1.81,3
262,249,1.81,3
263,-16,1.81,3
264,167,1.81,3
265,-88,1.81,3
266,111,1.81,3
267,-164,1.81,3
268,81,1.81,3
269,-142,1.81,3
270,119,1.81,3
271,-147,1.81,3
272,140,1.81,3
273,-64,1.81,3
274,262,1.81,3
275,-69,1.81,3
276,173,1.81,3
277,-19,1.81,3
278,388,1.81,3
279,-132,1.81,3
280,133,1.81,3
281,-96,1.81,3
282,381,1.81,3
283,-160,1.81,3
