stage,iteration,accepted_frames,rejected_frames,mean_skew_samples,mean_skew_ps,median_skew_samples,median_skew_ps,skew_std_samples,skew_std_ps,best_skew_samples,best_skew_ps,delay_register_before,delay_register_after,register_delta,actuator_resolution_samples_per_step,actuator_resolution_ps_per_step,requested_steps,applied_steps,tolerance_samples,tolerance_ps,consecutive_passes,required_passes,estimator_valid,estimator_stable,correction_applied,saturated,dither_skew_samples,dither_skew_ps,tone_dither_disagreement_ps,dither_valid_frames,dither_invalid_frames,status,tone_A_sndr_db,tone_A_enob_bits,tone_B_sndr_db,tone_B_enob_bits,dither_joint_valid,dither_joint_skew_ps,dither_joint_edge_disagreement_ps,dither_joint_tone_disagreement_ps
skew,1,10,0,-0.076036,-58.489095,-0.076355,-58.734277,0.007556,5.812020,-0.076355,-58.734277,31,34,3,0.014054,10.810400,3,3,0.010000,7.692308,0,2,1,1,1,0,nan,nan,nan,0,10,UPDATED,31.168536,4.885139,31.003311,4.857693,0,nan,nan,nan,
skew,2,10,0,-0.017354,-13.349355,-0.016703,-12.848732,0.001833,1.410270,-0.016703,-12.848732,34,35,1,0.014054,10.810400,1,1,0.010000,7.692308,0,2,1,1,1,0,nan,nan,nan,0,10,UPDATED,31.220318,4.893741,31.134715,4.879521,0,nan,nan,nan,
skew,3,10,0,0.001488,1.144679,0.001668,1.282865,0.000704,0.541715,0.001668,1.282865,35,35,0,0.014054,10.810400,0,0,0.010000,7.692308,1,2,1,1,0,0,nan,nan,nan,0,10,PASS,31.044145,4.864476,30.927898,4.845166,0,nan,nan,nan,
skew,4,10,0,0.001313,1.010185,0.000875,0.672719,0.000827,0.635894,0.000875,0.672719,35,35,0,0.014054,10.810400,0,0,0.010000,7.692308,2,2,1,1,0,0,nan,nan,nan,0,10,CONVERGED,31.200664,4.890476,31.088292,4.871809,0,nan,nan,nan,
