stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,offset_correction_active_codes,gain_correction_active,delay_register_active,active_polarity,measured_gain,gain_error,correlation,rmse_codes,dither_gain,dither_valid,dither_reason,sndr_db,enob_bits
gain,calibration,1,1,1,351,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.018107,0.018107,0.998549,20.618990,0.454107,1,FIT_QUALITY,33.537148,5.278596,
gain,calibration,1,1,2,352,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,0.985940,-0.014060,0.998651,19.977942,0.445486,1,FIT_QUALITY,32.956707,5.182177,
gain,calibration,1,1,3,353,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,0.998049,-0.001951,0.998667,22.253452,0.454468,1,FIT_QUALITY,33.422756,5.259594,
gain,calibration,1,1,4,354,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,0.965794,-0.034206,0.998377,20.536758,0.443667,1,FIT_QUALITY,32.984138,5.186734,
gain,calibration,1,1,5,355,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,0.989754,-0.010246,0.998837,17.884464,0.450917,1,FIT_QUALITY,33.436356,5.261853,
gain,calibration,1,1,6,356,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,0.981957,-0.018043,0.998429,20.722805,0.432691,1,FIT_QUALITY,33.369274,5.250710,
gain,calibration,1,1,7,357,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.027005,0.027005,0.998908,18.666700,0.459341,1,FIT_QUALITY,33.028015,5.194023,
gain,calibration,1,1,8,358,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.021951,0.021951,0.998948,17.679464,0.495890,1,FIT_QUALITY,33.609947,5.290689,
gain,calibration,1,1,9,359,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.018809,0.018809,0.998756,19.319252,0.438825,1,FIT_QUALITY,33.150852,5.214427,
gain,calibration,1,1,10,360,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,0.983808,-0.016192,0.998389,21.937952,0.473673,1,FIT_QUALITY,33.197197,5.222126,
gain,calibration,1,1,11,361,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.012798,0.012798,0.998674,21.878801,0.458763,1,FIT_QUALITY,33.241940,5.229558,
gain,calibration,1,1,12,362,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.014533,0.014533,0.998721,21.393007,0.469588,1,FIT_QUALITY,33.210541,5.224342,
gain,calibration,1,1,13,363,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.016488,0.016488,0.998795,19.066326,0.471335,1,FIT_QUALITY,33.459068,5.265626,
gain,calibration,1,1,14,364,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.015476,0.015476,0.998731,19.336622,0.413337,1,FIT_QUALITY,33.336781,5.245312,
gain,calibration,1,1,15,365,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.013437,0.013437,0.998685,19.925434,0.438055,1,FIT_QUALITY,33.445004,5.263289,
gain,calibration,1,1,16,366,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,0.970160,-0.029840,0.998438,21.518423,0.448021,1,FIT_QUALITY,33.531666,5.277685,
gain,calibration,1,1,17,367,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.008798,0.008798,0.998531,22.682114,0.456618,1,FIT_QUALITY,33.776512,5.318358,
gain,calibration,1,1,18,368,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.029451,0.029451,0.999202,15.274075,0.456819,1,FIT_QUALITY,33.369823,5.250801,
gain,calibration,1,1,19,369,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.014018,0.014018,0.998722,19.261295,0.446589,1,FIT_QUALITY,33.048496,5.197424,
gain,calibration,1,1,20,370,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.020317,0.020317,0.998622,20.158411,0.471468,1,FIT_QUALITY,33.030106,5.194370,
gain,calibration,1,1,21,371,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.020753,0.020753,0.998554,20.381838,0.569237,1,FIT_QUALITY,33.167027,5.217114,
gain,calibration,1,1,22,372,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,0.982902,-0.017098,0.998341,21.142805,0.457485,1,FIT_QUALITY,32.749714,5.147793,
gain,calibration,1,1,23,373,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.021795,0.021795,0.999037,17.449472,0.445669,1,FIT_QUALITY,33.756485,5.315031,
gain,calibration,1,1,24,374,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,0.989984,-0.010016,0.998277,21.596134,0.513343,1,FIT_QUALITY,32.725842,5.143827,
gain,calibration,1,1,25,375,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.035291,0.035291,0.998253,22.945976,0.480313,1,FIT_QUALITY,33.533936,5.278062,
gain,calibration,1,1,26,376,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.011875,0.011875,0.998620,19.749908,0.522038,1,NONE,32.976788,5.185513,
gain,calibration,1,1,27,377,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,0.991387,-0.008613,0.998632,19.348574,0.469865,1,FIT_QUALITY,33.595932,5.288361,
gain,calibration,1,1,28,378,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.012467,0.012467,0.998660,19.489599,0.486245,1,FIT_QUALITY,32.846054,5.163796,
gain,calibration,1,1,29,379,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.032308,0.032308,0.998774,19.420551,0.504385,1,FIT_QUALITY,33.639942,5.295671,
gain,calibration,1,1,30,380,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,0.986093,-0.013907,0.998604,19.505201,0.446820,1,FIT_QUALITY,32.969143,5.184243,
gain,calibration,2,2,1,381,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.026318,0.026318,0.998514,22.768339,0.460109,1,FIT_QUALITY,33.245319,5.230120,
gain,calibration,2,2,2,382,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.024867,0.024867,0.998627,20.407804,0.502549,1,FIT_QUALITY,33.903862,5.339512,
gain,calibration,2,2,3,383,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.026784,0.026784,0.998809,19.996059,0.435083,1,FIT_QUALITY,32.673561,5.135143,
gain,calibration,2,2,4,384,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,-8.960614,1.000000,nan,1.000000,1.013771,0.013771,0.998667,20.984285,0.449211,1,FIT_QUALITY,33.611149,5.290888,
