stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,delay_register_active,offset_correction_active_codes,gain_correction_active,active_polarity,primary_valid,primary_rejection_reason,raw_phase_difference_rad,polarity_hypothesis,applied_phase_adjustment_rad,corrected_phase_difference_rad,measured_skew_samples,measured_skew_ps,tone_A_frequency_hz,tone_B_frequency_hz,tone_A_amplitude,tone_B_amplitude,tone_A_correlation,tone_B_correlation,tone_A_rmse,tone_B_rmse,dither_A_valid,dither_B_valid,dither_skew_valid,dither_skew_samples,dither_skew_ps,tone_dither_disagreement_samples,tone_dither_disagreement_ps,tone_A_sndr_db,tone_A_enob_bits,tone_B_sndr_db,tone_B_enob_bits,dither_reason,dither_rising_skew_ps,dither_falling_skew_ps,dither_edge_disagreement_ps
skew,actuator_characterization_baseline,0,2,1,451,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.972837,-1,-3.141593,-0.168756,-0.175126,-134.712372,199375040.848204,199375040.848204,551.510203,529.546950,0.999580,0.999566,11.310054,11.042558,1,1,0,nan,nan,nan,nan,30.751478,4.815860,30.606396,4.791760,edge estimates disagree,-211.805035,-139.268278,72.536757,
skew,actuator_characterization_baseline,0,2,2,452,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.974923,-1,-3.141593,-0.166670,-0.172961,-133.047186,199375040.848204,199375040.848204,551.145139,529.296889,0.999623,0.999582,10.705274,10.822726,1,1,0,nan,nan,nan,nan,31.223064,4.894197,30.776954,4.820092,skew outside supported linear range,-193.899701,-352.531258,158.631558,
skew,actuator_characterization_baseline,0,2,3,453,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.977403,-1,-3.141593,-0.164190,-0.170388,-131.067464,199375040.848204,199375040.848204,551.404439,529.933251,0.999639,0.999616,10.475480,10.386229,1,1,0,nan,nan,nan,nan,31.415627,4.926184,31.144966,4.881224,edge estimates disagree,-44.153254,-162.416958,118.263704,
skew,actuator_characterization_baseline,0,2,4,454,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.978512,-1,-3.141593,-0.163081,-0.169237,-130.182317,199375040.848204,199375040.848204,550.776395,529.858860,0.999650,0.999626,10.305755,10.249519,1,1,0,nan,nan,nan,nan,31.547610,4.948108,31.258834,4.900139,edge estimates disagree,-16.030340,-117.994832,101.964493,
skew,actuator_characterization_baseline,0,2,5,455,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.976656,-1,-3.141593,-0.164937,-0.171163,-131.663816,199375040.848204,199375040.848204,551.409686,529.968904,0.999588,0.999556,11.192285,11.165752,1,1,0,nan,nan,nan,nan,30.840813,4.830700,30.516949,4.776902,edge estimates disagree,-150.768850,-174.996799,24.227949,
skew,actuator_characterization_baseline,0,2,6,456,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.959125,-1,-3.141593,-0.182467,-0.189355,-145.657975,199375040.848204,199375040.848204,551.489565,527.682072,0.999641,0.999611,10.453234,10.415826,1,1,0,nan,nan,nan,nan,31.435432,4.929474,31.083273,4.870976,edge estimates disagree,-104.270434,-62.715475,41.554959,
skew,actuator_characterization_baseline,0,2,7,457,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.974912,-1,-3.141593,-0.166681,-0.172973,-133.056388,199375040.848204,199375040.848204,551.252074,529.465490,0.999640,0.999623,10.463622,10.284797,1,1,0,nan,nan,nan,nan,31.423064,4.927419,31.222539,4.894109,skew outside supported linear range,-272.509383,-126.853463,145.655921,
skew,actuator_characterization_baseline,0,2,8,458,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.919429,-1,-3.141593,-0.222164,-0.230550,-177.346284,199375040.848204,199375040.848204,550.166932,523.027839,0.999640,0.999606,10.439550,10.388893,1,1,0,nan,nan,nan,nan,31.425954,4.927899,31.028810,4.861929,edge estimates disagree,-89.283403,-153.462849,64.179446,
skew,actuator_characterization_baseline,0,2,9,459,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.966151,-1,-3.141593,-0.175441,-0.182064,-140.049415,199375040.848204,199375040.848204,551.761039,528.362749,0.999654,0.999624,10.263402,10.243359,1,1,0,nan,nan,nan,nan,31.598894,4.956627,31.239496,4.896926,edge estimates disagree,-13.429084,-176.515102,163.086018,
skew,actuator_characterization_baseline,0,2,10,460,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.952394,-1,-3.141593,-0.189198,-0.196341,-151.031269,199375040.848204,199375040.848204,551.434295,527.073417,0.999597,0.999545,11.059232,11.234791,1,1,0,nan,nan,nan,nan,30.945076,4.848019,30.415822,4.760103,skew outside supported linear range,-394.798590,-225.001049,169.797541,
skew,actuator_characterization_after,0,3,1,461,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.990978,-1,-3.141593,-0.150615,-0.156300,-120.231132,199375040.848204,199375040.848204,551.441334,531.015294,0.999625,0.999607,10.676465,10.524080,1,1,0,nan,nan,nan,nan,31.251137,4.898860,31.048157,4.865142,edge estimates disagree,-71.224418,-166.000302,94.775884,
skew,actuator_characterization_after,0,3,2,462,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.939666,-1,-3.141593,-0.201926,-0.209549,-161.191572,199375040.848204,199375040.848204,549.809481,524.078128,0.999651,0.999607,10.270766,10.389391,1,1,0,nan,nan,nan,nan,31.561888,4.950480,31.045819,4.864754,skew outside supported linear range,-284.115416,-410.368035,126.252619,
skew,actuator_characterization_after,0,3,3,463,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.992127,-1,-3.141593,-0.149465,-0.155108,-119.313598,199375040.848204,199375040.848204,551.139083,530.974029,0.999628,0.999600,10.646775,10.630350,1,1,0,nan,nan,nan,nan,31.270562,4.902087,30.960215,4.850534,skew outside supported linear range,-144.121915,-316.897213,172.775298,
skew,actuator_characterization_after,0,3,4,464,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.988779,-1,-3.141593,-0.152814,-0.158582,-121.986472,199375040.848204,199375040.848204,551.705788,530.279248,0.999632,0.999622,10.585930,10.304498,1,1,0,nan,nan,nan,nan,31.329270,4.911839,31.219256,4.893564,edge estimates disagree,-43.566418,44.565160,88.131579,
skew,actuator_characterization_after,0,3,5,465,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.993523,-1,-3.141593,-0.148070,-0.153659,-118.199433,199375040.848204,199375040.848204,551.384247,531.135202,0.999596,0.999564,11.073563,11.086211,1,1,0,nan,nan,nan,nan,30.933039,4.846020,30.598139,4.790389,edge estimates disagree,169.583482,-282.375504,451.958986,
skew,actuator_characterization_after,0,3,6,466,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.975175,-1,-3.141593,-0.166417,-0.172699,-132.845688,199375040.848204,199375040.848204,551.570336,528.723812,0.999667,0.999624,10.077149,10.259055,1,1,0,nan,nan,nan,nan,31.754965,4.982552,31.232130,4.895703,edge estimates disagree,-121.467437,-164.821396,43.353959,
skew,actuator_characterization_after,0,3,7,467,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.986635,-1,-3.141593,-0.154958,-0.160807,-123.697818,199375040.848204,199375040.848204,551.450036,530.221456,0.999624,0.999592,10.705824,10.720007,1,1,0,nan,nan,nan,nan,31.227421,4.894920,30.874945,4.836370,edge estimates disagree,-192.318313,83.869163,276.187476,
skew,actuator_characterization_after,0,3,8,468,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.988389,-1,-3.141593,-0.153203,-0.158987,-122.297495,199375040.848204,199375040.848204,551.582501,530.738262,0.999637,0.999613,10.509478,10.440008,1,1,0,nan,nan,nan,nan,31.390287,4.921975,31.113291,4.875962,edge estimates disagree,-92.841163,53.399784,146.240946,
skew,actuator_characterization_after,0,3,9,469,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.948708,-1,-3.141593,-0.192884,-0.200166,-153.973561,199375040.848204,199375040.848204,550.665929,525.269761,0.999598,0.999600,11.036065,10.507463,1,1,0,nan,nan,nan,nan,30.951179,4.849033,30.967390,4.851726,edge estimates disagree,-146.345760,-15.403839,130.941921,
skew,actuator_characterization_after,0,3,10,470,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.941499,-1,-3.141593,-0.200094,-0.207647,-159.728634,199375040.848204,199375040.848204,550.156630,524.246454,0.999641,0.999617,10.429399,10.266030,1,1,0,nan,nan,nan,nan,31.434241,4.929276,31.152359,4.882452,skew outside supported linear range,-161.250204,-378.618245,217.368041,
skew,actuator_characterization_baseline,0,4,1,471,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.976042,-1,-3.141593,-0.165550,-0.171800,-132.153851,199375040.848204,199375040.848204,551.645648,529.868772,0.999648,0.999621,10.342698,10.313546,1,1,0,nan,nan,nan,nan,31.530227,4.945220,31.204907,4.891181,edge estimates disagree,-180.094471,-56.570231,123.524240,
skew,actuator_characterization_baseline,0,4,2,472,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.972270,-1,-3.141593,-0.169323,-0.175715,-135.165162,199375040.848204,199375040.848204,551.610759,529.445206,0.999647,0.999632,10.370481,10.154424,1,1,0,nan,nan,nan,nan,31.506377,4.941259,31.333015,4.912461,skew outside supported linear range,-267.620863,-131.423877,136.196986,
skew,actuator_characterization_baseline,0,4,3,473,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.976130,-1,-3.141593,-0.165463,-0.171709,-132.083746,199375040.848204,199375040.848204,551.352496,529.813848,0.999635,0.999623,10.528198,10.287584,1,1,0,nan,nan,nan,nan,31.371206,4.918805,31.225898,4.894667,edge estimates disagree,-231.259211,-148.332109,82.927102,
skew,actuator_characterization_baseline,0,4,4,474,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.974227,-1,-3.141593,-0.167365,-0.173683,-133.602492,199375040.848204,199375040.848204,551.579593,529.761971,0.999610,0.999586,10.885689,10.779327,1,1,0,nan,nan,nan,nan,31.084745,4.871220,30.819483,4.827157,edge estimates disagree,69.400470,-129.096062,198.496531,
skew,actuator_characterization_baseline,0,4,5,475,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.974535,-1,-3.141593,-0.167058,-0.173364,-133.357234,199375040.848204,199375040.848204,551.049922,529.491568,0.999641,0.999617,10.442533,10.376941,1,1,0,nan,nan,nan,nan,31.437402,4.929801,31.145494,4.881311,edge estimates disagree,-118.164110,-173.613670,55.449560,
skew,actuator_characterization_baseline,0,4,6,476,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.960361,-1,-3.141593,-0.181232,-0.188073,-144.671602,199375040.848204,199375040.848204,551.362528,527.809409,0.999653,0.999624,10.271542,10.246040,1,1,0,nan,nan,nan,nan,31.585732,4.954441,31.228122,4.895037,edge estimates disagree,-262.715184,-90.386156,172.329028,
skew,actuator_characterization_baseline,0,4,7,477,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.919534,-1,-3.141593,-0.222058,-0.230441,-177.262410,199375040.848204,199375040.848204,550.472268,523.279091,0.999630,0.999584,10.582251,10.671760,1,1,0,nan,nan,nan,nan,31.312848,4.909111,30.799647,4.823862,skew outside supported linear range,-201.771069,-214.954001,13.182932,
skew,actuator_characterization_baseline,0,4,8,478,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.959832,-1,-3.141593,-0.181761,-0.188622,-145.094063,199375040.848204,199375040.848204,551.816887,527.991358,0.999617,0.999584,10.788292,10.766580,1,1,0,nan,nan,nan,nan,31.166546,4.884808,30.800681,4.824033,skew outside supported linear range,-317.122710,-192.846090,124.276620,
skew,actuator_characterization_baseline,0,4,9,479,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.923167,-1,-3.141593,-0.218425,-0.226671,-174.362164,199375040.848204,199375040.848204,550.459876,523.222748,0.999535,0.999488,11.879141,11.838177,1,1,0,nan,nan,nan,nan,30.308512,4.742278,29.897736,4.674043,skew outside supported linear range,-246.086723,-151.684048,94.402675,
skew,actuator_characterization_baseline,0,4,10,480,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.948020,-1,-3.141593,-0.193572,-0.200880,-154.522891,199375040.848204,199375040.848204,551.495513,526.323442,0.999442,0.999385,13.032764,13.057887,1,1,0,nan,nan,nan,nan,29.519809,4.611264,29.097296,4.541079,edge estimates disagree,-147.058084,-69.755061,77.303024,
skew,actuator_characterization_repeat,0,5,1,481,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.988910,-1,-3.141593,-0.152683,-0.158447,-121.882180,199375040.848204,199375040.848204,551.412604,530.567376,0.999636,0.999609,10.525106,10.495998,1,1,0,nan,nan,nan,nan,31.374704,4.919386,31.064036,4.867780,edge estimates disagree,-88.699188,-215.902668,127.203480,
skew,actuator_characterization_repeat,0,5,2,482,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.938410,-1,-3.141593,-0.203183,-0.210853,-162.194586,199375040.848204,199375040.848204,550.034477,523.858708,0.999649,0.999614,10.308129,10.297331,1,1,0,nan,nan,nan,nan,31.533902,4.945831,31.119490,4.876992,skew outside supported linear range,-215.019797,-193.541116,21.478680,
skew,actuator_characterization_repeat,0,5,3,483,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.940918,-1,-3.141593,-0.200674,-0.208250,-160.192183,199375040.848204,199375040.848204,550.211687,524.198946,0.999559,0.999524,11.558321,11.436507,1,1,0,nan,nan,nan,nan,30.542401,4.781130,30.213755,4.726537,edge estimates disagree,65.601795,-265.653353,331.255148,
skew,actuator_characterization_repeat,0,5,4,484,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.942027,-1,-3.141593,-0.199566,-0.207099,-159.307161,199375040.848204,199375040.848204,550.149473,524.414498,0.999629,0.999607,10.600824,10.402373,1,1,0,nan,nan,nan,nan,31.292521,4.905734,31.040545,4.863878,edge estimates disagree,-202.022075,-45.594743,156.427333,
skew,actuator_characterization_repeat,0,5,5,485,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.993682,-1,-3.141593,-0.147911,-0.153494,-118.072463,199375040.848204,199375040.848204,551.162102,531.257447,0.999623,0.999596,10.708342,10.679019,1,1,0,nan,nan,nan,nan,31.220842,4.893828,30.925173,4.844713,edge estimates disagree,-288.069524,53.964719,342.034242,
skew,actuator_characterization_repeat,0,5,6,486,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.987544,-1,-3.141593,-0.154049,-0.159864,-122.972640,199375040.848204,199375040.848204,551.499851,530.515865,0.999627,0.999606,10.649943,10.532616,1,1,0,nan,nan,nan,nan,31.273662,4.902602,31.032942,4.862615,edge estimates disagree,-63.656576,-180.211290,116.554714,
skew,actuator_characterization_repeat,0,5,7,487,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.947150,-1,-3.141593,-0.194443,-0.201783,-155.217571,199375040.848204,199375040.848204,550.719195,524.881533,0.999633,0.999595,10.564604,10.574646,1,1,0,nan,nan,nan,nan,31.331240,4.912166,30.905609,4.841463,skew outside supported linear range,-289.616063,-207.909364,81.706699,
skew,actuator_characterization_repeat,0,5,8,488,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.990312,-1,-3.141593,-0.151281,-0.156992,-120.762725,199375040.848204,199375040.848204,551.284656,530.951523,0.999659,0.999629,10.177215,10.216866,1,1,0,nan,nan,nan,nan,31.664639,4.967548,31.304444,4.907715,edge estimates disagree,-174.100886,-89.065340,85.035546,
skew,actuator_characterization_repeat,0,5,9,489,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.942895,-1,-3.141593,-0.198698,-0.206199,-158.614415,199375040.848204,199375040.848204,550.339717,524.417959,0.999639,0.999624,10.459113,10.180325,1,1,0,nan,nan,nan,nan,31.412420,4.925651,31.228018,4.895020,edge estimates disagree,-256.988198,-91.394159,165.594038,
skew,actuator_characterization_repeat,0,5,10,490,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,25,-8.960614,1.000000,1.000000,1,none,2.959696,-1,-3.141593,-0.181897,-0.188763,-145.202436,199375040.848204,199375040.848204,551.034998,526.866681,0.999649,0.999610,10.322889,10.412237,1,1,0,nan,nan,nan,nan,31.537258,4.946388,31.072834,4.869241,edge estimates disagree,-87.992143,-114.719277,26.727134,
skew,actuator_characterization_baseline,0,6,1,491,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.944370,-1,-3.141593,-0.197222,-0.204667,-157.436415,199375040.848204,199375040.848204,551.630265,525.481232,0.999630,0.999601,10.607662,10.498078,1,1,0,nan,nan,nan,nan,31.310269,4.908683,30.978649,4.853596,edge estimates disagree,-68.852300,-115.899386,47.047086,
skew,actuator_characterization_baseline,0,6,2,492,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.963613,-1,-3.141593,-0.177980,-0.184698,-142.075705,199375040.848204,199375040.848204,551.563017,528.096151,0.999646,0.999619,10.378852,10.302393,1,1,0,nan,nan,nan,nan,31.498617,4.939970,31.185198,4.887907,skew outside supported linear range,-195.663503,-251.359573,55.696070,
skew,actuator_characterization_baseline,0,6,3,493,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.966297,-1,-3.141593,-0.175295,-0.181913,-139.932968,199375040.848204,199375040.848204,551.470282,528.613469,0.999634,0.999621,10.558258,10.296760,1,1,0,nan,nan,nan,nan,31.348297,4.915000,31.198452,4.890108,edge estimates disagree,98.978484,-225.582541,324.561025,
skew,actuator_characterization_baseline,0,6,4,494,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.931600,-1,-3.141593,-0.209993,-0.217920,-167.630958,199375040.848204,199375040.848204,550.946795,524.065246,0.999635,0.999592,10.524696,10.590891,1,1,0,nan,nan,nan,nan,31.367702,4.918223,30.878757,4.837003,skew outside supported linear range,-325.241869,-550.241309,224.999440,
skew,actuator_characterization_baseline,0,6,5,495,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.942784,-1,-3.141593,-0.198808,-0.206313,-158.702486,199375040.848204,199375040.848204,551.737099,525.946895,0.999624,0.999608,10.702034,10.421881,1,1,0,nan,nan,nan,nan,31.235017,4.896182,31.049616,4.865385,edge estimates disagree,-150.606626,-78.060789,72.545837,
skew,actuator_characterization_baseline,0,6,6,496,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.919479,-1,-3.141593,-0.222114,-0.230499,-177.306831,199375040.848204,199375040.848204,550.370030,523.180994,0.999628,0.999578,10.604013,10.739129,1,1,0,nan,nan,nan,nan,31.293391,4.905879,30.743358,4.814511,skew outside supported linear range,-410.344633,15.756623,426.101257,
skew,actuator_characterization_baseline,0,6,7,497,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.974352,-1,-3.141593,-0.167241,-0.173554,-133.503332,199375040.848204,199375040.848204,551.064983,529.500733,0.999643,0.999613,10.405310,10.413513,1,1,0,nan,nan,nan,nan,31.468656,4.934993,31.115086,4.876260,edge estimates disagree,-255.345949,-123.849411,131.496539,
skew,actuator_characterization_baseline,0,6,8,498,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.956465,-1,-3.141593,-0.185127,-0.192116,-147.781341,199375040.848204,199375040.848204,551.605268,527.432746,0.999630,0.999608,10.616753,10.453180,1,1,0,nan,nan,nan,nan,31.302434,4.907381,31.048073,4.865128,skew outside supported linear range,-3.374974,-559.199895,555.824921,
skew,actuator_characterization_baseline,0,6,9,499,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.975409,-1,-3.141593,-0.166184,-0.172457,-132.659249,199375040.848204,199375040.848204,550.966080,529.695411,0.999627,0.999599,10.634799,10.599274,1,1,0,nan,nan,nan,nan,31.277611,4.903258,30.964702,4.851279,edge estimates disagree,-131.532374,-88.186740,43.345634,
skew,actuator_characterization_baseline,0,6,10,500,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,24,-8.960614,1.000000,1.000000,1,none,2.968631,-1,-3.141593,-0.172962,-0.179491,-138.070164,199375040.848204,199375040.848204,551.539007,528.760462,0.999641,0.999621,10.462854,10.301877,1,1,0,nan,nan,nan,nan,31.428222,4.928276,31.196552,4.889793,edge estimates disagree,-84.909940,-186.428822,101.518882,
skew,actuator_characterization_after,0,7,1,501,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,26,-8.960614,1.000000,1.000000,1,none,2.955709,-1,-3.141593,-0.185884,-0.192901,-148.385111,199375040.848204,199375040.848204,548.889372,524.209602,0.999613,0.999594,10.810993,10.575650,1,1,0,nan,nan,nan,nan,31.102085,4.874100,30.893658,4.839478,edge estimates disagree,-63.401945,-251.321105,187.919161,
