stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,offset_correction_active_codes,gain_correction_active,delay_register_active,active_polarity,measured_offset_residual_codes,fit_offset_codes,correlation,rmse_codes,filtered_residual_at_iteration_start,tolerance_codes,sndr_db,enob_bits
offset,calibration,1,1,1,41,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,10.396012,10.385873,0.998376,20.803619,nan,1.000000,32.373634,5.085321,
offset,calibration,1,1,2,42,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,5.944762,5.949776,0.998532,20.264238,nan,1.000000,33.454132,5.264806,
offset,calibration,1,1,3,43,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,10.442262,10.456137,0.998520,20.633255,nan,1.000000,34.046528,5.363211,
offset,calibration,1,1,4,44,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.004762,0.016375,0.998653,19.612295,nan,1.000000,33.571053,5.284228,
offset,calibration,1,1,5,45,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,3.533512,3.545695,0.998751,18.901041,nan,1.000000,33.079613,5.202593,
offset,calibration,1,1,6,46,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,1.266012,1.285828,0.998609,20.185549,nan,1.000000,33.155750,5.215241,
offset,calibration,1,1,7,47,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,-2.943988,-2.951540,0.998506,20.033312,nan,1.000000,32.922852,5.176553,
offset,calibration,1,1,8,48,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,7.714762,7.701537,0.998416,20.444715,nan,1.000000,33.212090,5.224599,
offset,calibration,1,1,9,49,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,10.043511,10.026357,0.998526,19.589136,nan,1.000000,32.616230,5.125619,
offset,calibration,1,1,10,50,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,7.793512,7.781492,0.998473,20.111008,nan,1.000000,33.318741,5.242316,
offset,calibration,1,1,11,51,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,7.068512,7.072165,0.998546,20.120874,nan,1.000000,33.615341,5.291585,
offset,calibration,1,1,12,52,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,7.636012,7.642817,0.999048,16.358421,nan,1.000000,33.147324,5.213841,
offset,calibration,1,1,13,53,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,6.812262,6.829842,0.998620,20.036697,nan,1.000000,33.685585,5.303253,
offset,calibration,1,1,14,54,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,-0.513988,-0.492875,0.998606,20.249275,nan,1.000000,33.197536,5.222182,
offset,calibration,1,1,15,55,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,13.697262,13.721225,0.998831,18.626650,nan,1.000000,33.701092,5.305829,
offset,calibration,1,1,16,56,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,9.379762,9.395701,0.998786,18.744421,nan,1.000000,33.579491,5.285630,
offset,calibration,1,1,17,57,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,4.937262,4.955972,0.998904,17.883438,nan,1.000000,33.276703,5.235332,
offset,calibration,1,1,18,58,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,8.284761,8.290931,0.998737,18.828777,nan,1.000000,33.191727,5.221217,
offset,calibration,1,1,19,59,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,11.794762,11.781178,0.998229,21.602757,nan,1.000000,33.786163,5.319961,
offset,calibration,1,1,20,60,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,6.999762,7.017450,0.998666,19.706438,nan,1.000000,33.217102,5.225432,
offset,calibration,1,1,21,61,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,14.433512,14.437726,0.998617,19.640188,nan,1.000000,33.325600,5.243455,
