stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,offset_correction_active_codes,gain_correction_active,delay_register_active,active_polarity,correlation,selected_adc_mean_codes,channel_A_mean_codes,channel_B_mean_codes,channel_A_rms_codes,channel_B_rms_codes,stage5_raw_metrics_available,raw_A_sndr_db,raw_A_sfdr_db,raw_A_enob,raw_A_thd_db,raw_A_signal_hz,raw_A_worst_spur_hz,raw_B_sndr_db,raw_B_sfdr_db,raw_B_enob,raw_B_thd_db,raw_B_signal_hz,raw_B_worst_spur_hz,raw_parallel_avg_sndr_db,raw_parallel_avg_sfdr_db,raw_parallel_avg_enob,raw_parallel_avg_thd_db,raw_parallel_avg_signal_hz,raw_parallel_avg_worst_spur_hz,raw_AB_matching_valid,raw_AB_correlation,raw_AB_rmse_codes,raw_AB_residual_dbc,raw_offset_mismatch_codes,raw_gain_ratio_B_over_A,raw_gain_mismatch,raw_skew_mismatch_samples,raw_skew_mismatch_ps
baseline,baseline,0,1,1,11,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.999640,13.987500,-7.573574,13.984963,385.864082,410.025870,1,38.377987,38.500412,6.082722,-49.653194,299000000.000000,24375000.000000,39.362270,39.504063,6.246224,-51.258003,299000000.000000,24375000.000000,39.696018,39.023495,6.301664,-52.603443,299000000.000000,24375000.000000,1,0.988143,66.075745,-15.596153,-6.411389,1.062204,0.062204,-0.090072,-69.286417
baseline,baseline,0,1,2,12,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.998224,4.467500,2.852438,4.470885,362.183103,384.254807,1,37.713768,38.087902,5.972387,-47.451279,299000000.000000,19500000.000000,38.268314,38.958572,6.064504,-49.402889,299000000.000000,19500000.000000,38.692413,38.535812,6.134953,-49.971367,299000000.000000,19500000.000000,1,0.991163,54.769238,-16.671898,-7.323324,1.060902,0.060902,-0.090072,-69.286417
baseline,baseline,0,1,3,13,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.998848,5.193750,1.051936,5.185881,368.613655,391.526133,1,37.978489,38.095055,6.016361,-48.420792,299000000.000000,19500000.000000,38.141079,38.876099,6.043369,-49.924259,299000000.000000,19500000.000000,38.724815,38.511280,6.140335,-51.370586,299000000.000000,19500000.000000,1,0.989116,60.857628,-15.914493,-6.237817,1.062070,0.062070,-0.090072,-69.286417
baseline,baseline,0,1,4,14,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.998922,6.560000,-2.090495,6.557253,375.672385,392.564590,1,39.026234,39.805939,6.190404,-49.730534,299000000.000000,24375000.000000,38.272018,38.701004,6.065120,-50.496468,299000000.000000,24375000.000000,39.513836,39.265060,6.271401,-51.804691,299000000.000000,24375000.000000,1,0.995983,38.576878,-19.964165,-4.466758,1.044836,0.044836,-0.090072,-69.286417
baseline,baseline,0,1,5,15,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.998838,1.180000,3.950101,1.163075,374.502858,390.887442,1,38.319016,38.662086,6.072927,-50.404705,299000000.000000,24375000.000000,39.292088,38.836189,6.234566,-52.561916,299000000.000000,24375000.000000,39.518063,38.767525,6.272104,-54.683113,299000000.000000,24375000.000000,1,0.996073,38.011822,-20.060425,-5.113176,1.043804,0.043804,-0.090072,-69.286417
baseline,baseline,0,1,6,16,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.998798,14.668750,-8.105425,14.682241,374.220716,391.372790,1,38.638882,38.904816,6.126060,-50.185787,299000000.000000,24375000.000000,39.153408,39.298027,6.211530,-49.860844,299000000.000000,24375000.000000,39.756092,39.113670,6.311644,-51.923828,299000000.000000,24375000.000000,1,0.995902,39.119228,-19.809570,-6.576816,1.045343,0.045343,-0.090072,-69.286417
baseline,baseline,0,1,7,17,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.999481,10.473750,-2.898860,10.462724,378.495556,402.028723,1,37.381214,38.831848,5.917146,-48.812008,299000000.000000,22750000.000000,38.212330,38.737499,6.055204,-50.395824,299000000.000000,22750000.000000,38.427727,38.773678,6.090985,-51.907627,299000000.000000,22750000.000000,1,0.988295,64.544136,-15.632259,-7.563864,1.061847,0.061847,-0.090072,-69.286417
baseline,baseline,0,1,8,18,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.999520,2.890000,3.651454,2.885724,377.734522,401.391028,1,37.932213,39.098492,6.008674,-49.660442,299000000.000000,22750000.000000,38.522678,38.923019,6.106758,-51.523834,299000000.000000,22750000.000000,38.965797,39.009502,6.180365,-53.128639,299000000.000000,22750000.000000,1,0.988077,64.946350,-15.564146,-6.537178,1.062649,0.062649,-0.090072,-69.286417
baseline,baseline,0,1,9,19,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.999600,12.407500,-5.869723,12.398719,385.368107,409.225513,1,38.405594,38.664303,6.087308,-49.445877,299000000.000000,19500000.000000,38.576759,39.186142,6.115741,-49.337803,299000000.000000,21125000.000000,39.271923,38.899719,6.231217,-50.888451,299000000.000000,19500000.000000,1,0.990102,61.032860,-16.272354,-6.528996,1.061544,0.061544,-0.090072,-69.286417
baseline,baseline,0,1,10,20,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.999570,4.301250,1.463917,4.311497,386.062547,403.244337,1,38.001709,38.514946,6.020218,-50.370392,299000000.000000,22750000.000000,39.036327,39.072136,6.192081,-49.792202,299000000.000000,22750000.000000,39.243729,38.818584,6.226533,-52.449184,299000000.000000,22750000.000000,1,0.996094,39.294220,-20.039513,-5.775413,1.044453,0.044453,-0.090072,-69.286417
