stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,offset_correction_active_codes,gain_correction_active,delay_register_active,active_polarity,measured_gain,gain_error,correlation,rmse_codes,dither_gain,dither_valid,dither_reason,sndr_db,enob_bits
gain,calibration,1,1,12,392,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.041880,0.041880,0.999661,12.373141,0.415709,1,FIT_QUALITY,38.672207,6.131596,
gain,calibration,1,1,13,393,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,0.995351,-0.004649,0.998731,20.061649,0.486397,1,FIT_QUALITY,37.906902,6.004469,
gain,calibration,1,1,14,394,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,0.964158,-0.035842,0.997708,26.837669,0.435765,1,FIT_QUALITY,37.701557,5.970359,
gain,calibration,1,1,15,395,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.028660,0.028660,0.999538,13.102719,0.462469,1,FIT_QUALITY,39.294746,6.235008,
gain,calibration,1,1,16,396,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.043506,0.043506,0.999560,13.113599,0.495486,1,FIT_QUALITY,38.465828,6.097314,
gain,calibration,1,1,17,397,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.040354,0.040354,0.999641,11.143064,0.459832,1,FIT_QUALITY,39.300762,6.236007,
gain,calibration,1,1,18,398,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.007675,0.007675,0.999075,18.007559,0.444662,1,FIT_QUALITY,38.029732,6.024873,
gain,calibration,1,1,19,399,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.015087,0.015087,0.999307,17.545271,0.562441,1,FIT_QUALITY,38.854462,6.161871,
gain,calibration,1,1,20,400,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.034591,0.034591,0.999623,14.189082,0.371612,1,FIT_QUALITY,38.700390,6.136278,
gain,calibration,1,1,21,401,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.041862,0.041862,0.999649,13.691933,0.433321,1,FIT_QUALITY,38.930233,6.174458,
gain,calibration,1,1,22,402,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.034381,0.034381,0.999619,11.609646,0.450173,1,FIT_QUALITY,39.286507,6.233639,
gain,calibration,1,1,23,403,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.003539,0.003539,0.998864,19.645174,0.463679,1,FIT_QUALITY,37.995529,6.019191,
gain,calibration,1,1,24,404,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.043809,0.043809,0.999599,11.636261,0.431201,1,FIT_QUALITY,39.218784,6.222390,
gain,calibration,1,1,25,405,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.014491,0.014491,0.999261,15.866378,0.438415,1,FIT_QUALITY,38.589348,6.117832,
gain,calibration,1,1,26,406,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,0.982754,-0.017246,0.998401,22.382359,0.482945,1,FIT_QUALITY,38.408169,6.087736,
gain,calibration,1,1,27,407,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.036944,0.036944,0.999580,11.749115,0.440419,1,FIT_QUALITY,39.044487,6.193437,
gain,calibration,1,1,28,408,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.014928,0.014928,0.999264,18.700071,0.511657,1,FIT_QUALITY,39.294552,6.234976,
gain,calibration,1,1,29,409,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,1.045877,0.045877,0.999676,15.121217,0.436017,1,FIT_QUALITY,39.130680,6.207755,
gain,calibration,1,1,30,410,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,1.000000,nan,1.000000,0.986553,-0.013447,0.998442,21.672050,0.386739,1,FIT_QUALITY,38.462914,6.096830,
gain,calibration,2,2,1,411,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.041134,0.041134,0.999641,14.296701,0.456726,1,FIT_QUALITY,38.645878,6.127223,
gain,calibration,2,2,2,412,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,0.987834,-0.012166,0.998537,21.209517,0.447398,1,FIT_QUALITY,38.858170,6.162487,
gain,calibration,2,2,3,413,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,0.975048,-0.024952,0.998316,22.343164,0.432950,1,FIT_QUALITY,39.668419,6.297080,
gain,calibration,2,2,4,414,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.028794,0.028794,0.999581,11.688358,0.505486,1,FIT_QUALITY,38.600876,6.119747,
gain,calibration,2,2,5,415,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.037843,0.037843,0.999868,9.164528,0.496852,1,FIT_QUALITY,38.538715,6.109421,
gain,calibration,2,2,6,416,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,0.995284,-0.004716,0.998794,19.123684,0.462472,1,FIT_QUALITY,38.440964,6.093184,
gain,calibration,2,2,7,417,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.029629,0.029629,0.999583,16.530392,0.363472,1,FIT_QUALITY,39.141830,6.209607,
gain,calibration,2,2,8,418,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.038678,0.038678,0.999675,12.835496,0.462739,1,FIT_QUALITY,38.488529,6.101085,
gain,calibration,2,2,9,419,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.042418,0.042418,0.999692,10.964837,0.480366,1,FIT_QUALITY,38.468040,6.097682,
gain,calibration,2,2,10,420,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.034942,0.034942,0.999695,12.832187,0.465527,1,FIT_QUALITY,39.385735,6.250123,
gain,calibration,2,2,11,421,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.023162,0.023162,0.999545,14.070409,0.455189,1,FIT_QUALITY,38.749847,6.144493,
gain,calibration,2,2,12,422,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.024038,0.024038,0.999514,12.572753,0.462979,1,FIT_QUALITY,38.142616,6.043624,
gain,calibration,2,2,13,423,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.009542,0.009542,0.999263,17.084278,0.449782,1,FIT_QUALITY,38.939598,6.176013,
gain,calibration,2,2,14,424,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.012833,0.012833,0.999399,14.305349,0.435119,1,FIT_QUALITY,38.850430,6.161201,
gain,calibration,2,2,15,425,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.011795,0.011795,0.999373,14.747817,0.423674,1,FIT_QUALITY,39.047192,6.193886,
gain,calibration,2,2,16,426,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.029607,0.029607,0.999588,11.579465,0.454351,1,FIT_QUALITY,38.577065,6.115792,
gain,calibration,2,2,17,427,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.036063,0.036063,0.999628,11.657866,0.433416,1,FIT_QUALITY,38.316063,6.072436,
gain,calibration,2,2,18,428,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.028443,0.028443,0.999551,16.605646,0.443839,1,FIT_QUALITY,38.078251,6.032932,
gain,calibration,2,2,19,429,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,0.961919,-0.038081,0.997764,25.437363,0.457133,1,FIT_QUALITY,38.034649,6.025690,
gain,calibration,2,2,20,430,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.039072,0.039072,0.999687,11.932984,0.450035,1,FIT_QUALITY,38.980904,6.182875,
gain,calibration,2,2,21,431,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.024820,0.024820,0.999528,12.706229,0.407769,1,FIT_QUALITY,37.979626,6.016550,
gain,calibration,2,2,22,432,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,0.977302,-0.022698,0.998323,23.098289,0.440863,1,FIT_QUALITY,39.029984,6.191028,
gain,calibration,2,2,23,433,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.027920,0.027920,0.999586,12.261951,0.446239,1,FIT_QUALITY,38.523220,6.106847,
gain,calibration,2,2,24,434,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.026987,0.026987,0.999559,11.942268,0.424869,1,FIT_QUALITY,39.062504,6.196430,
gain,calibration,2,2,25,435,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.011609,0.011609,0.999320,16.100897,0.477652,1,FIT_QUALITY,38.293980,6.068768,
gain,calibration,2,2,26,436,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,0.962751,-0.037249,0.997622,27.741440,0.542474,1,FIT_QUALITY,38.777519,6.149090,
gain,calibration,2,2,27,437,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.028483,0.028483,0.999566,12.677656,0.483490,1,FIT_QUALITY,38.615177,6.122123,
gain,calibration,2,2,28,438,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.018832,0.018832,0.999514,12.448417,0.455288,1,FIT_QUALITY,38.883614,6.166714,
gain,calibration,2,2,29,439,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.031604,0.031604,0.999647,10.803890,0.442309,1,FIT_QUALITY,38.894360,6.168499,
gain,calibration,2,2,30,440,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.994470,nan,1.000000,1.035007,0.035007,0.999603,13.329891,0.450532,1,FIT_QUALITY,38.595074,6.118783,
gain,calibration,3,3,1,441,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.007525,0.007525,0.999299,15.206522,0.455522,1,FIT_QUALITY,38.716789,6.139002,
gain,calibration,3,3,2,442,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.020417,0.020417,0.999532,14.924129,0.534285,1,FIT_QUALITY,39.190987,6.217772,
gain,calibration,3,3,3,443,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.011504,0.011504,0.999352,14.604108,0.458149,1,FIT_QUALITY,38.320873,6.073235,
gain,calibration,3,3,4,444,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.017577,0.017577,0.999549,12.239762,0.508325,1,FIT_QUALITY,38.562016,6.113292,
gain,calibration,3,3,5,445,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.026293,0.026293,0.999585,14.724745,0.517227,1,FIT_QUALITY,39.397102,6.252011,
gain,calibration,3,3,6,446,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.030029,0.030029,0.999638,11.898652,0.420464,1,FIT_QUALITY,38.147388,6.044417,
gain,calibration,3,3,7,447,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,0.986481,-0.013519,0.998653,20.829477,0.480332,1,FIT_QUALITY,38.817482,6.155728,
gain,calibration,3,3,8,448,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,0.995233,-0.004767,0.998978,19.131102,0.429403,1,FIT_QUALITY,39.046131,6.193710,
gain,calibration,3,3,9,449,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.020309,0.020309,0.999598,16.157169,0.462941,1,NONE,38.188961,6.051323,
gain,calibration,3,3,10,450,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,0.985540,-0.014460,0.998682,19.825079,0.529653,1,FIT_QUALITY,37.804352,5.987434,
gain,calibration,3,3,11,451,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.031016,0.031016,0.999718,13.774414,0.475077,1,FIT_QUALITY,38.021938,6.023578,
gain,calibration,3,3,12,452,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.022695,0.022695,0.999424,14.239126,0.407067,1,FIT_QUALITY,38.518875,6.106126,
gain,calibration,3,3,13,453,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.019088,0.019088,0.999698,11.406137,0.412063,1,FIT_QUALITY,38.429123,6.091217,
gain,calibration,3,3,14,454,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,0.984075,-0.015925,0.998604,20.338139,0.455102,1,FIT_QUALITY,39.447102,6.260316,
gain,calibration,3,3,15,455,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.019542,0.019542,0.999527,12.503212,0.425778,1,FIT_QUALITY,38.473404,6.098572,
gain,calibration,3,3,16,456,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,0.983599,-0.016401,0.998623,20.324066,0.419780,1,FIT_QUALITY,38.939606,6.176014,
gain,calibration,3,3,17,457,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,0.997596,-0.002404,0.999039,18.622257,0.499981,1,FIT_QUALITY,38.642006,6.126579,
gain,calibration,3,3,18,458,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,0.958610,-0.041390,0.997699,25.570953,0.494219,1,FIT_QUALITY,38.514290,6.105364,
gain,calibration,3,3,19,459,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,0.994449,-0.005551,0.998888,18.357786,0.462962,1,FIT_QUALITY,39.431366,6.257702,
gain,calibration,3,3,20,460,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,0.985558,-0.014442,0.998751,20.679745,0.491766,1,FIT_QUALITY,38.868641,6.164227,
gain,calibration,3,3,21,461,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.009873,0.009873,0.999447,13.625997,0.532747,1,FIT_QUALITY,38.918022,6.172429,
gain,calibration,3,3,22,462,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.031940,0.031940,0.999661,12.562998,0.422915,1,FIT_QUALITY,38.901482,6.169682,
gain,calibration,3,3,23,463,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.000122,0.000122,0.999038,18.525881,0.401719,1,FIT_QUALITY,38.951939,6.178063,
gain,calibration,3,3,24,464,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,0.981978,-0.018022,0.998685,19.933723,0.502407,1,FIT_QUALITY,38.188450,6.051238,
gain,calibration,3,3,25,465,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.000628,0.000628,0.999176,16.131039,0.513220,1,FIT_QUALITY,38.571445,6.114858,
gain,calibration,3,3,26,466,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,0.964524,-0.035476,0.997871,26.513685,0.515359,1,FIT_QUALITY,39.425018,6.256648,
gain,calibration,3,3,27,467,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.020909,0.020909,0.999538,14.189691,0.461148,1,FIT_QUALITY,38.694218,6.135252,
gain,calibration,3,3,28,468,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.028238,0.028238,0.999666,11.180309,0.456309,1,FIT_QUALITY,39.840561,6.325675,
gain,calibration,3,3,29,469,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.001464,0.001464,0.999167,20.070812,0.441685,1,FIT_QUALITY,38.567078,6.114133,
gain,calibration,3,3,30,470,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.990127,nan,1.000000,1.015675,0.015675,0.999538,14.156565,0.436866,1,FIT_QUALITY,38.902569,6.169862,
gain,calibration,4,4,1,471,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,0.986249,-0.013751,0.998798,18.912727,0.449346,1,FIT_QUALITY,38.016632,6.022696,
gain,calibration,4,4,2,472,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,0.977821,-0.022179,0.998558,20.539837,nan,0,POLARITY_IMBALANCE,38.859287,6.162673,
gain,calibration,4,4,3,473,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.032384,0.032384,0.999668,11.785316,0.434335,1,FIT_QUALITY,38.902233,6.169806,
gain,calibration,4,4,4,474,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.033646,0.033646,0.999643,12.161568,0.455445,1,FIT_QUALITY,38.625484,6.123835,
gain,calibration,4,4,5,475,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.029363,0.029363,0.999641,11.487113,0.444918,1,NONE,39.420471,6.255893,
gain,calibration,4,4,6,476,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,0.960976,-0.039024,0.997791,25.100613,0.515057,1,FIT_QUALITY,37.746727,5.977862,
gain,calibration,4,4,7,477,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.009062,0.009062,0.999379,19.347342,0.478704,1,FIT_QUALITY,38.020157,6.023282,
gain,calibration,4,4,8,478,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,0.982249,-0.017751,0.998685,19.788818,0.441896,1,FIT_QUALITY,38.211987,6.055148,
gain,calibration,4,4,9,479,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.022000,0.022000,0.999576,12.727057,0.437043,1,FIT_QUALITY,39.107738,6.203944,
gain,calibration,4,4,10,480,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.021298,0.021298,0.999566,12.921460,0.439327,1,FIT_QUALITY,38.693886,6.135197,
gain,calibration,4,4,11,481,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.034429,0.034429,0.999644,11.581566,0.458192,1,FIT_QUALITY,38.952477,6.178153,
gain,calibration,4,4,12,482,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.035879,0.035879,0.999582,11.748978,0.537843,1,FIT_QUALITY,38.996284,6.185430,
gain,calibration,4,4,13,483,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.031854,0.031854,0.999737,9.779600,0.395741,1,FIT_QUALITY,38.557579,6.112555,
gain,calibration,4,4,14,484,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,0.969058,-0.030942,0.998215,22.656263,0.492747,1,FIT_QUALITY,37.936245,6.009343,
gain,calibration,4,4,15,485,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.026572,0.026572,0.999620,11.475708,0.513986,1,FIT_QUALITY,39.208004,6.220599,
gain,calibration,4,4,16,486,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,0.967425,-0.032575,0.998142,23.383039,0.494228,1,FIT_QUALITY,38.217892,6.056129,
gain,calibration,4,4,17,487,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.023792,0.023792,0.999569,12.729514,0.442576,1,FIT_QUALITY,39.182762,6.216406,
gain,calibration,4,4,18,488,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.009451,0.009451,0.999406,13.750613,0.430871,1,FIT_QUALITY,38.271461,6.065027,
gain,calibration,4,4,19,489,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.020245,0.020245,0.999549,12.553770,0.433914,1,FIT_QUALITY,38.658089,6.129251,
gain,calibration,4,4,20,490,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.029373,0.029373,0.999637,11.185545,0.423497,1,FIT_QUALITY,38.216564,6.055908,
gain,calibration,4,4,21,491,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,0.989880,-0.010120,0.998931,18.663015,0.402127,1,FIT_QUALITY,38.422005,6.090034,
gain,calibration,4,4,22,492,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.026223,0.026223,0.999646,11.264638,0.461519,1,FIT_QUALITY,38.814682,6.155263,
gain,calibration,4,4,23,493,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.010378,0.010378,0.999315,15.590092,0.457208,1,FIT_QUALITY,38.391659,6.084993,
gain,calibration,4,4,24,494,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,0.971789,-0.028211,0.998134,23.488668,0.426490,1,FIT_QUALITY,38.814743,6.155273,
gain,calibration,4,4,25,495,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.030584,0.030584,0.999720,9.537218,0.447868,1,FIT_QUALITY,38.751694,6.144800,
gain,calibration,4,4,26,496,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,0.996637,-0.003363,0.999038,18.950533,0.456251,1,FIT_QUALITY,39.359463,6.245758,
gain,calibration,4,4,27,497,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,0.996098,-0.003902,0.999088,17.487995,0.453733,1,FIT_QUALITY,38.845581,6.160396,
gain,calibration,4,4,28,498,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,0.980317,-0.019683,0.998525,21.375618,0.396735,1,FIT_QUALITY,39.058281,6.195728,
gain,calibration,4,4,29,499,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.022827,0.022827,0.999546,13.548277,0.439403,1,FIT_QUALITY,38.685970,6.133883,
gain,calibration,4,4,30,500,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.989376,nan,1.000000,1.031376,0.031376,0.999578,15.270999,0.505302,1,FIT_QUALITY,39.187576,6.217206,
gain,calibration,5,5,1,501,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.988104,nan,1.000000,1.022184,0.022184,0.999629,10.910368,0.509447,1,FIT_QUALITY,38.751896,6.144834,
gain,calibration,5,5,2,502,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-10.566683,0.988104,nan,1.000000,1.029319,0.029319,0.999580,11.664345,0.607239,1,FIT_QUALITY,38.723469,6.140111,
