stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,delay_register_active,offset_correction_active_codes,gain_correction_active,active_polarity,primary_valid,primary_rejection_reason,raw_phase_difference_rad,polarity_hypothesis,applied_phase_adjustment_rad,corrected_phase_difference_rad,measured_skew_samples,measured_skew_ps,tone_A_frequency_hz,tone_B_frequency_hz,tone_A_amplitude,tone_B_amplitude,tone_A_correlation,tone_B_correlation,tone_A_rmse,tone_B_rmse,dither_A_valid,dither_B_valid,dither_skew_valid,dither_skew_samples,dither_skew_ps,tone_dither_disagreement_samples,tone_dither_disagreement_ps,original_capture_phase,original_iteration,label_source
skew,actuator_characterization_baseline,0,14,1,661,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.088395,-1,-3.141593,-0.053197,-0.055205,-42.465683,199375017.6145,199375017.6145,522.078472,528.331022,0.99976,0.999767,8.101391,8.069533,1,1,0,,,,,calibration,7,repair: fresh baseline
skew,actuator_characterization_baseline,0,14,2,662,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.070641,-1,-3.141593,-0.070951,-0.07363,-56.638394,199375017.6145,199375017.6145,527.114721,526.259914,0.999769,0.999773,8.014,7.933033,1,1,0,,,,,calibration,7,repair: fresh baseline
skew,actuator_characterization_baseline,0,14,3,663,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.064645,-1,-3.141593,-0.076947,-0.079852,-61.424646,199375017.6145,199375017.6145,528.24976,525.322936,0.999732,0.99972,8.640188,8.787217,1,1,0,,,,,calibration,7,repair: fresh baseline
skew,actuator_characterization_baseline,0,14,4,664,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.044366,-1,-3.141593,-0.097226,-0.100897,-77.612899,199375017.6145,199375017.6145,531.426339,523.206023,0.999766,0.999774,8.136864,7.878788,1,1,0,,,,,calibration,7,repair: fresh baseline
skew,actuator_characterization_baseline,0,14,5,665,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.088135,-1,-3.141593,-0.053458,-0.055476,-42.673654,199375017.6145,199375017.6145,521.780311,528.476004,0.999674,0.999679,9.422433,9.467685,1,1,0,,,,,calibration,7,repair: fresh baseline
skew,actuator_characterization_baseline,0,14,6,666,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.074826,-1,-3.141593,-0.066766,-0.069287,-53.297367,199375017.6145,199375017.6145,526.189184,526.569601,0.999765,0.999757,8.066956,8.2149,1,1,0,,,,,calibration,7,repair: fresh baseline
skew,actuator_characterization_baseline,0,14,7,667,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.086041,-1,-3.141593,-0.055552,-0.057649,-44.345495,199375017.6145,199375017.6145,522.760896,528.278703,0.999762,0.999764,8.068715,8.117822,1,1,0,,,,,calibration,7,repair: fresh baseline
skew,actuator_characterization_baseline,0,14,8,668,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.086695,-1,-3.141593,-0.054898,-0.05697,-43.823142,199375017.6145,199375017.6145,522.462969,527.865753,0.999764,0.99974,8.038574,8.524358,1,1,0,,,,,calibration,7,repair: fresh baseline
skew,actuator_characterization_baseline,0,14,9,669,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.081632,-1,-3.141593,-0.059961,-0.062225,-47.865003,199375017.6145,199375017.6145,524.810928,527.593666,0.999699,0.999697,9.107581,9.191914,1,1,0,,,,,calibration,7,repair: fresh baseline
skew,actuator_characterization_baseline,0,14,10,670,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.066794,-1,-3.141593,-0.074798,-0.077622,-59.709202,199375017.6145,199375017.6145,527.883399,525.60367,0.999721,0.999718,8.824642,8.822923,1,1,0,,,,,calibration,7,repair: fresh baseline
skew,actuator_characterization_after,0,15,1,671,1,none,1300000000.0,2600000000.0,1.0,1,1,32,4.735985,1.00494,1.0,1,none,3.123643,-1,-3.141593,-0.01795,-0.018627,-14.328733,199375017.6145,199375017.6145,534.748568,529.351248,0.999757,0.999744,8.335392,8.482876,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,15,2,672,1,none,1300000000.0,2600000000.0,1.0,1,1,32,4.735985,1.00494,1.0,1,none,3.129771,-1,-3.141593,-0.011821,-0.012267,-9.436531,199375017.6145,199375017.6145,532.69347,528.503868,0.99976,0.999748,8.254135,8.394761,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,15,3,673,1,none,1300000000.0,2600000000.0,1.0,1,1,32,4.735985,1.00494,1.0,1,none,3.118099,-1,-3.141593,-0.023494,-0.024381,-18.754328,199375017.6145,199375017.6145,536.271592,529.315289,0.999766,0.99976,8.213067,8.210424,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,15,4,674,1,none,1300000000.0,2600000000.0,1.0,1,1,32,4.735985,1.00494,1.0,1,none,3.114099,-1,-3.141593,-0.027494,-0.028532,-21.947443,199375017.6145,199375017.6145,536.822142,528.679334,0.999769,0.999776,8.157181,7.916301,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,15,5,675,1,none,1300000000.0,2600000000.0,1.0,1,1,32,4.735985,1.00494,1.0,1,none,3.114022,-1,-3.141593,-0.027571,-0.028611,-22.008796,199375017.6145,199375017.6145,536.961168,528.720017,0.999772,0.999777,8.120912,7.908187,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,15,6,676,1,none,1300000000.0,2600000000.0,1.0,1,1,32,4.735985,1.00494,1.0,1,none,3.126197,-1,-3.141593,-0.015395,-0.015977,-12.289676,199375017.6145,199375017.6145,534.186094,529.281803,0.999632,0.999613,10.260838,10.427902,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,15,7,677,1,none,1300000000.0,2600000000.0,1.0,1,1,32,4.735985,1.00494,1.0,1,none,3.121509,-1,-3.141593,-0.020083,-0.020841,-16.031779,199375017.6145,199375017.6145,535.783788,529.517301,0.999764,0.999758,8.234549,8.23937,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,15,8,678,1,none,1300000000.0,2600000000.0,1.0,1,1,32,4.735985,1.00494,1.0,1,none,3.116383,-1,-3.141593,-0.025209,-0.026161,-20.12396,199375017.6145,199375017.6145,536.856309,529.350932,0.999758,0.999763,8.361717,8.14831,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,15,9,679,1,none,1300000000.0,2600000000.0,1.0,1,1,32,4.735985,1.00494,1.0,1,none,3.118501,-1,-3.141593,-0.023091,-0.023963,-18.433151,199375017.6145,199375017.6145,536.526245,529.370395,0.999758,0.999766,8.34189,8.099274,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,15,10,680,1,none,1300000000.0,2600000000.0,1.0,1,1,32,4.735985,1.00494,1.0,1,none,3.121051,-1,-3.141593,-0.020541,-0.021317,-16.397373,199375017.6145,199375017.6145,535.780773,529.687857,0.999773,0.999747,8.077208,8.425334,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_baseline,0,16,1,681,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.086546,-1,-3.141593,-0.055046,-0.057124,-43.941695,199375017.6145,199375017.6145,522.371291,528.27921,0.999746,0.999728,8.326174,8.711193,1,1,0,,,,,calibration,8,repair: fresh baseline
skew,actuator_characterization_baseline,0,16,2,682,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.063488,-1,-3.141593,-0.078104,-0.081053,-62.348352,199375017.6145,199375017.6145,528.252036,525.536874,0.999758,0.999748,8.229415,8.350832,1,1,0,,,,,calibration,8,repair: fresh baseline
skew,actuator_characterization_baseline,0,16,3,683,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.088496,-1,-3.141593,-0.053097,-0.055101,-42.385384,199375017.6145,199375017.6145,521.867686,528.548579,0.999743,0.999733,8.364722,8.644631,1,1,0,,,,,calibration,8,repair: fresh baseline
skew,actuator_characterization_baseline,0,16,4,684,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.088717,-1,-3.141593,-0.052875,-0.054871,-42.208713,199375017.6145,199375017.6145,521.884358,528.52528,0.999716,0.999707,8.79702,9.047718,1,1,0,,,,,calibration,8,repair: fresh baseline
skew,actuator_characterization_baseline,0,16,5,685,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.086261,-1,-3.141593,-0.055331,-0.05742,-44.169189,199375017.6145,199375017.6145,522.449355,528.295108,0.99975,0.999756,8.257934,8.248827,1,1,0,,,,,calibration,8,repair: fresh baseline
skew,actuator_characterization_baseline,0,16,6,686,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.043063,-1,-3.141593,-0.09853,-0.102249,-78.653149,199375017.6145,199375017.6145,531.486239,523.042981,0.99973,0.999738,8.743995,8.469316,1,1,0,,,,,calibration,8,repair: fresh baseline
skew,actuator_characterization_baseline,0,16,7,687,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.074045,-1,-3.141593,-0.067547,-0.070097,-53.921078,199375017.6145,199375017.6145,526.385024,526.701469,0.999749,0.999751,8.334077,8.314145,1,1,0,,,,,calibration,8,repair: fresh baseline
skew,actuator_characterization_baseline,0,16,8,688,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.088075,-1,-3.141593,-0.053518,-0.055538,-42.72162,199375017.6145,199375017.6145,522.415781,528.588042,0.999766,0.999774,7.99651,7.951624,1,1,0,,,,,calibration,8,repair: fresh baseline
skew,actuator_characterization_baseline,0,16,9,689,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.061917,-1,-3.141593,-0.079676,-0.082683,-63.602683,199375017.6145,199375017.6145,528.742215,525.445986,0.999751,0.999757,8.350758,8.191925,1,1,0,,,,,calibration,8,repair: fresh baseline
skew,actuator_characterization_baseline,0,16,10,690,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.084307,-1,-3.141593,-0.057285,-0.059448,-45.72919,199375017.6145,199375017.6145,523.360627,527.62176,0.999596,0.999623,10.510233,10.243507,1,1,0,,,,,calibration,8,repair: fresh baseline
