stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,offset_correction_active_codes,gain_correction_active,delay_register_active,active_polarity,correlation,selected_adc_mean_codes,channel_A_mean_codes,channel_B_mean_codes,channel_A_rms_codes,channel_B_rms_codes,stage5_raw_metrics_available,raw_A_sndr_db,raw_A_sfdr_db,raw_A_enob,raw_A_thd_db,raw_A_signal_hz,raw_A_worst_spur_hz,raw_B_sndr_db,raw_B_sfdr_db,raw_B_enob,raw_B_thd_db,raw_B_signal_hz,raw_B_worst_spur_hz,raw_parallel_avg_sndr_db,raw_parallel_avg_sfdr_db,raw_parallel_avg_enob,raw_parallel_avg_thd_db,raw_parallel_avg_signal_hz,raw_parallel_avg_worst_spur_hz,raw_AB_matching_valid,raw_AB_correlation,raw_AB_rmse_codes,raw_AB_residual_dbc,raw_offset_mismatch_codes,raw_gain_ratio_B_over_A,raw_gain_mismatch,raw_skew_mismatch_samples,raw_skew_mismatch_ps
baseline,baseline,0,1,1,11,1,none,1300000000.000000,2600000000.000000,1.000000,0,0,0.000000,1.000000,nan,1.000000,0.999477,-8.805000,-8.798247,14.512758,396.153163,386.436583,1,42.203575,49.903374,6.718202,-49.661499,299000000.000000,29250000.000000,42.406979,50.259636,6.751990,-50.964714,299000000.000000,58500000.000000,44.282738,50.611084,7.063578,-53.034958,299000000.000000,29250000.000000,1,0.990339,55.549450,-16.953072,5.714511,0.975025,-0.024975,-0.112328,-86.406153
baseline,baseline,0,1,2,12,1,none,1300000000.000000,2600000000.000000,1.000000,0,0,0.000000,1.000000,nan,1.000000,0.999824,-2.492500,-2.496296,7.115754,409.889445,397.603766,1,42.468143,51.200607,6.762150,-52.625816,299000000.000000,89375000.000000,41.947773,49.447784,6.675710,-50.345112,299000000.000000,50375000.000000,44.269325,51.041187,7.061350,-53.158867,299000000.000000,30875000.000000,1,0.988852,61.697128,-16.317127,4.619458,0.969889,-0.030111,-0.112328,-86.406153
baseline,baseline,0,1,3,13,1,none,1300000000.000000,2600000000.000000,1.000000,0,0,0.000000,1.000000,nan,1.000000,0.999852,-4.070000,-4.073042,9.106112,404.494048,391.423272,1,42.414688,49.460754,6.753271,-51.080387,299000000.000000,34125000.000000,41.694958,49.103626,6.633714,-50.099072,299000000.000000,55250000.000000,43.709267,50.482864,6.968317,-52.733452,299000000.000000,34125000.000000,1,0.988093,62.989876,-16.011150,5.033069,0.967473,-0.032527,-0.112328,-86.406153
baseline,baseline,0,1,4,14,1,none,1300000000.000000,2600000000.000000,1.000000,0,0,0.000000,1.000000,nan,1.000000,0.998979,-8.325000,-8.326690,12.714234,392.851157,369.672056,1,42.118710,49.879242,6.704105,-49.647278,299000000.000000,68250000.000000,41.280094,49.701210,6.564800,-48.834053,299000000.000000,71500000.000000,43.670765,50.073994,6.961921,-51.762943,299000000.000000,69875000.000000,1,0.973803,90.363037,-12.505207,4.387544,0.940652,-0.059348,-0.112328,-86.406153
baseline,baseline,0,1,5,15,1,none,1300000000.000000,2600000000.000000,1.000000,0,0,0.000000,1.000000,nan,1.000000,0.998157,-8.301250,-8.295087,13.367835,379.663930,371.076099,1,41.793377,49.509666,6.650063,-51.460552,299000000.000000,24375000.000000,42.292904,49.217159,6.733041,-50.875317,299000000.000000,55250000.000000,43.948578,51.005112,7.008070,-53.470325,299000000.000000,26000000.000000,1,0.990672,52.230934,-17.127388,5.072747,0.976979,-0.023021,-0.112328,-86.406153
baseline,baseline,0,1,6,16,1,none,1300000000.000000,2600000000.000000,1.000000,0,0,0.000000,1.000000,nan,1.000000,0.998966,-6.898750,-6.896116,11.553556,392.183218,376.094126,1,42.496117,50.499607,6.766797,-49.463928,299000000.000000,71500000.000000,41.488289,48.988846,6.599384,-49.224125,299000000.000000,27625000.000000,43.631657,50.051090,6.955425,-51.147465,299000000.000000,40625000.000000,1,0.984801,69.029434,-14.908315,4.657440,0.958671,-0.041329,-0.112328,-86.406153
baseline,baseline,0,1,7,17,1,none,1300000000.000000,2600000000.000000,1.000000,0,0,0.000000,1.000000,nan,1.000000,0.999889,-1.327500,-1.327224,5.643453,407.413829,390.578529,1,41.401329,49.633141,6.584939,-48.381031,299000000.000000,32500000.000000,41.784008,50.906605,6.648507,-49.748211,299000000.000000,42250000.000000,43.367119,51.040039,6.911482,-51.408646,299000000.000000,32500000.000000,1,0.984462,72.442551,-14.820974,4.316229,0.958583,-0.041417,-0.112328,-86.406153
baseline,baseline,0,1,8,18,1,none,1300000000.000000,2600000000.000000,1.000000,0,0,0.000000,1.000000,nan,1.000000,0.999401,-8.446250,-8.447054,13.359440,394.703497,385.865431,1,41.865902,47.903202,6.662110,-48.365936,299000000.000000,35750000.000000,42.547306,51.306465,6.775301,-49.549549,299000000.000000,45500000.000000,43.819641,49.814533,6.986651,-51.059673,299000000.000000,45500000.000000,1,0.990793,53.917274,-17.190062,4.912386,0.977246,-0.022754,-0.112328,-86.406153
baseline,baseline,0,1,9,19,1,none,1300000000.000000,2600000000.000000,1.000000,0,0,0.000000,1.000000,nan,1.000000,0.999786,-3.992500,-4.002410,9.033461,406.710645,384.024371,1,42.217491,50.280663,6.720514,-50.233967,299000000.000000,55250000.000000,41.168499,48.398491,6.546263,-48.110741,299000000.000000,76375000.000000,43.255291,50.171078,6.892906,-50.951580,299000000.000000,35750000.000000,1,0.976423,88.917511,-12.962492,5.031050,0.944005,-0.055995,-0.112328,-86.406153
baseline,baseline,0,1,10,20,1,none,1300000000.000000,2600000000.000000,1.000000,0,0,0.000000,1.000000,nan,1.000000,0.999837,-7.620000,-7.627871,12.162697,410.081323,389.221568,1,42.126686,50.228844,6.705430,-50.064541,299000000.000000,34125000.000000,41.536858,48.892555,6.607452,-49.982002,299000000.000000,34125000.000000,43.844242,49.842644,6.990738,-52.735958,299000000.000000,34125000.000000,1,0.979695,83.296494,-13.621249,4.534826,0.948833,-0.051167,-0.112328,-86.406153
baseline,baseline,0,1,11,21,1,none,1300000000.000000,2600000000.000000,1.000000,0,0,0.000000,1.000000,nan,1.000000,0.999269,-8.505000,-8.504249,13.718250,397.778403,374.449028,1,42.442444,49.335678,6.757881,-50.403782,299000000.000000,50375000.000000,41.397762,48.109245,6.584346,-48.929905,299000000.000000,29250000.000000,43.713905,49.212006,6.969088,-51.613644,299000000.000000,40625000.000000,1,0.973625,91.809685,-12.476704,5.214001,0.940934,-0.059066,-0.112328,-86.406153
baseline,baseline,0,1,12,22,1,none,1300000000.000000,2600000000.000000,1.000000,0,0,0.000000,1.000000,nan,1.000000,0.999685,-4.405000,-4.414241,9.943606,404.621999,380.819695,1,42.983463,52.145077,6.847752,-51.682465,299000000.000000,52000000.000000,41.781208,50.029526,6.648042,-48.352749,299000000.000000,37375000.000000,44.468376,51.641972,7.094415,-52.994358,299000000.000000,52000000.000000,1,0.974251,92.381294,-12.572320,5.529366,0.940909,-0.059091,-0.112328,-86.406153
baseline,baseline,0,1,13,23,1,none,1300000000.000000,2600000000.000000,1.000000,0,0,0.000000,1.000000,nan,1.000000,0.998139,-5.723750,-5.730471,9.734519,379.545316,370.294195,1,41.753529,47.726761,6.643444,-50.225323,299000000.000000,50375000.000000,42.231926,49.760181,6.722911,-50.414593,299000000.000000,48750000.000000,43.722706,50.182590,6.970550,-52.249046,299000000.000000,69875000.000000,1,0.990513,52.617916,-17.054783,4.004048,0.975400,-0.024600,-0.112328,-86.406153
