stage,iteration,accepted_frames,rejected_frames,batch_gain,batch_gain_error,gain_correction_before,gain_correction_after,gain_correction_delta,tolerance,pass_count,required_passes,verification_correlation,dither_gain,dither_gain_status,dither_event_count,dither_warning_reason,status,sndr_db,enob_bits
gain,1,30,0,1.019226,0.019226,1.000000,0.997171,-0.002829,0.010000,0,2,0.999657,0.767889,WARNING,6,NONE,RUNNING,42.104488,6.701742,
gain,2,30,0,1.008384,0.008384,0.997171,0.995927,-0.001244,0.010000,0,2,0.999475,0.726903,WARNING,6,FIT_QUALITY,RUNNING,42.102440,6.701402,
gain,3,30,0,1.003165,0.003165,0.995927,0.995456,-0.000471,0.010000,0,2,0.999385,0.726199,WARNING,6,FIT_QUALITY,RUNNING,42.020069,6.687719,
gain,4,30,0,1.009910,0.009910,0.995456,0.993990,-0.001465,0.010000,0,2,0.999537,0.713243,WARNING,6,NONE,RUNNING,41.918324,6.670817,
gain,5,30,0,1.003958,0.003958,0.993990,0.993403,-0.000588,0.010000,0,2,0.999407,0.748626,WARNING,6,FIT_QUALITY,RUNNING,42.086323,6.698725,
gain,6,30,0,1.008941,0.008941,0.993403,0.992082,-0.001321,0.010000,0,2,0.999549,0.754850,WARNING,6,FIT_QUALITY,RUNNING,42.111633,6.702928,
gain,7,30,0,1.003189,0.003189,0.992082,0.992082,0.000000,0.010000,1,2,0.999467,0.776779,WARNING,6,FIT_QUALITY,PASS,42.090359,6.699397,
gain,8,30,0,0.998023,-0.001977,0.992082,0.992082,0.000000,0.010000,2,2,0.999328,0.736387,WARNING,6,FIT_QUALITY,PASS,42.029037,6.689209,
