stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,offset_correction_active_codes,gain_correction_active,delay_register_active,active_polarity,correlation,selected_adc_mean_codes,channel_A_mean_codes,channel_B_mean_codes,channel_A_rms_codes,channel_B_rms_codes,stage5_raw_metrics_available,raw_A_sndr_db,raw_A_sfdr_db,raw_A_enob,raw_A_thd_db,raw_A_signal_hz,raw_A_worst_spur_hz,raw_B_sndr_db,raw_B_sfdr_db,raw_B_enob,raw_B_thd_db,raw_B_signal_hz,raw_B_worst_spur_hz,raw_parallel_avg_sndr_db,raw_parallel_avg_sfdr_db,raw_parallel_avg_enob,raw_parallel_avg_thd_db,raw_parallel_avg_signal_hz,raw_parallel_avg_worst_spur_hz,raw_AB_matching_valid,raw_AB_correlation,raw_AB_rmse_codes,raw_AB_residual_dbc,raw_offset_mismatch_codes,raw_gain_ratio_B_over_A,raw_gain_mismatch,raw_skew_mismatch_samples,raw_skew_mismatch_ps
baseline,baseline,0,1,11,21,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.999162,-1.366250,4.363534,-1.361639,399.790561,382.441334,1,33.930439,33.204979,5.343927,-49.944756,199875000.000000,24375000.000000,33.951107,32.813763,5.347360,-51.431141,199875000.000000,24375000.000000,34.208607,32.987179,5.390134,-53.370796,199875000.000000,24375000.000000,1,0.983666,72.827232,-14.602074,-3.001894,0.956655,-0.043345,-0.191710,-147.469013
baseline,baseline,0,1,12,22,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998762,6.850000,-5.443880,6.870472,396.760107,382.721788,1,33.172329,32.745708,5.217995,-50.228413,199875000.000000,19500000.000000,33.176933,32.358284,5.218760,-49.999691,199875000.000000,19500000.000000,33.399261,32.533558,5.255691,-52.802753,199875000.000000,19500000.000000,1,0.988438,60.912659,-16.121679,-1.426592,0.964553,-0.035447,-0.191710,-147.469013
baseline,baseline,0,1,13,23,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998561,5.718750,-3.225567,5.794364,401.083197,384.576817,1,33.906197,32.902145,5.339900,-49.406654,199875000.000000,21125000.000000,33.580147,32.808651,5.285738,-51.272499,199875000.000000,19500000.000000,33.966320,32.776169,5.349887,-52.639721,199875000.000000,19500000.000000,1,0.985390,69.184929,-15.085161,-2.568797,0.958768,-0.041232,-0.191710,-147.469013
baseline,baseline,0,1,14,24,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998673,11.851250,-8.113886,11.809441,392.488966,373.212767,1,33.677544,32.402565,5.301918,-52.258194,199875000.000000,24375000.000000,33.765285,32.716087,5.316493,-51.935871,199875000.000000,24375000.000000,33.910358,32.518459,5.340591,-56.572445,199875000.000000,24375000.000000,1,0.977964,82.705765,-13.309588,-3.695555,0.950614,-0.049386,-0.191710,-147.469013
baseline,baseline,0,1,15,25,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998750,6.830000,-5.503833,6.772757,396.259881,382.420625,1,33.623096,32.958954,5.292873,-52.234230,199875000.000000,21125000.000000,33.613495,32.725296,5.291278,-51.033455,199875000.000000,19500000.000000,33.790516,32.847851,5.320684,-54.242352,199875000.000000,21125000.000000,1,0.988761,59.993866,-16.244730,-1.268923,0.965017,-0.034983,-0.191710,-147.469013
baseline,baseline,0,1,16,26,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998693,-2.932500,5.613805,-2.794134,400.207194,383.419616,1,33.693668,32.987915,5.304596,-52.038586,199875000.000000,19500000.000000,33.492737,32.626701,5.271219,-52.287777,199875000.000000,19500000.000000,33.785542,32.786827,5.319858,-53.996948,199875000.000000,19500000.000000,1,0.984226,71.617073,-14.762691,-2.819670,0.958122,-0.041878,-0.191710,-147.469013
baseline,baseline,0,1,17,27,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998812,18.467501,-16.516716,18.465947,396.793728,378.333713,1,33.852112,32.771412,5.330916,-52.589233,199875000.000000,24375000.000000,33.718311,32.867500,5.308690,-50.792198,199875000.000000,24375000.000000,33.935261,32.785789,5.344728,-54.146961,199875000.000000,24375000.000000,1,0.981043,77.643768,-13.958315,-1.949231,0.953167,-0.046833,-0.191710,-147.469013
baseline,baseline,0,1,18,28,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998818,4.158750,-2.597081,4.186047,398.779341,381.398669,1,33.847801,33.324089,5.330200,-52.446350,199875000.000000,22750000.000000,33.848129,33.187317,5.330255,-51.293430,199875000.000000,26000000.000000,34.081966,33.161385,5.369098,-55.635799,199875000.000000,24375000.000000,1,0.983069,73.857529,-14.457188,-1.588967,0.956378,-0.043622,-0.191710,-147.469013
baseline,baseline,0,1,19,29,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998938,12.960000,-10.645739,12.922060,401.034908,385.025982,1,33.687817,32.689552,5.303624,-50.397007,199875000.000000,19500000.000000,33.366272,32.520153,5.250211,-50.348473,199875000.000000,19500000.000000,33.742851,32.581886,5.312766,-53.084278,199875000.000000,19500000.000000,1,0.985565,68.685493,-15.149084,-2.276321,0.959878,-0.040122,-0.191710,-147.469013
baseline,baseline,0,1,20,30,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998654,11.030000,-6.601886,11.010200,392.385641,373.318323,1,34.403393,33.274231,5.422491,-50.751469,199875000.000000,24375000.000000,33.927521,32.842239,5.343442,-51.102081,199875000.000000,24375000.000000,34.387077,33.022507,5.419781,-54.921787,199875000.000000,24375000.000000,1,0.977923,82.771584,-13.303245,-4.408315,0.951127,-0.048873,-0.191710,-147.469013
baseline,baseline,0,1,21,31,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.999237,-0.361250,3.578693,-0.306360,400.995572,384.205663,1,33.130417,32.541477,5.211033,-52.242180,199875000.000000,19500000.000000,32.886692,32.334698,5.170547,-50.966267,199875000.000000,19500000.000000,33.183224,32.415852,5.219805,-53.822857,199875000.000000,19500000.000000,1,0.984726,70.698181,-14.892658,-3.272332,0.958167,-0.041833,-0.191710,-147.469013
baseline,baseline,0,1,22,32,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998745,6.933750,-3.907662,6.940326,399.721428,384.026931,1,34.027351,33.031181,5.360025,-50.484161,199875000.000000,24375000.000000,33.453300,32.323349,5.264668,-49.589607,199875000.000000,24375000.000000,33.978138,32.652615,5.351851,-52.789581,199875000.000000,24375000.000000,1,0.986422,66.517204,-15.405098,-3.032663,0.960625,-0.039375,-0.191710,-147.469013
baseline,baseline,0,1,23,33,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998392,12.107500,-8.540073,12.146705,391.517175,372.513983,1,33.957302,32.645771,5.348389,-51.671299,199875000.000000,24375000.000000,34.029068,32.506226,5.360311,-52.420322,199875000.000000,24375000.000000,34.159306,32.535435,5.381945,-55.820221,199875000.000000,24375000.000000,1,0.977470,83.336304,-13.224343,-3.606632,0.951183,-0.048817,-0.191710,-147.469013
baseline,baseline,0,1,24,34,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998598,11.298750,-8.141307,11.230987,400.451603,383.854907,1,34.297356,33.164471,5.404877,-50.901352,199875000.000000,24375000.000000,33.839485,32.665665,5.328818,-50.281193,199875000.000000,24375000.000000,34.302681,32.895653,5.405761,-55.370003,199875000.000000,24375000.000000,1,0.984374,71.334221,-14.802385,-3.089680,0.958343,-0.041657,-0.191710,-147.469013
baseline,baseline,0,1,25,35,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998936,12.077500,-9.635206,12.082050,397.155651,383.034816,1,33.468723,32.813465,5.267230,-50.409634,199875000.000000,19500000.000000,33.138271,32.440907,5.212337,-49.475956,199875000.000000,19500000.000000,33.470036,32.609253,5.267448,-53.005524,199875000.000000,19500000.000000,1,0.988119,61.802124,-16.001360,-2.446844,0.964249,-0.035751,-0.191710,-147.469013
baseline,baseline,0,1,26,36,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.999510,7.485000,-4.611438,7.387190,400.051396,382.946738,1,33.762527,32.998802,5.316035,-51.533527,199875000.000000,19500000.000000,33.653522,32.983562,5.297927,-51.611767,199875000.000000,19500000.000000,33.926075,32.966114,5.343202,-53.993687,199875000.000000,19500000.000000,1,0.983973,72.188492,-14.686254,-2.775752,0.957129,-0.042871,-0.191710,-147.469013
baseline,baseline,0,1,27,37,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998708,2.078750,0.752822,2.080138,396.252256,382.459063,1,33.379826,32.697227,5.252463,-51.287594,199875000.000000,19500000.000000,33.044750,32.846352,5.196802,-50.481522,199875000.000000,19500000.000000,33.395473,32.751411,5.255062,-53.766148,199875000.000000,19500000.000000,1,0.988590,60.471077,-16.177269,-2.832961,0.965178,-0.034822,-0.191710,-147.469013
baseline,baseline,0,1,28,38,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998750,10.227500,-7.369920,10.222740,396.424202,382.776843,1,34.275482,33.271839,5.401243,-52.046490,199875000.000000,22750000.000000,33.619064,32.619003,5.292203,-51.809460,199875000.000000,24375000.000000,34.190990,32.903671,5.387208,-55.415936,199875000.000000,24375000.000000,1,0.988479,60.751259,-16.140345,-2.852820,0.965396,-0.034604,-0.191710,-147.469013
baseline,baseline,0,1,29,39,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998615,16.653749,-12.376540,16.650036,391.208664,372.072747,1,34.002502,32.840488,5.355898,-52.388390,199875000.000000,22750000.000000,33.457481,32.386288,5.265362,-51.974564,199875000.000000,24375000.000000,33.868427,32.546619,5.333626,-54.095623,199875000.000000,24375000.000000,1,0.977231,83.723389,-13.172469,-4.273496,0.950608,-0.049392,-0.191710,-147.469013
baseline,baseline,0,1,30,40,1,none,1300000000.000000,2600000000.000000,1.000000,1,1,0.000000,1.000000,nan,1.000000,0.998670,9.213750,-7.492547,9.213800,401.394595,384.954252,1,34.370605,32.959679,5.417044,-50.768047,199875000.000000,24375000.000000,33.449970,32.537262,5.264115,-51.087700,199875000.000000,24375000.000000,34.123497,32.733051,5.375997,-53.962925,199875000.000000,24375000.000000,1,0.985218,69.575600,-15.042483,-1.721254,0.958934,-0.041066,-0.191710,-147.469013
