stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,raw_baseline_global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,final_offset_correction_codes,final_gain_correction,active_polarity,final_delay_register,final_skew_samples,final_skew_ps,controller_iteration,analysis_iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_a_thd_db,raw_a_signal_hz,raw_a_worst_spur_hz,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,raw_b_thd_db,raw_b_signal_hz,raw_b_worst_spur_hz,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_a_thd_db,cal_a_signal_hz,cal_a_worst_spur_hz,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,cal_b_thd_db,cal_b_signal_hz,cal_b_worst_spur_hz,A_correlation,B_correlation,A_RMSE_codes,B_RMSE_codes,raw_ab_correlation,cal_ab_correlation,raw_ab_rmse_codes,cal_ab_rmse_codes,raw_ab_residual_dbc,cal_ab_residual_dbc,raw_offset_mismatch_codes,cal_offset_mismatch_codes,raw_gain_ratio_b_over_a,cal_gain_ratio_b_over_a,raw_gain_mismatch,cal_gain_mismatch,raw_skew_mismatch_ps,cal_skew_mismatch_ps,raw_parallel_avg_sndr_db,raw_parallel_avg_sfdr_db,raw_parallel_avg_enob,raw_parallel_avg_thd_db,raw_parallel_avg_signal_hz,raw_parallel_avg_worst_spur_hz,cal_parallel_avg_sndr_db,cal_parallel_avg_sfdr_db,cal_parallel_avg_enob,cal_parallel_avg_thd_db,cal_parallel_avg_signal_hz,cal_parallel_avg_worst_spur_hz,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,valid,rejection_reason
performance,performance,0,1,11,901,21,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,11,8800,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,33.262436,32.585728,5.232963,-50.759209,199875000.000000,22750000.000000,33.160877,32.430054,5.216093,-50.240601,199875000.000000,22750000.000000,33.103539,32.361572,5.206568,-50.087082,199875000.000000,19500000.000000,33.434261,32.630444,5.261505,-51.996220,199875000.000000,19500000.000000,-0.998836,0.998784,751.061646,24.471926,-0.969637,-0.999946,733.808777,766.715820,5.963058,6.023924,-38.125973,-22.175081,0.949720,0.986725,-0.050280,-0.013275,-171.470372,1.145908,28.890568,35.725006,4.506739,-35.785931,199875000.000000,22750000.000000,2.661507,11.958251,0.149752,-10.409607,199875000.000000,68250000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,12,902,22,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,12,9600,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,33.724144,33.173393,5.309659,-51.019714,199875000.000000,22750000.000000,33.384922,32.285637,5.253309,-51.259647,199875000.000000,22750000.000000,33.657013,32.601269,5.298507,-52.847893,199875000.000000,24375000.000000,33.606461,32.209358,5.290110,-50.057789,199875000.000000,24375000.000000,-0.998695,0.998670,746.082825,21.893288,-0.974265,-0.999953,751.198669,756.906372,5.961462,6.021087,-1.955101,-10.125520,0.949099,0.986907,-0.050901,-0.013093,-171.470372,1.145908,27.991125,35.919071,4.357330,-34.762550,199875000.000000,89375000.000000,2.932339,13.502069,0.194741,-9.903667,199875000.000000,458250000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,13,903,23,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,13,10400,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,33.061733,32.370281,5.199624,-51.912472,199875000.000000,19500000.000000,32.847748,32.366501,5.164078,-51.732803,199875000.000000,19500000.000000,33.835297,32.684486,5.328123,-50.634163,199875000.000000,24375000.000000,34.162872,33.096352,5.382537,-51.262409,199875000.000000,24375000.000000,-0.998744,0.998722,748.013123,23.239149,-0.975877,-0.999953,755.764099,760.839600,5.969188,6.020326,-23.416315,-1.282451,0.949460,0.987086,-0.050540,-0.012914,-171.470372,1.145908,27.543139,39.449394,4.282913,-37.800808,199875000.000000,27625000.000000,3.117918,13.802626,0.225568,-10.720578,199875000.000000,344500000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,14,904,24,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,14,11200,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,33.119896,32.252468,5.209285,-52.885052,199875000.000000,19500000.000000,32.338734,31.528522,5.079524,-51.254349,199875000.000000,19500000.000000,33.489243,32.740288,5.270638,-50.367928,199875000.000000,19500000.000000,33.605522,32.802151,5.289954,-50.682873,199875000.000000,19500000.000000,-0.999074,0.999055,751.240540,22.708418,-0.969975,-0.999949,734.646301,767.132568,5.953283,6.022513,-12.060155,-17.281466,0.950142,0.987179,-0.049858,-0.012821,-171.470372,1.145908,28.975916,41.366158,4.520916,-37.850735,199875000.000000,156000000.000000,2.630813,14.163726,0.144653,-8.508025,199875000.000000,173875000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,15,905,25,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,15,12000,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,33.140347,31.912327,5.212682,-52.784866,199875000.000000,19500000.000000,32.936020,31.986944,5.178741,-52.697006,199875000.000000,19500000.000000,33.246216,32.567234,5.230268,-52.598038,199875000.000000,19500000.000000,32.880959,32.079876,5.169594,-51.469685,199875000.000000,19500000.000000,-0.998555,0.998546,745.879883,23.022486,-0.969548,-0.999950,733.030762,757.013000,5.952586,6.020567,-13.074665,-5.533938,0.950421,0.988067,-0.049579,-0.011933,-171.470372,1.145908,29.367731,39.287064,4.586002,-37.015854,199875000.000000,230750000.000000,2.111639,10.971137,0.058412,-10.469927,199875000.000000,159250000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,16,906,26,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,16,12800,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,33.008347,32.210197,5.190755,-51.435375,199875000.000000,19500000.000000,32.521721,31.790682,5.109921,-50.512768,199875000.000000,19500000.000000,33.554691,32.862240,5.281510,-50.738926,199875000.000000,19500000.000000,33.792980,32.844162,5.321094,-50.726280,199875000.000000,19500000.000000,-0.998799,0.998762,750.887390,24.977880,-0.969608,-0.999945,732.887878,766.564392,5.951956,6.020299,-8.962992,-0.161291,0.950159,0.987172,-0.049841,-0.012828,-171.470372,1.145908,28.126686,37.928432,4.379848,-35.330681,199875000.000000,123500000.000000,2.716800,12.261147,0.158937,-9.480912,199875000.000000,490750000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,17,907,27,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,17,13600,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,33.043175,32.392418,5.196541,-51.594955,199875000.000000,19500000.000000,32.855293,31.767246,5.165331,-51.478756,199875000.000000,19500000.000000,33.418976,32.443638,5.258966,-51.401581,199875000.000000,19500000.000000,33.066639,32.522652,5.200438,-51.394142,199875000.000000,19500000.000000,-0.998559,0.998502,747.934753,24.127523,-0.969415,-0.999946,731.735901,760.981567,5.951455,6.020707,-8.241182,-7.198522,0.950351,0.987750,-0.049649,-0.012250,-171.470372,1.145908,29.416828,38.669388,4.594158,-39.299328,199875000.000000,144625000.000000,2.329816,13.058554,0.094654,-10.212542,199875000.000000,104000000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,18,908,28,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,18,14400,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,33.417023,32.539211,5.258642,-51.683270,199875000.000000,24375000.000000,33.620754,32.690071,5.292484,-52.482910,199875000.000000,22750000.000000,33.921276,32.954319,5.342405,-51.079853,199875000.000000,19500000.000000,33.418015,32.611061,5.258806,-51.836670,199875000.000000,22750000.000000,-0.998664,0.998631,746.970154,22.789158,-0.975587,-0.999954,755.144958,758.902466,5.965261,6.020826,-10.946672,-8.137745,0.949188,0.987477,-0.050812,-0.012523,-171.470372,1.145908,27.590595,37.567333,4.290797,-35.623440,199875000.000000,336375000.000000,3.970951,12.296295,0.367268,-10.579744,199875000.000000,66625000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,19,909,29,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,19,15200,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,33.653976,32.412815,5.298003,-53.002853,199875000.000000,24375000.000000,34.102119,33.100632,5.372446,-51.913021,199875000.000000,24375000.000000,33.855774,32.800961,5.331524,-50.036530,199875000.000000,24375000.000000,33.990726,32.738907,5.353941,-51.354214,199875000.000000,24375000.000000,-0.998698,0.998704,749.602417,24.380819,-0.974469,-0.999948,751.859070,764.128052,5.963799,6.020319,-15.847552,-0.981901,0.949003,0.987378,-0.050997,-0.012622,-171.470372,1.145908,27.551477,37.450932,4.284298,-37.142780,199875000.000000,52000000.000000,3.409221,12.517322,0.273957,-11.436546,199875000.000000,81250000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,20,910,30,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,20,16000,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,33.374607,32.607914,5.251596,-51.023109,199875000.000000,24375000.000000,33.467426,32.688416,5.267015,-50.586349,199875000.000000,24375000.000000,33.084484,32.327332,5.203403,-50.194714,199875000.000000,19500000.000000,32.981930,32.289589,5.186367,-51.318058,199875000.000000,19500000.000000,-0.998414,0.998384,749.282227,25.231615,-0.975399,-0.999949,754.831909,763.291382,5.966221,6.022069,-17.196783,-15.425056,0.949466,0.986737,-0.050534,-0.013263,-171.470372,1.145908,28.178120,38.152443,4.388392,-36.061443,199875000.000000,29250000.000000,2.627113,13.568889,0.144039,-9.582920,199875000.000000,339625000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,21,911,31,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,21,16800,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,33.834507,32.949780,5.327991,-51.958344,199875000.000000,22750000.000000,33.404652,32.788868,5.256587,-51.971939,199875000.000000,22750000.000000,32.981602,32.582054,5.186313,-50.508247,199875000.000000,19500000.000000,33.177799,32.532837,5.218904,-50.795498,199875000.000000,19500000.000000,-0.998794,0.998781,751.827393,24.767269,-0.975584,-0.999945,756.292419,768.261108,5.973442,6.020532,-34.512718,-5.753187,0.949587,0.986793,-0.050413,-0.013207,-171.470372,1.145908,27.807514,35.679035,4.326829,-36.571285,199875000.000000,102375000.000000,2.972297,14.836174,0.201378,-10.439383,199875000.000000,442000000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,22,912,32,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,22,17600,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,32.732166,31.969973,5.144878,-53.137989,199875000.000000,19500000.000000,32.558960,31.855104,5.116107,-51.597782,199875000.000000,19500000.000000,33.148830,32.597736,5.214091,-50.840107,199875000.000000,19500000.000000,33.497044,32.506809,5.271934,-52.018253,199875000.000000,19500000.000000,-0.998893,0.998892,751.803162,24.065128,-0.968465,-0.999948,726.135071,768.319641,5.951402,6.021020,-17.094543,-9.841992,0.952012,0.987245,-0.047988,-0.012755,-171.470372,1.145908,28.912991,41.335243,4.510464,-36.044754,199875000.000000,349375000.000000,2.423426,13.604100,0.110204,-9.068861,199875000.000000,234000000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,23,913,33,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,23,18400,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,34.072819,33.117409,5.367578,-51.797714,199875000.000000,22750000.000000,33.246040,32.260887,5.230239,-50.507984,199875000.000000,22750000.000000,33.407383,32.816742,5.257041,-52.051617,199875000.000000,21125000.000000,33.448120,32.441544,5.263807,-51.814392,199875000.000000,19500000.000000,-0.998608,0.998579,747.137024,23.028112,-0.975294,-0.999954,754.129700,759.162109,5.965220,6.021307,-13.994420,-11.435987,0.949353,0.987231,-0.050647,-0.012769,-171.470372,1.145908,27.208738,36.409733,4.227365,-35.398685,199875000.000000,50375000.000000,3.235449,12.786900,0.245091,-11.399560,199875000.000000,521625000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,24,914,34,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,24,19200,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,33.366489,32.304264,5.250247,-54.945492,199875000.000000,22750000.000000,33.431351,32.645428,5.261022,-51.746037,199875000.000000,22750000.000000,33.465065,32.570793,5.266622,-50.679966,199875000.000000,19500000.000000,33.503067,32.561626,5.272935,-51.752739,199875000.000000,19500000.000000,-0.998616,0.998592,745.589600,23.114500,-0.968385,-0.999955,725.007507,756.318604,5.949447,6.020337,8.271428,0.218300,0.952590,0.987714,-0.047410,-0.012286,-171.470372,1.145908,28.681435,36.480640,4.471999,-38.901505,199875000.000000,24375000.000000,2.618373,13.350152,0.142587,-9.857724,199875000.000000,69875000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,25,915,35,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,25,20000,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,33.109745,32.170773,5.207599,-52.354607,199875000.000000,19500000.000000,32.849247,31.924463,5.164327,-52.508736,199875000.000000,19500000.000000,33.543423,33.261822,5.279638,-50.542652,199875000.000000,22750000.000000,33.480839,32.937443,5.269242,-51.708412,199875000.000000,22750000.000000,-0.998706,0.998720,751.592285,25.350208,-0.969767,-0.999949,732.669556,767.967834,5.952636,6.024579,-10.955741,-24.080856,0.950241,0.987147,-0.049759,-0.012853,-171.470372,1.145908,29.530703,40.924267,4.613073,-38.147343,199875000.000000,326625000.000000,2.835409,15.477259,0.178639,-9.871577,199875000.000000,35750000.000000,nan,nan,nan,nan,1,none
performance,performance,0,1,26,916,36,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.185654,0.994534,1.000000,35,0.001490,1.145908,0,26,20800,0,6,1,-9.185654,-9.185654,0.994534,0.994534,1.000000,nan,nan,1.145908,33.720215,32.719070,5.309006,-52.078400,199875000.000000,24375000.000000,33.062271,32.452858,5.199713,-52.095062,199875000.000000,24375000.000000,33.765388,32.844242,5.316510,-51.411491,199875000.000000,22750000.000000,33.468666,32.574093,5.267220,-49.526478,199875000.000000,22750000.000000,-0.998667,0.998639,749.940796,24.792397,-0.968979,-0.999945,729.103027,764.826782,5.950292,6.024262,5.624798,-23.071619,0.951169,0.987480,-0.048831,-0.012520,-171.470372,1.145908,28.740112,38.030956,4.481746,-36.926907,199875000.000000,263250000.000000,2.617792,13.881381,0.142490,-10.168388,199875000.000000,261625000.000000,nan,nan,nan,nan,1,none
