stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,offset_correction_active_codes,gain_correction_active,delay_register_active,active_polarity,correlation,selected_adc_mean_codes,channel_A_mean_codes,channel_B_mean_codes,channel_A_rms_codes,channel_B_rms_codes,stage5_raw_metrics_available,raw_A_sndr_db,raw_A_sfdr_db,raw_A_enob,raw_A_thd_db,raw_A_signal_hz,raw_A_worst_spur_hz,raw_B_sndr_db,raw_B_sfdr_db,raw_B_enob,raw_B_thd_db,raw_B_signal_hz,raw_B_worst_spur_hz,raw_parallel_avg_sndr_db,raw_parallel_avg_sfdr_db,raw_parallel_avg_enob,raw_parallel_avg_thd_db,raw_parallel_avg_signal_hz,raw_parallel_avg_worst_spur_hz,raw_AB_matching_valid,raw_AB_correlation,raw_AB_rmse_codes,raw_AB_residual_dbc,raw_offset_mismatch_codes,raw_gain_ratio_B_over_A,raw_gain_mismatch,raw_skew_mismatch_samples,raw_skew_mismatch_ps
baseline,baseline,0,1,1,11,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.999142,5.667500,-0.957620,5.657472,386.796720,387.265199,1,37.089798,34.652428,5.868738,-53.224373,199875000.000000,19500000.000000,36.768871,34.605610,5.815427,-49.581795,199875000.000000,22750000.000000,37.361504,34.816307,5.913871,-53.629581,199875000.000000,22750000.000000,1,0.997719,26.561975,-23.269232,-4.699852,1.001107,0.001107,-0.064569,-49.668521
baseline,baseline,0,1,2,12,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.998963,-1.460000,6.538402,-1.444532,394.144221,385.847313,1,37.908684,35.205513,6.004765,-50.763523,199875000.000000,24375000.000000,37.834389,35.177773,5.992424,-50.958694,199875000.000000,24375000.000000,38.537815,35.198643,6.109272,-55.357349,199875000.000000,24375000.000000,1,0.994105,43.437035,-19.063847,-5.093870,0.979077,-0.020923,-0.064569,-49.668521
baseline,baseline,0,1,3,13,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.999511,3.590000,0.467180,3.594578,389.289226,390.444407,1,36.948784,34.208496,5.845313,-50.791321,199875000.000000,19500000.000000,37.030128,34.208057,5.858826,-49.965828,199875000.000000,19500000.000000,37.580463,34.212498,5.950243,-53.047607,199875000.000000,19500000.000000,1,0.997945,25.346552,-23.739769,-4.061759,1.002926,0.002926,-0.064569,-49.668521
baseline,baseline,0,1,4,14,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.999030,7.990000,-3.577421,7.994120,388.742700,390.631292,1,36.675266,33.995937,5.799879,-50.954124,199875000.000000,19500000.000000,36.813103,33.973999,5.822775,-49.545116,199875000.000000,19500000.000000,37.269657,33.987076,5.898614,-52.649490,199875000.000000,19500000.000000,1,0.998071,24.668573,-23.970366,-4.416698,1.004690,0.004690,-0.064569,-49.668521
baseline,baseline,0,1,5,15,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.999037,5.427500,-1.649745,5.431094,387.465370,384.244063,1,36.783527,33.891647,5.817862,-52.043346,199875000.000000,19500000.000000,36.764442,34.553452,5.814692,-49.448425,199875000.000000,19500000.000000,37.300705,34.222282,5.903772,-54.835709,199875000.000000,19500000.000000,1,0.996612,32.151348,-21.584099,-3.781349,0.991596,-0.008404,-0.064569,-49.668521
baseline,baseline,0,1,6,16,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.999116,4.300000,-0.964596,4.303681,388.706031,380.857803,1,37.470547,34.889767,5.931985,-52.219772,199875000.000000,22750000.000000,37.349499,34.640865,5.911877,-52.687675,199875000.000000,22750000.000000,37.809727,34.759716,5.988327,-54.774590,199875000.000000,22750000.000000,1,0.994037,42.876972,-19.059977,-3.339085,0.979750,-0.020250,-0.064569,-49.668521
baseline,baseline,0,1,7,17,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.999180,-2.126250,5.539933,-2.135170,385.930881,387.335282,1,37.116768,34.692913,5.873218,-49.672863,199875000.000000,22750000.000000,37.318466,34.808811,5.906722,-51.957554,199875000.000000,22750000.000000,37.687641,34.763824,5.968047,-53.722832,199875000.000000,22750000.000000,1,0.997992,24.776440,-23.864704,-3.404763,1.003727,0.003727,-0.064569,-49.668521
baseline,baseline,0,1,8,18,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.998991,14.845000,-9.745689,14.848187,379.340081,369.929034,1,37.257584,34.681717,5.896609,-53.222305,199875000.000000,22750000.000000,37.586922,34.789265,5.951316,-53.071533,199875000.000000,22750000.000000,37.895771,34.729900,6.002620,-55.366566,199875000.000000,22750000.000000,1,0.992791,46.246284,-18.166422,-5.102498,0.974727,-0.025273,-0.064569,-49.668521
baseline,baseline,0,1,9,19,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.999106,10.593750,-5.404593,10.588067,383.652016,384.680360,1,37.399307,34.865631,5.920151,-50.879570,199875000.000000,24375000.000000,37.682983,34.869774,5.967273,-49.931721,199875000.000000,24375000.000000,38.224346,34.874283,6.057200,-54.572075,199875000.000000,24375000.000000,1,0.997900,25.439976,-23.577976,-5.183474,1.002400,0.002400,-0.064569,-49.668521
baseline,baseline,0,1,10,20,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,0.999161,8.510000,-5.921810,8.506123,395.211564,391.395704,1,37.297070,34.548523,5.903168,-52.844570,199875000.000000,19500000.000000,37.632195,34.798500,5.958837,-50.720806,199875000.000000,19500000.000000,38.134941,34.678474,6.042349,-56.011463,199875000.000000,19500000.000000,1,0.996333,33.997066,-21.264324,-2.584313,0.990222,-0.009778,-0.064569,-49.668521
