stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,offset_correction_active_codes,gain_correction_active,delay_register_active,active_polarity,measured_offset_residual_codes,fit_offset_codes,correlation,rmse_codes,filtered_residual_at_iteration_start,tolerance_codes
offset,calibration,1,1,24,64,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,7.469209,7.492228,0.998770,18.579512,nan,1.000000
offset,calibration,1,1,25,65,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,9.912959,9.977926,0.998838,18.799320,nan,1.000000
offset,calibration,1,1,26,66,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,13.789208,13.820195,0.998850,18.103142,nan,1.000000
offset,calibration,1,1,27,67,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,8.534209,8.591846,0.999119,16.254379,nan,1.000000
offset,calibration,1,1,28,68,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,5.032959,5.093703,0.999023,17.172640,nan,1.000000
offset,calibration,1,1,29,69,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,2.111709,2.166184,0.999057,16.767113,nan,1.000000
offset,calibration,1,1,30,70,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,0.000000,1.000000,nan,1.000000,12.204209,12.265385,0.999175,15.784695,nan,1.000000
offset,calibration,2,2,1,71,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,8.037959,8.096424,0.999123,16.230034,8.366959,1.000000
offset,calibration,2,2,2,72,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,10.991709,11.014499,0.999090,15.975245,8.366959,1.000000
offset,calibration,2,2,3,73,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,7.086709,7.123669,0.999030,16.720963,8.366959,1.000000
offset,calibration,2,2,4,74,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,5.370459,5.440256,0.999082,16.782171,8.366959,1.000000
offset,calibration,2,2,5,75,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,0.289209,0.351886,0.999014,17.279785,8.366959,1.000000
offset,calibration,2,2,6,76,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,8.505459,8.551383,0.998958,17.482698,8.366959,1.000000
offset,calibration,2,2,7,77,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,-2.840791,-2.817274,0.998789,18.446424,8.366959,1.000000
offset,calibration,2,2,8,78,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,12.904209,12.934687,0.998959,17.214899,8.366959,1.000000
offset,calibration,2,2,9,79,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,9.442959,9.496378,0.999218,15.247376,8.366959,1.000000
offset,calibration,2,2,10,80,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,6.541709,6.586394,0.999049,16.680841,8.366959,1.000000
offset,calibration,2,2,11,81,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,9.444209,9.494527,0.999009,17.123837,8.366959,1.000000
offset,calibration,2,2,12,82,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,8.452959,8.503889,0.998972,17.449820,8.366959,1.000000
offset,calibration,2,2,13,83,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,2.692959,2.762580,0.999016,17.378731,8.366959,1.000000
offset,calibration,2,2,14,84,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,1.226709,1.269766,0.998952,17.488457,8.366959,1.000000
offset,calibration,2,2,15,85,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,0.226709,0.281760,0.999106,16.331455,8.366959,1.000000
offset,calibration,2,2,16,86,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,10.727959,10.789433,0.999070,16.761446,8.366959,1.000000
offset,calibration,2,2,17,87,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,16.014210,16.074566,0.998961,17.698967,8.366959,1.000000
offset,calibration,2,2,18,88,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,4.419209,4.449544,0.998766,18.744114,8.366959,1.000000
offset,calibration,2,2,19,89,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,3.996709,4.068180,0.999350,14.140358,8.366959,1.000000
offset,calibration,2,2,20,90,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,4.405459,4.426765,0.999068,16.141523,8.366959,1.000000
offset,calibration,2,2,21,91,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,15.686708,15.762522,0.999177,15.982084,8.366959,1.000000
offset,calibration,2,2,22,92,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,4.567959,4.621907,0.999113,16.252188,8.366959,1.000000
offset,calibration,2,2,23,93,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,7.454209,7.478583,0.998950,17.190035,8.366959,1.000000
offset,calibration,2,2,24,94,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,5.774209,5.834729,0.999022,17.174311,8.366959,1.000000
offset,calibration,2,2,25,95,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,9.296709,9.373857,0.999072,16.990170,8.366959,1.000000
offset,calibration,2,2,26,96,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,4.072959,4.123631,0.999076,16.540358,8.366959,1.000000
offset,calibration,2,2,27,97,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,18.037958,18.099773,0.999105,16.449583,8.366959,1.000000
offset,calibration,2,2,28,98,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,5.559209,5.589594,0.998927,17.474812,8.366959,1.000000
offset,calibration,2,2,29,99,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,11.925459,11.955147,0.998944,17.326458,8.366959,1.000000
offset,calibration,2,2,30,100,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-1.500000,1.000000,nan,1.000000,4.751709,4.814400,0.999153,16.011309,8.366959,1.000000
offset,calibration,3,3,1,101,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,-0.488291,-0.434501,0.999028,17.014023,7.887692,1.000000
offset,calibration,3,3,2,102,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,10.009209,10.048455,0.998639,19.854347,7.887692,1.000000
offset,calibration,3,3,3,103,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,4.454209,4.496910,0.999019,16.908924,7.887692,1.000000
offset,calibration,3,3,4,104,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,4.735459,4.788592,0.999119,16.189014,7.887692,1.000000
offset,calibration,3,3,5,105,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,7.414209,7.438265,0.998721,18.969753,7.887692,1.000000
offset,calibration,3,3,6,106,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,10.362959,10.420130,0.999023,17.114975,7.887692,1.000000
offset,calibration,3,3,7,107,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,5.550459,5.602863,0.999063,16.681286,7.887692,1.000000
offset,calibration,3,3,8,108,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,0.961709,0.977575,0.998727,18.772678,7.887692,1.000000
offset,calibration,3,3,9,109,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,-1.208291,-1.148906,0.998894,18.249302,7.887692,1.000000
offset,calibration,3,3,10,110,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,-3.102041,-3.046891,0.999096,16.427794,7.887692,1.000000
offset,calibration,3,3,11,111,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,7.174209,7.219915,0.998871,18.192688,7.887692,1.000000
offset,calibration,3,3,12,112,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,1.972959,2.019948,0.998988,17.250065,7.887692,1.000000
offset,calibration,3,3,13,113,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,9.872959,9.896476,0.998730,18.886841,7.887692,1.000000
offset,calibration,3,3,14,114,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,6.122959,6.188612,0.999235,15.263945,7.887692,1.000000
offset,calibration,3,3,15,115,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,5.371709,5.400314,0.999095,16.023867,7.887692,1.000000
offset,calibration,3,3,16,116,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,0.192959,0.238421,0.998940,17.627939,7.887692,1.000000
offset,calibration,3,3,17,117,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,9.524209,9.585718,0.999060,16.852980,7.887692,1.000000
offset,calibration,3,3,18,118,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,-0.180791,-0.125991,0.999142,15.996159,7.887692,1.000000
offset,calibration,3,3,19,119,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,-4.405791,-4.350832,0.999128,16.127363,7.887692,1.000000
offset,calibration,3,3,20,120,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,12.974209,13.020000,0.999072,16.495960,7.887692,1.000000
offset,calibration,3,3,21,121,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,6.040459,6.078695,0.999096,16.160480,7.887692,1.000000
offset,calibration,3,3,22,122,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,1.981709,2.050689,0.999168,15.970284,7.887692,1.000000
offset,calibration,3,3,23,123,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,10.972959,11.027042,0.999034,16.965452,7.887692,1.000000
offset,calibration,3,3,24,124,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,3.339209,3.400208,0.999081,16.652088,7.887692,1.000000
offset,calibration,3,3,25,125,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,3.235459,3.281844,0.999003,17.111006,7.887692,1.000000
offset,calibration,3,3,26,126,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,-2.050791,-2.013554,0.998726,19.176184,7.887692,1.000000
offset,calibration,3,3,27,127,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,0.174209,0.232237,0.999006,17.274549,7.887692,1.000000
offset,calibration,3,3,28,128,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,5.790459,5.846776,0.999044,16.909185,7.887692,1.000000
offset,calibration,3,3,29,129,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,-6.342041,-6.296712,0.999095,16.282846,7.887692,1.000000
offset,calibration,3,3,30,130,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-3.000000,1.000000,nan,1.000000,-1.375791,-1.360295,0.998718,18.826557,7.887692,1.000000
offset,calibration,4,4,1,131,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,5.045459,5.092894,0.998806,18.743118,6.186949,1.000000
offset,calibration,4,4,2,132,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,3.550459,3.605176,0.998973,17.502092,6.186949,1.000000
offset,calibration,4,4,3,133,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,12.119209,12.180099,0.999085,16.613079,6.186949,1.000000
offset,calibration,4,4,4,134,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,-0.113291,-0.096050,0.998798,18.264715,6.186949,1.000000
offset,calibration,4,4,5,135,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,8.145459,8.146873,0.998813,17.863892,6.186949,1.000000
offset,calibration,4,4,6,136,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,7.155459,7.214260,0.999031,17.068369,6.186949,1.000000
offset,calibration,4,4,7,137,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,-1.565791,-1.513014,0.999087,16.471464,6.186949,1.000000
offset,calibration,4,4,8,138,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,1.049209,1.083652,0.998880,17.928646,6.186949,1.000000
offset,calibration,4,4,9,139,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,4.115459,4.185415,0.999385,13.738294,6.186949,1.000000
offset,calibration,4,4,10,140,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,-2.842041,-2.787705,0.999153,15.886207,6.186949,1.000000
offset,calibration,4,4,11,141,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,-1.852041,-1.800728,0.999081,16.501005,6.186949,1.000000
offset,calibration,4,4,12,142,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,5.815459,5.842281,0.998894,17.680246,6.186949,1.000000
offset,calibration,4,4,13,143,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,-0.904541,-0.865224,0.998952,17.425468,6.186949,1.000000
offset,calibration,4,4,14,144,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,-1.985791,-1.918769,0.999152,16.090977,6.186949,1.000000
offset,calibration,4,4,15,145,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,-3.648291,-3.582473,0.999121,16.359636,6.186949,1.000000
offset,calibration,4,4,16,146,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,4.807959,4.820992,0.998636,19.377169,6.186949,1.000000
offset,calibration,4,4,17,147,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,13.080459,13.124789,0.999052,16.645609,6.186949,1.000000
offset,calibration,4,4,18,148,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,-3.728291,-3.688461,0.999212,15.108159,6.186949,1.000000
offset,calibration,4,4,19,149,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,8.811708,8.862051,0.998910,17.957712,6.186949,1.000000
offset,calibration,4,4,20,150,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,1.745459,1.766621,0.998884,17.661732,6.186949,1.000000
offset,calibration,4,4,21,151,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,-2.234541,-2.194089,0.999013,16.923584,6.186949,1.000000
offset,calibration,4,4,22,152,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,8.416709,8.446212,0.998859,18.007113,6.186949,1.000000
offset,calibration,4,4,23,153,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,4.481709,4.548424,0.998853,18.709389,6.186949,1.000000
offset,calibration,4,4,24,154,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,4.907959,4.967977,0.999066,16.772596,6.186949,1.000000
offset,calibration,4,4,25,155,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,14.154209,14.191235,0.999027,16.746712,6.186949,1.000000
offset,calibration,4,4,26,156,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,7.576709,7.607439,0.998914,17.590555,6.186949,1.000000
offset,calibration,4,4,27,157,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,9.570458,9.600164,0.998878,17.856855,6.186949,1.000000
offset,calibration,4,4,28,158,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,3.792959,3.801868,0.998826,17.897995,6.186949,1.000000
offset,calibration,4,4,29,159,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,1.327959,1.394444,0.999112,16.459669,6.186949,1.000000
offset,calibration,4,4,30,160,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-4.500000,1.000000,nan,1.000000,8.642959,8.677487,0.998983,17.083033,6.186949,1.000000
offset,calibration,5,5,1,161,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,10.529209,10.582711,0.999148,15.921371,5.304686,1.000000
offset,calibration,5,5,2,162,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,2.730459,2.753457,0.998901,17.560787,5.304686,1.000000
offset,calibration,5,5,3,163,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,-0.068291,-0.019911,0.999117,16.134087,5.304686,1.000000
offset,calibration,5,5,4,164,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,-7.030791,-6.992830,0.998984,17.132643,5.304686,1.000000
offset,calibration,5,5,5,165,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,2.625459,2.697555,0.999085,16.794540,5.304686,1.000000
offset,calibration,5,5,6,166,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,-4.664541,-4.604533,0.998908,18.142267,5.304686,1.000000
offset,calibration,5,5,7,167,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,7.039209,7.106864,0.999156,16.063622,5.304686,1.000000
offset,calibration,5,5,8,168,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,-2.490791,-2.482692,0.998802,18.063896,5.304686,1.000000
offset,calibration,5,5,9,169,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,0.354209,0.407960,0.998896,18.133263,5.304686,1.000000
offset,calibration,5,5,10,170,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,7.190459,7.237507,0.998978,17.336992,5.304686,1.000000
offset,calibration,5,5,11,171,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,11.707959,11.773958,0.998984,17.598743,5.304686,1.000000
offset,calibration,5,5,12,172,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,9.677958,9.709930,0.999155,15.528371,5.304686,1.000000
offset,calibration,5,5,13,173,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,-1.893291,-1.825325,0.999225,15.396551,5.304686,1.000000
offset,calibration,5,5,14,174,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,5.685459,5.705900,0.998999,16.719650,5.304686,1.000000
offset,calibration,5,5,15,175,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,10.016709,10.062450,0.998992,17.195316,5.304686,1.000000
offset,calibration,5,5,16,176,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,8.585459,8.659868,0.999112,16.583818,5.304686,1.000000
offset,calibration,5,5,17,177,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,-2.457041,-2.438096,0.998848,17.906839,5.304686,1.000000
offset,calibration,5,5,18,178,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,3.146709,3.206272,0.999010,17.266741,5.304686,1.000000
offset,calibration,5,5,19,179,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,7.194209,7.229469,0.998845,18.219776,5.304686,1.000000
offset,calibration,5,5,20,180,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,3.224209,3.290172,0.998928,18.072361,5.304686,1.000000
offset,calibration,5,5,21,181,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,5.586709,5.622108,0.998936,17.485182,5.304686,1.000000
offset,calibration,5,5,22,182,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,-6.533291,-6.469548,0.999085,16.659044,5.304686,1.000000
offset,calibration,5,5,23,183,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,-7.592041,-7.529166,0.999238,15.193346,5.304686,1.000000
offset,calibration,5,5,24,184,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,6.315459,6.337548,0.999005,16.692593,5.304686,1.000000
offset,calibration,5,5,25,185,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,10.064209,10.082110,0.998988,16.762493,5.304686,1.000000
offset,calibration,5,5,26,186,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,6.602959,6.635025,0.998721,19.114578,5.304686,1.000000
offset,calibration,5,5,27,187,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-6.000000,1.000000,nan,1.000000,6.320459,6.379933,0.999015,17.218496,5.304686,1.000000
